INDEXFORSAVE,LAYER,LAYER_V7,NAME,X,Y,XSIZE,YSIZE,SHAPE,UNIQUEID,status
198,TOP,,1,4935.4642mil,3409.6634mil,19.685mil,23.622mil,RECTANGLE,AAREFVDS,geometry_only_unconfirmed
199,TOP,,2,4819.2315mil,3205.8733mil,55.1181mil,43.3071mil,RECTANGLE,UFWRVFCS,geometry_only_unconfirmed
200,TOP,,1,4760.1764mil,3205.8733mil,55.1181mil,43.3071mil,RECTANGLE,CEXDGHAV,geometry_only_unconfirmed
201,TOP,,1,4855.2905mil,3370.2935mil,19.685mil,23.622mil,RECTANGLE,FFBVFOIG,geometry_only_unconfirmed
202,TOP,,2,4855.2905mil,3409.6636mil,19.685mil,23.622mil,RECTANGLE,KUXETNXL,geometry_only_unconfirmed
203,TOP,,1,4489.1851mil,2640.0658mil,15.748mil,33.4646mil,ROUNDEDRECTANGLE,QDCCDFPR,geometry_only_unconfirmed
204,TOP,,2,4463.5945mil,2640.0658mil,15.748mil,33.4646mil,ROUNDEDRECTANGLE,VMRFQYMS,geometry_only_unconfirmed
205,TOP,,3,4438.004mil,2640.0658mil,15.748mil,33.4646mil,ROUNDEDRECTANGLE,VHLPMNLQ,geometry_only_unconfirmed
206,TOP,,4,4438.004mil,2551.4831mil,15.748mil,33.4646mil,ROUNDEDRECTANGLE,FOLJNFST,geometry_only_unconfirmed
207,TOP,,5,4489.1851mil,2551.4831mil,15.748mil,33.4646mil,ROUNDEDRECTANGLE,ISXKUVTY,geometry_only_unconfirmed
208,TOP,,1,4369.0178mil,5115.0041mil,33.4646mil,31.4961mil,RECTANGLE,MNGCYSQV,geometry_only_unconfirmed
209,TOP,,2,4424.1359mil,5115.0041mil,33.4646mil,31.4961mil,RECTANGLE,SOWTBJIK,geometry_only_unconfirmed
210,TOP,,1,4458.4792mil,3670.586mil,39.3701mil,41.3386mil,ROUNDEDRECTANGLE,GXRTGJQK,geometry_only_unconfirmed
211,TOP,,3,4400.4083mil,3610.5467mil,41.3386mil,86.6142mil,ROUNDEDRECTANGLE,EDFCSCGK,geometry_only_unconfirmed
212,TOP,,2,4516.5501mil,3610.5467mil,41.3386mil,86.6142mil,ROUNDEDRECTANGLE,PIAMEDRY,geometry_only_unconfirmed
213,TOP,,1,5246.5687mil,3735.0475mil,39.3701mil,41.3386mil,ROUNDEDRECTANGLE,CJDNLOGV,geometry_only_unconfirmed
214,TOP,,3,5306.608mil,3676.9766mil,41.3386mil,86.6142mil,ROUNDEDRECTANGLE,NYCRAQWR,geometry_only_unconfirmed
215,TOP,,2,5306.608mil,3793.1184mil,41.3386mil,86.6142mil,ROUNDEDRECTANGLE,UGBNEHIR,geometry_only_unconfirmed
216,TOP,,2,4077.2121mil,3725.4859mil,19.685mil,23.622mil,RECTANGLE,WYTQBKYQ,geometry_only_unconfirmed
217,TOP,,1,4077.2121mil,3764.856mil,19.685mil,23.622mil,RECTANGLE,SMOPSGRI,geometry_only_unconfirmed
218,TOP,,1,4605.1009mil,4236.2823mil,25mil,25mil,ROUND,QHQXRYWX,geometry_only_unconfirmed
219,TOP,,1,4647.1999mil,4079.2362mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,HCCXYXGT,geometry_only_unconfirmed
220,TOP,,2,4621.6093mil,4079.2362mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,GUYHQTIH,geometry_only_unconfirmed
221,TOP,,3,4596.0188mil,4079.2362mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,RQKXPPBJ,geometry_only_unconfirmed
222,TOP,,4,4596.0188mil,4002.4646mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,HPWYSVMR,geometry_only_unconfirmed
223,TOP,,5,4621.6093mil,4002.4646mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,OYLHCXBS,geometry_only_unconfirmed
224,TOP,,6,4647.1999mil,4002.4646mil,11.811mil,17.7165mil,ROUNDEDRECTANGLE,IJMYVXDD,geometry_only_unconfirmed
225,TOP,,7,4621.6093mil,4040.8504mil,39.3701mil,62.9921mil,ROUNDEDRECTANGLE,XKYFDAXO,geometry_only_unconfirmed
226,TOP,,8,4997.7854mil,4193.0897mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,SCUTFWRQ,geometry_only_unconfirmed
227,TOP,,7,4947.7854mil,4193.0897mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,KOLYVSGG,geometry_only_unconfirmed
228,TOP,,6,4897.7854mil,4193.0897mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,DRIKOXSE,geometry_only_unconfirmed
229,TOP,,5,4847.7854mil,4193.0897mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,NSHJBVTQ,geometry_only_unconfirmed
230,TOP,,4,4847.7854mil,4407.7751mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,IURAUWUF,geometry_only_unconfirmed
231,TOP,,3,4897.7854mil,4407.7751mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,WVIPDAYX,geometry_only_unconfirmed
232,TOP,,2,4947.7854mil,4407.7751mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,QNNUTYFX,geometry_only_unconfirmed
233,TOP,,1,4997.7854mil,4407.7751mil,41.6976mil,17.1587mil,ROUNDEDRECTANGLE,TCXQAMHJ,geometry_only_unconfirmed
234,TOP,,9,4922.7854mil,4300.4324mil,137.7953mil,161.4173mil,ROUNDEDRECTANGLE,TSVDJFAN,geometry_only_unconfirmed
235,TOP,,1,5157.313mil,4723.7385mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,RJSVBNGI,geometry_only_unconfirmed
236,TOP,,3,5094.3208mil,4723.7385mil,23.622mil,27.5591mil,ROUNDEDRECTANGLE,DCSVRLJS,geometry_only_unconfirmed
237,TOP,,2,5125.8169mil,4739.4865mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,DYURMJQI,geometry_only_unconfirmed
238,TOP,,2,5125.8169mil,4707.9905mil,15.748mil,15.748mil,ROUNDEDRECTANGLE,BQGBBJNX,geometry_only_unconfirmed
239,TOP,,A1,5804.0562mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,FLKMEUSB,geometry_only_unconfirmed
240,TOP,,A2,5804.0562mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,BQGVEWVG,geometry_only_unconfirmed
241,TOP,,A4,5804.0562mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,YRIHAKTM,geometry_only_unconfirmed
242,TOP,,A6,5804.0562mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,VOVWTBIW,geometry_only_unconfirmed
243,TOP,,A8,5804.0562mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,IXMGGVWV,geometry_only_unconfirmed
244,TOP,,A10,5804.0562mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,YUXCUVBN,geometry_only_unconfirmed
245,TOP,,A11,5804.0562mil,4360.9447mil,13.7795mil,13.7795mil,ROUND,YRLXGTYG,geometry_only_unconfirmed
246,TOP,,A12,5804.0562mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,KUCFDDDT,geometry_only_unconfirmed
247,TOP,,A13,5804.0562mil,4309.7636mil,13.7795mil,13.7795mil,ROUND,XHEOIMVF,geometry_only_unconfirmed
248,TOP,,A14,5804.0562mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,ENLOTKBX,geometry_only_unconfirmed
249,TOP,,A15,5804.0562mil,4258.5825mil,13.7795mil,13.7795mil,ROUND,SFBQDDCH,geometry_only_unconfirmed
250,TOP,,A16,5804.0562mil,4232.992mil,13.7795mil,13.7795mil,ROUND,ONONKDNU,geometry_only_unconfirmed
251,TOP,,A17,5804.0562mil,4207.4014mil,13.7795mil,13.7795mil,ROUND,BHARBQCU,geometry_only_unconfirmed
252,TOP,,A18,5804.0562mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,QGHIPSPF,geometry_only_unconfirmed
253,TOP,,B1,5778.4656mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,YRFRUFXO,geometry_only_unconfirmed
254,TOP,,B2,5778.4656mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,RGVOLUIS,geometry_only_unconfirmed
255,TOP,,B3,5778.4656mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,OIADQIHL,geometry_only_unconfirmed
256,TOP,,B4,5778.4656mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,PIQEVMYN,geometry_only_unconfirmed
257,TOP,,B5,5778.4656mil,4514.4881mil,13.7795mil,13.7795mil,ROUND,GWEMBXKE,geometry_only_unconfirmed
258,TOP,,B6,5778.4656mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,MQGUCLTU,geometry_only_unconfirmed
259,TOP,,B7,5778.4656mil,4463.307mil,13.7795mil,13.7795mil,ROUND,HDJWYTYY,geometry_only_unconfirmed
260,TOP,,B8,5778.4656mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,UCLTEGYS,geometry_only_unconfirmed
261,TOP,,B9,5778.4656mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,CAOVIJHH,geometry_only_unconfirmed
262,TOP,,B10,5778.4656mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,CGXPJGRX,geometry_only_unconfirmed
263,TOP,,B11,5778.4656mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,UWOCMLUJ,geometry_only_unconfirmed
264,TOP,,B12,5778.4656mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,HTLRMDWG,geometry_only_unconfirmed
265,TOP,,B13,5778.4656mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,TTGYSVLC,geometry_only_unconfirmed
266,TOP,,B14,5778.4656mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,CMQCNWIM,geometry_only_unconfirmed
267,TOP,,B15,5778.4656mil,4258.5826mil,13.7795mil,13.7795mil,ROUND,TJIILYJO,geometry_only_unconfirmed
268,TOP,,B16,5778.4656mil,4232.992mil,13.7795mil,13.7795mil,ROUND,NPDEUCNA,geometry_only_unconfirmed
269,TOP,,B17,5778.4656mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,PIJGXUVX,geometry_only_unconfirmed
270,TOP,,B18,5778.4656mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,IWDGUXPM,geometry_only_unconfirmed
271,TOP,,C1,5752.8751mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,OPQNOFIT,geometry_only_unconfirmed
272,TOP,,C2,5752.8751mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,JVSKHQGP,geometry_only_unconfirmed
273,TOP,,C3,5752.8751mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,SHGNJAJE,geometry_only_unconfirmed
274,TOP,,C4,5752.8751mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,EVRXTNUP,geometry_only_unconfirmed
275,TOP,,C5,5752.8751mil,4514.4881mil,13.7795mil,13.7795mil,ROUND,NFTVJFJC,geometry_only_unconfirmed
276,TOP,,C6,5752.8751mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,DNHJDEXD,geometry_only_unconfirmed
277,TOP,,C7,5752.8751mil,4463.307mil,13.7795mil,13.7795mil,ROUND,ESOYAIVG,geometry_only_unconfirmed
278,TOP,,C8,5752.8751mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,GRMTXPTX,geometry_only_unconfirmed
279,TOP,,C9,5752.8751mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,YFHWUHDT,geometry_only_unconfirmed
280,TOP,,C10,5752.8751mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,JSPVVPWI,geometry_only_unconfirmed
281,TOP,,C11,5752.8751mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,VCGXNWIT,geometry_only_unconfirmed
282,TOP,,C12,5752.8751mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,RSLGCTYF,geometry_only_unconfirmed
283,TOP,,C14,5752.8751mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,XCYLSVIE,geometry_only_unconfirmed
284,TOP,,C16,5752.8751mil,4232.992mil,13.7795mil,13.7795mil,ROUND,DOFNYSAM,geometry_only_unconfirmed
285,TOP,,C17,5752.8751mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,PJLHEARI,geometry_only_unconfirmed
286,TOP,,C18,5752.8751mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,YGHQDHEV,geometry_only_unconfirmed
287,TOP,,D1,5727.2845mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,LUWSKOPS,geometry_only_unconfirmed
288,TOP,,D2,5727.2845mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,WYKVFVSL,geometry_only_unconfirmed
289,TOP,,D3,5727.2845mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,EAQCXFXQ,geometry_only_unconfirmed
290,TOP,,D6,5727.2845mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,XKLDBFWR,geometry_only_unconfirmed
291,TOP,,D7,5727.2845mil,4463.307mil,13.7795mil,13.7795mil,ROUND,KSIIVIUV,geometry_only_unconfirmed
292,TOP,,D9,5727.2845mil,4412.1258mil,13.7795mil,13.7795mil,ROUND,LWICJCWR,geometry_only_unconfirmed
293,TOP,,D11,5727.2845mil,4360.9447mil,13.7795mil,13.7795mil,ROUND,BVNUHFYL,geometry_only_unconfirmed
294,TOP,,D13,5727.2845mil,4309.7636mil,13.7795mil,13.7795mil,ROUND,VLCPBEYF,geometry_only_unconfirmed
295,TOP,,D15,5727.2845mil,4258.5825mil,13.7795mil,13.7795mil,ROUND,QRXASFOF,geometry_only_unconfirmed
296,TOP,,D16,5727.2845mil,4232.992mil,13.7795mil,13.7795mil,ROUND,YGTKNIAF,geometry_only_unconfirmed
297,TOP,,D17,5727.2845mil,4207.4014mil,13.7795mil,13.7795mil,ROUND,VFDENYWP,geometry_only_unconfirmed
298,TOP,,D18,5727.2845mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,KMHWJRVM,geometry_only_unconfirmed
299,TOP,,E1,5701.694mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,VAOAHMQI,geometry_only_unconfirmed
300,TOP,,E2,5701.694mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,BVKSSAAP,geometry_only_unconfirmed
301,TOP,,E3,5701.694mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,VVPILNQB,geometry_only_unconfirmed
302,TOP,,E4,5701.694mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,ONSPNTOF,geometry_only_unconfirmed
303,TOP,,E11,5701.694mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,NLIVMPWA,geometry_only_unconfirmed
304,TOP,,E12,5701.694mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,SNOVGJHB,geometry_only_unconfirmed
305,TOP,,E13,5701.694mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,JANROHIU,geometry_only_unconfirmed
306,TOP,,E14,5701.694mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,VQXFCIMN,geometry_only_unconfirmed
307,TOP,,E15,5701.694mil,4258.5826mil,13.7795mil,13.7795mil,ROUND,FFPHWHAB,geometry_only_unconfirmed
308,TOP,,E17,5701.694mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,IAKJOJWI,geometry_only_unconfirmed
309,TOP,,E18,5701.694mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,OKQYBSWA,geometry_only_unconfirmed
310,TOP,,F2,5676.1034mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,AVEWUURG,geometry_only_unconfirmed
311,TOP,,F3,5676.1034mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,FWDOQJUH,geometry_only_unconfirmed
312,TOP,,F6,5676.1034mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,QAVSEPHT,geometry_only_unconfirmed
313,TOP,,F7,5676.1034mil,4463.307mil,13.7795mil,13.7795mil,ROUND,MDAHPQLS,geometry_only_unconfirmed
314,TOP,,F8,5676.1034mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,HANVMMOT,geometry_only_unconfirmed
315,TOP,,F9,5676.1034mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,URSEQADS,geometry_only_unconfirmed
316,TOP,,F10,5676.1034mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,UFOESJMH,geometry_only_unconfirmed
317,TOP,,F11,5676.1034mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,CTXBRYBG,geometry_only_unconfirmed
318,TOP,,F12,5676.1034mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,HBTYFHGB,geometry_only_unconfirmed
319,TOP,,F13,5676.1034mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,DCPXILUJ,geometry_only_unconfirmed
320,TOP,,F14,5676.1034mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,KFATESAJ,geometry_only_unconfirmed
321,TOP,,F16,5676.1034mil,4232.992mil,13.7795mil,13.7795mil,ROUND,EJYXIUUX,geometry_only_unconfirmed
322,TOP,,F17,5676.1034mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,YUMYCUEP,geometry_only_unconfirmed
323,TOP,,F18,5676.1034mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,FEHXWERI,geometry_only_unconfirmed
324,TOP,,G1,5650.5128mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,IPKNJKXB,geometry_only_unconfirmed
325,TOP,,G2,5650.5128mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,MKYCGNUE,geometry_only_unconfirmed
326,TOP,,G3,5650.5128mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,TCBNLKLN,geometry_only_unconfirmed
327,TOP,,G4,5650.5128mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,YJLRAXQV,geometry_only_unconfirmed
328,TOP,,G6,5650.5128mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,YVRCMVSB,geometry_only_unconfirmed
329,TOP,,G7,5650.5128mil,4463.307mil,13.7795mil,13.7795mil,ROUND,QVBVSREJ,geometry_only_unconfirmed
330,TOP,,G8,5650.5128mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,KPNXRDON,geometry_only_unconfirmed
331,TOP,,G9,5650.5128mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,EOBAEONC,geometry_only_unconfirmed
332,TOP,,G10,5650.5128mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,YMPCSENN,geometry_only_unconfirmed
333,TOP,,G11,5650.5128mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,DDNXUABE,geometry_only_unconfirmed
334,TOP,,G12,5650.5128mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,CCUNJRRV,geometry_only_unconfirmed
335,TOP,,G13,5650.5128mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,OGJBJFGM,geometry_only_unconfirmed
336,TOP,,G14,5650.5128mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,MWRXOGWI,geometry_only_unconfirmed
337,TOP,,G15,5650.5128mil,4258.5826mil,13.7795mil,13.7795mil,ROUND,JBDKBLPF,geometry_only_unconfirmed
338,TOP,,G17,5650.5128mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,JFNIFOJJ,geometry_only_unconfirmed
339,TOP,,G18,5650.5128mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,SDXGHERL,geometry_only_unconfirmed
340,TOP,,H2,5624.9223mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,ALEVMPXU,geometry_only_unconfirmed
341,TOP,,H3,5624.9223mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,QWQRTFYD,geometry_only_unconfirmed
342,TOP,,H4,5624.9223mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,EMCGDWSM,geometry_only_unconfirmed
343,TOP,,H6,5624.9223mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,EONKGYUM,geometry_only_unconfirmed
344,TOP,,H7,5624.9223mil,4463.307mil,13.7795mil,13.7795mil,ROUND,LNDVDMGX,geometry_only_unconfirmed
345,TOP,,H8,5624.9223mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,CMIKUQJT,geometry_only_unconfirmed
346,TOP,,H9,5624.9223mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,VORABMJE,geometry_only_unconfirmed
347,TOP,,H10,5624.9223mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,FGEPHIND,geometry_only_unconfirmed
348,TOP,,H11,5624.9223mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,BKJWJVAH,geometry_only_unconfirmed
349,TOP,,H12,5624.9223mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,UYOQSHXA,geometry_only_unconfirmed
350,TOP,,H13,5624.9223mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,CXFEDXLC,geometry_only_unconfirmed
351,TOP,,H14,5624.9223mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,DKFJXCUC,geometry_only_unconfirmed
352,TOP,,H16,5624.9223mil,4232.992mil,13.7795mil,13.7795mil,ROUND,NHKQEJVX,geometry_only_unconfirmed
353,TOP,,H17,5624.9223mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,TCBSSWYU,geometry_only_unconfirmed
354,TOP,,H18,5624.9223mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,CAJCQMPH,geometry_only_unconfirmed
355,TOP,,J1,5599.3317mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,CQFJMLQC,geometry_only_unconfirmed
356,TOP,,J2,5599.3317mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,XJPROJXN,geometry_only_unconfirmed
357,TOP,,J3,5599.3317mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,UWUJPMQD,geometry_only_unconfirmed
358,TOP,,J6,5599.3317mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,HHRYBCBO,geometry_only_unconfirmed
359,TOP,,J7,5599.3317mil,4463.307mil,13.7795mil,13.7795mil,ROUND,EBAUUSAY,geometry_only_unconfirmed
360,TOP,,J8,5599.3317mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,RUCJVXXL,geometry_only_unconfirmed
361,TOP,,J9,5599.3317mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,QYYOUFFD,geometry_only_unconfirmed
362,TOP,,J10,5599.3317mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,PDIWULKF,geometry_only_unconfirmed
363,TOP,,J11,5599.3317mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,FFSBLKXO,geometry_only_unconfirmed
364,TOP,,J12,5599.3317mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,RSRWIUAM,geometry_only_unconfirmed
365,TOP,,J13,5599.3317mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,XJCSLKYA,geometry_only_unconfirmed
366,TOP,,J14,5599.3317mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,IUIRSWYE,geometry_only_unconfirmed
367,TOP,,J15,5599.3317mil,4258.5826mil,13.7795mil,13.7795mil,ROUND,DDSWOFJW,geometry_only_unconfirmed
368,TOP,,J17,5599.3317mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,DEBHPLYC,geometry_only_unconfirmed
369,TOP,,J18,5599.3317mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,ENXLGSEY,geometry_only_unconfirmed
370,TOP,,K2,5573.7412mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,EPLBOLJU,geometry_only_unconfirmed
371,TOP,,K3,5573.7412mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,PFRKYDJY,geometry_only_unconfirmed
372,TOP,,K4,5573.7412mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,QCOKICXG,geometry_only_unconfirmed
373,TOP,,K6,5573.7412mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,TKNSQXBJ,geometry_only_unconfirmed
374,TOP,,K7,5573.7412mil,4463.307mil,13.7795mil,13.7795mil,ROUND,DUENIYVG,geometry_only_unconfirmed
375,TOP,,K8,5573.7412mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,FJMADGBY,geometry_only_unconfirmed
376,TOP,,K9,5573.7412mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,GMKYGNRN,geometry_only_unconfirmed
377,TOP,,K10,5573.7412mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,CJDYPAAQ,geometry_only_unconfirmed
378,TOP,,K11,5573.7412mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,TOWLEXGD,geometry_only_unconfirmed
379,TOP,,K12,5573.7412mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,NAHKCYKC,geometry_only_unconfirmed
380,TOP,,K13,5573.7412mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,JHMLIKND,geometry_only_unconfirmed
381,TOP,,K14,5573.7412mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,GHHTUCJI,geometry_only_unconfirmed
382,TOP,,K16,5573.7412mil,4232.992mil,13.7795mil,13.7795mil,ROUND,VAOYHLSO,geometry_only_unconfirmed
383,TOP,,K17,5573.7412mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,VWOSQSOO,geometry_only_unconfirmed
384,TOP,,K18,5573.7412mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,THNEQXEU,geometry_only_unconfirmed
385,TOP,,L1,5548.1507mil,4616.8503mil,13.7795mil,13.7795mil,ROUND,JKWDOQJW,geometry_only_unconfirmed
386,TOP,,L2,5548.1507mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,QFBDDKDK,geometry_only_unconfirmed
387,TOP,,L3,5548.1507mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,NIAJDJPU,geometry_only_unconfirmed
388,TOP,,L6,5548.1507mil,4488.8975mil,13.7795mil,13.7795mil,ROUND,QKXJKEWV,geometry_only_unconfirmed
389,TOP,,L7,5548.1507mil,4463.307mil,13.7795mil,13.7795mil,ROUND,KMXJUGMC,geometry_only_unconfirmed
390,TOP,,L8,5548.1507mil,4437.7164mil,13.7795mil,13.7795mil,ROUND,VHYSGLRA,geometry_only_unconfirmed
391,TOP,,L9,5548.1507mil,4412.1259mil,13.7795mil,13.7795mil,ROUND,RAPBOUPG,geometry_only_unconfirmed
392,TOP,,L10,5548.1507mil,4386.5353mil,13.7795mil,13.7795mil,ROUND,QIYYASOD,geometry_only_unconfirmed
393,TOP,,L11,5548.1507mil,4360.9448mil,13.7795mil,13.7795mil,ROUND,FSVDDRAO,geometry_only_unconfirmed
394,TOP,,L12,5548.1507mil,4335.3542mil,13.7795mil,13.7795mil,ROUND,JEQLGUIH,geometry_only_unconfirmed
395,TOP,,L13,5548.1507mil,4309.7637mil,13.7795mil,13.7795mil,ROUND,KDNUPETK,geometry_only_unconfirmed
396,TOP,,L14,5548.1507mil,4284.1731mil,13.7795mil,13.7795mil,ROUND,QTPVYBME,geometry_only_unconfirmed
397,TOP,,L15,5548.1507mil,4258.5826mil,13.7795mil,13.7795mil,ROUND,PTGJTYIE,geometry_only_unconfirmed
398,TOP,,L17,5548.1507mil,4207.4015mil,13.7795mil,13.7795mil,ROUND,SUGUBMGT,geometry_only_unconfirmed
399,TOP,,L18,5548.1507mil,4181.8109mil,13.7795mil,13.7795mil,ROUND,PHIAOUFW,geometry_only_unconfirmed
400,TOP,,M2,5522.5601mil,4591.2597mil,13.7795mil,13.7795mil,ROUND,BMQQWELA,geometry_only_unconfirmed
401,TOP,,M3,5522.5601mil,4565.6692mil,13.7795mil,13.7795mil,ROUND,ESYKOHWU,geometry_only_unconfirmed
402,TOP,,M4,5522.5601mil,4540.0786mil,13.7795mil,13.7795mil,ROUND,QDPBOFJO,geometry_only_unconfirmed
