truth_azimuth_deg,truth_elevation_deg,rx_order,tx_order,estimated_azimuth_deg,estimated_elevation_deg,azimuth_error_deg,elevation_error_deg,score,identity_order
10.0,2.0,"1,3,0,2","1,2,0,3",-19.0,-13.0,-29.0,-15.0,0.5119908025362289,False
10.0,2.0,"1,3,0,2","1,2,3,0",-58.0,16.0,-68.0,14.0,0.44403661770582104,False
10.0,2.0,"1,3,0,2","1,3,0,2",-58.0,-12.0,-68.0,-14.0,0.6287117626853834,False
10.0,2.0,"1,3,0,2","1,3,2,0",19.0,19.0,9.0,17.0,0.6365825054093107,False
10.0,2.0,"1,3,0,2","2,0,1,3",-23.0,-13.0,-33.0,-15.0,0.4429365528250855,False
10.0,2.0,"1,3,0,2","2,0,3,1",-58.0,-1.0,-68.0,-3.0,0.5974952085990146,False
10.0,2.0,"1,3,0,2","2,1,0,3",36.0,19.0,26.0,17.0,0.6454020367226609,False
10.0,2.0,"1,3,0,2","2,1,3,0",-53.0,4.0,-63.0,2.0,0.6539717846152276,False
10.0,2.0,"1,3,0,2","2,3,0,1",-32.0,15.0,-42.0,13.0,0.642071088879318,False
10.0,2.0,"1,3,0,2","2,3,1,0",13.0,6.0,3.0,4.0,0.6028929580529575,False
10.0,2.0,"1,3,0,2","3,0,1,2",-53.0,4.0,-63.0,2.0,0.4401091233506494,False
10.0,2.0,"1,3,0,2","3,0,2,1",25.0,1.0,15.0,-1.0,0.5810536251139119,False
10.0,2.0,"1,3,0,2","3,1,0,2",11.0,-8.0,1.0,-10.0,0.6581324594934553,False
10.0,2.0,"1,3,0,2","3,1,2,0",36.0,-19.0,26.0,-21.0,0.6545173036382317,False
10.0,2.0,"1,3,0,2","3,2,0,1",-38.0,-6.0,-48.0,-8.0,0.5051255041176012,False
10.0,2.0,"1,3,0,2","3,2,1,0",-23.0,8.0,-33.0,6.0,0.60293783044105,False
10.0,2.0,"1,3,2,0","0,1,2,3",41.0,6.0,31.0,4.0,0.7836294160927544,False
10.0,2.0,"1,3,2,0","0,1,3,2",-46.0,-11.0,-56.0,-13.0,0.7805761220994686,False
10.0,2.0,"1,3,2,0","0,2,1,3",-59.0,-13.0,-69.0,-15.0,0.757752391499712,False
10.0,2.0,"1,3,2,0","0,2,3,1",-59.0,-13.0,-69.0,-15.0,0.5494352436672918,False
10.0,2.0,"1,3,2,0","0,3,1,2",-40.0,19.0,-50.0,17.0,0.7339983561435631,False
10.0,2.0,"1,3,2,0","0,3,2,1",-17.0,12.0,-27.0,10.0,0.773348705455211,False
10.0,2.0,"1,3,2,0","1,0,2,3",42.0,-12.0,32.0,-14.0,0.7004371068356002,False
10.0,2.0,"1,3,2,0","1,0,3,2",33.0,-3.0,23.0,-5.0,0.7282876110268494,False
10.0,2.0,"1,3,2,0","1,2,0,3",-10.0,-13.0,-20.0,-15.0,0.6155700787950434,False
10.0,2.0,"1,3,2,0","1,2,3,0",7.0,2.0,-3.0,0.0,0.5513856610468406,False
10.0,2.0,"1,3,2,0","1,3,0,2",-56.0,4.0,-66.0,2.0,0.787899190784815,False
10.0,2.0,"1,3,2,0","1,3,2,0",44.0,-15.0,34.0,-17.0,0.7268368466424575,False
10.0,2.0,"1,3,2,0","2,0,1,3",-46.0,-11.0,-56.0,-13.0,0.5259261277733315,False
10.0,2.0,"1,3,2,0","2,0,3,1",13.0,-9.0,3.0,-11.0,0.7262506995846918,False
10.0,2.0,"1,3,2,0","2,1,0,3",51.0,7.0,41.0,5.0,0.7872115010231008,False
10.0,2.0,"1,3,2,0","2,1,3,0",-58.0,6.0,-68.0,4.0,0.7897590889121738,False
10.0,2.0,"1,3,2,0","2,3,0,1",1.0,9.0,-9.0,7.0,0.7884823724482557,False
10.0,2.0,"1,3,2,0","2,3,1,0",-16.0,-12.0,-26.0,-14.0,0.7409129441102696,False
10.0,2.0,"1,3,2,0","3,0,1,2",-58.0,6.0,-68.0,4.0,0.5318985404098779,False
10.0,2.0,"1,3,2,0","3,0,2,1",-43.0,-8.0,-53.0,-10.0,0.7035665070685696,False
10.0,2.0,"1,3,2,0","3,1,0,2",-58.0,-6.0,-68.0,-8.0,0.7900030225588786,False
10.0,2.0,"1,3,2,0","3,1,2,0",-56.0,7.0,-66.0,5.0,0.7876511527434503,False
10.0,2.0,"1,3,2,0","3,2,0,1",32.0,-9.0,22.0,-11.0,0.6241767190246448,False
10.0,2.0,"1,3,2,0","3,2,1,0",-26.0,-17.0,-36.0,-19.0,0.7604737470050362,False
10.0,2.0,"2,0,1,3","0,1,2,3",-1.0,-9.0,-11.0,-11.0,0.7856995800629244,False
10.0,2.0,"2,0,1,3","0,1,3,2",-16.0,20.0,-26.0,18.0,0.760920641619777,False
10.0,2.0,"2,0,1,3","0,2,1,3",-46.0,-7.0,-56.0,-9.0,0.7612214942910677,False
10.0,2.0,"2,0,1,3","0,2,3,1",-46.0,-7.0,-56.0,-9.0,0.5561061362560458,False
10.0,2.0,"2,0,1,3","0,3,1,2",-41.0,6.0,-51.0,4.0,0.7498275536295734,False
10.0,2.0,"2,0,1,3","0,3,2,1",-51.0,-7.0,-61.0,-9.0,0.7852941793393308,False
10.0,2.0,"2,0,1,3","1,0,2,3",-29.0,12.0,-39.0,10.0,0.7134753591473164,False
10.0,2.0,"2,0,1,3","1,0,3,2",-11.0,-7.0,-21.0,-9.0,0.7111817130416525,False
10.0,2.0,"2,0,1,3","1,2,0,3",43.0,-8.0,33.0,-10.0,0.6049158168112493,False
10.0,2.0,"2,0,1,3","1,2,3,0",58.0,-10.0,48.0,-12.0,0.5471282766370085,False
10.0,2.0,"2,0,1,3","1,3,0,2",36.0,12.0,26.0,10.0,0.7691511367808084,False
10.0,2.0,"2,0,1,3","1,3,2,0",-16.0,-20.0,-26.0,-22.0,0.7619622050133523,False
10.0,2.0,"2,0,1,3","2,0,1,3",-16.0,20.0,-26.0,18.0,0.5120778334689404,False
10.0,2.0,"2,0,1,3","2,0,3,1",-1.0,8.0,-11.0,6.0,0.730702274094553,False
10.0,2.0,"2,0,1,3","2,1,0,3",17.0,-12.0,7.0,-14.0,0.7869061004249666,False
10.0,2.0,"2,0,1,3","2,1,3,0",57.0,20.0,47.0,18.0,0.7797348082397212,False
10.0,2.0,"2,0,1,3","2,3,0,1",44.0,-12.0,34.0,-14.0,0.7877250096642628,False
10.0,2.0,"2,0,1,3","2,3,1,0",58.0,-14.0,48.0,-16.0,0.7508619858942541,False
10.0,2.0,"2,0,1,3","3,0,1,2",57.0,20.0,47.0,18.0,0.5254065732125542,False
10.0,2.0,"2,0,1,3","3,0,2,1",10.0,13.0,0.0,11.0,0.6876392132577547,False
10.0,2.0,"2,0,1,3","3,1,0,2",-44.0,15.0,-54.0,13.0,0.7504566933755115,False
10.0,2.0,"2,0,1,3","3,1,2,0",56.0,-4.0,46.0,-6.0,0.7813459205385551,False
10.0,2.0,"2,0,1,3","3,2,0,1",-12.0,-1.0,-22.0,-3.0,0.6106413751525107,False
10.0,2.0,"2,0,1,3","3,2,1,0",-4.0,11.0,-14.0,9.0,0.7550251839017559,False
10.0,2.0,"2,0,3,1","0,1,2,3",32.0,-15.0,22.0,-17.0,0.648269501237259,False
10.0,2.0,"2,0,3,1","0,1,3,2",-11.0,-8.0,-21.0,-10.0,0.6483046422460664,False
10.0,2.0,"2,0,3,1","0,2,1,3",-31.0,20.0,-41.0,18.0,0.6129962875436976,False
10.0,2.0,"2,0,3,1","0,2,3,1",56.0,-15.0,46.0,-17.0,0.4544698013548536,False
10.0,2.0,"2,0,3,1","0,3,1,2",-53.0,3.0,-63.0,1.0,0.6240917321065234,False
10.0,2.0,"2,0,3,1","0,3,2,1",-55.0,-3.0,-65.0,-5.0,0.6392406675833754,False
10.0,2.0,"2,0,3,1","1,0,2,3",-57.0,-7.0,-67.0,-9.0,0.5718416665916761,False
10.0,2.0,"2,0,3,1","1,0,3,2",58.0,-1.0,48.0,-3.0,0.595337750625081,False
10.0,2.0,"2,0,3,1","1,2,0,3",-23.0,-4.0,-33.0,-6.0,0.49996142508518393,False
10.0,2.0,"2,0,3,1","1,2,3,0",53.0,-10.0,43.0,-12.0,0.45472813451769833,False
10.0,2.0,"2,0,3,1","1,3,0,2",-60.0,-10.0,-70.0,-12.0,0.6483620850026972,False
10.0,2.0,"2,0,3,1","1,3,2,0",-11.0,8.0,-21.0,6.0,0.6329965718850212,False
10.0,2.0,"2,0,3,1","2,0,1,3",-11.0,-8.0,-21.0,-10.0,0.43685069460754217,False
10.0,2.0,"2,0,3,1","2,0,3,1",15.0,-17.0,5.0,-19.0,0.6030205029623211,False
10.0,2.0,"2,0,3,1","2,1,0,3",-12.0,-9.0,-22.0,-11.0,0.6541168897541176,False
10.0,2.0,"2,0,3,1","2,1,3,0",-45.0,-18.0,-55.0,-20.0,0.6440196345973022,False
10.0,2.0,"2,0,3,1","2,3,0,1",58.0,-12.0,48.0,-14.0,0.6495515286412251,False
10.0,2.0,"2,0,3,1","2,3,1,0",-39.0,-16.0,-49.0,-18.0,0.6244195069765217,False
10.0,2.0,"2,0,3,1","3,0,1,2",-45.0,-18.0,-55.0,-20.0,0.433539858043238,False
10.0,2.0,"2,0,3,1","3,0,2,1",-48.0,9.0,-58.0,7.0,0.5872140695645423,False
10.0,2.0,"2,0,3,1","3,1,0,2",-45.0,18.0,-55.0,16.0,0.6441046927514759,False
10.0,2.0,"2,0,3,1","3,1,2,0",48.0,20.0,38.0,18.0,0.6326889381188727,False
10.0,2.0,"2,0,3,1","3,2,0,1",-46.0,-4.0,-56.0,-6.0,0.489092340031079,False
10.0,2.0,"2,0,3,1","3,2,1,0",-2.0,-18.0,-12.0,-20.0,0.6134732142087592,False
10.0,2.0,"2,1,0,3","0,1,2,3",58.0,13.0,48.0,11.0,0.7961521153790447,False
10.0,2.0,"2,1,0,3","0,1,3,2",-35.0,-11.0,-45.0,-13.0,0.8338747337879271,False
10.0,2.0,"2,1,0,3","0,2,1,3",-33.0,20.0,-43.0,18.0,0.7956512718745484,False
10.0,2.0,"2,1,0,3","0,2,3,1",-9.0,15.0,-19.0,13.0,0.5667506655138375,False
10.0,2.0,"2,1,0,3","0,3,1,2",18.0,-5.0,8.0,-7.0,0.7975718967958397,False
10.0,2.0,"2,1,0,3","0,3,2,1",57.0,-9.0,47.0,-11.0,0.8138029648386387,False
10.0,2.0,"2,1,0,3","1,0,2,3",-44.0,-11.0,-54.0,-13.0,0.7275334176406789,False
10.0,2.0,"2,1,0,3","1,0,3,2",28.0,-13.0,18.0,-15.0,0.7638417103504923,False
10.0,2.0,"2,1,0,3","1,2,0,3",-9.0,-7.0,-19.0,-9.0,0.6453940639452193,False
10.0,2.0,"2,1,0,3","1,2,3,0",-55.0,0.0,-65.0,-2.0,0.5855575472039748,False
10.0,2.0,"2,1,0,3","1,3,0,2",39.0,-13.0,29.0,-15.0,0.8278987602670931,False
10.0,2.0,"2,1,0,3","1,3,2,0",19.0,19.0,9.0,17.0,0.8149360733226478,False
10.0,2.0,"2,1,0,3","2,0,1,3",-35.0,-11.0,-45.0,-13.0,0.5614036047234101,False
10.0,2.0,"2,1,0,3","2,0,3,1",-13.0,0.0,-23.0,-2.0,0.7598389036277391,False
10.0,2.0,"2,1,0,3","2,1,0,3",15.0,2.0,5.0,0.0,0.8303812567391957,False
10.0,2.0,"2,1,0,3","2,1,3,0",-33.0,-10.0,-43.0,-12.0,0.8207208009583085,False
10.0,2.0,"2,1,0,3","2,3,0,1",25.0,0.0,15.0,-2.0,0.8192379368184668,False
10.0,2.0,"2,1,0,3","2,3,1,0",7.0,5.0,-3.0,3.0,0.777076585248561,False
10.0,2.0,"2,1,0,3","3,0,1,2",-33.0,-10.0,-43.0,-12.0,0.5506905849732583,False
10.0,2.0,"2,1,0,3","3,0,2,1",-58.0,17.0,-68.0,15.0,0.7414250557763697,False
10.0,2.0,"2,1,0,3","3,1,0,2",12.0,12.0,2.0,10.0,0.8158188376992168,False
10.0,2.0,"2,1,0,3","3,1,2,0",58.0,-11.0,48.0,-13.0,0.8297830483001735,False
10.0,2.0,"2,1,0,3","3,2,0,1",57.0,7.0,47.0,5.0,0.6311575074520893,False
10.0,2.0,"2,1,0,3","3,2,1,0",6.0,-10.0,-4.0,-12.0,0.7809956630547864,False
10.0,2.0,"2,1,3,0","0,1,2,3",58.0,13.0,48.0,11.0,0.5594215710830337,False
10.0,2.0,"2,1,3,0","0,1,3,2",-35.0,-11.0,-45.0,-13.0,0.5944627560083263,False
10.0,2.0,"2,1,3,0","0,2,1,3",60.0,-15.0,50.0,-17.0,0.5609856187314816,False
10.0,2.0,"2,1,3,0","0,2,3,1",-56.0,18.0,-66.0,16.0,0.39660386303094897,False
10.0,2.0,"2,1,3,0","0,3,1,2",18.0,-5.0,8.0,-7.0,0.5745266774062704,False
10.0,2.0,"2,1,3,0","0,3,2,1",12.0,9.0,2.0,7.0,0.580574370946543,False
10.0,2.0,"2,1,3,0","1,0,2,3",-22.0,20.0,-32.0,18.0,0.5251425467642371,False
10.0,2.0,"2,1,3,0","1,0,3,2",28.0,-13.0,18.0,-15.0,0.5465269331945053,False
10.0,2.0,"2,1,3,0","1,2,0,3",-9.0,-7.0,-19.0,-9.0,0.4646023329989525,False
10.0,2.0,"2,1,3,0","1,2,3,0",-55.0,0.0,-65.0,-2.0,0.40799295130500307,False
10.0,2.0,"2,1,3,0","1,3,0,2",39.0,-13.0,29.0,-15.0,0.5855710934235898,False
10.0,2.0,"2,1,3,0","1,3,2,0",19.0,19.0,9.0,17.0,0.5915049189456623,False
10.0,2.0,"2,1,3,0","2,0,1,3",-35.0,-11.0,-45.0,-13.0,0.4002202256217564,False
10.0,2.0,"2,1,3,0","2,0,3,1",-13.0,0.0,-23.0,-2.0,0.5514747594387048,False
10.0,2.0,"2,1,3,0","2,1,0,3",15.0,2.0,5.0,0.0,0.5980928851733746,False
10.0,2.0,"2,1,3,0","2,1,3,0",-53.0,4.0,-63.0,2.0,0.594107259147717,False
10.0,2.0,"2,1,3,0","2,3,0,1",25.0,0.0,15.0,-2.0,0.5797474909750506,False
10.0,2.0,"2,1,3,0","2,3,1,0",7.0,5.0,-3.0,3.0,0.5443013584555914,False
10.0,2.0,"2,1,3,0","3,0,1,2",-53.0,4.0,-63.0,2.0,0.3998215689895736,False
10.0,2.0,"2,1,3,0","3,0,2,1",-58.0,17.0,-68.0,15.0,0.5307812652972607,False
10.0,2.0,"2,1,3,0","3,1,0,2",-53.0,-4.0,-63.0,-6.0,0.594359259778007,False
10.0,2.0,"2,1,3,0","3,1,2,0",36.0,-19.0,26.0,-21.0,0.596231651175325,False
10.0,2.0,"2,1,3,0","3,2,0,1",57.0,7.0,47.0,5.0,0.457020603826132,False
10.0,2.0,"2,1,3,0","3,2,1,0",6.0,-10.0,-4.0,-12.0,0.5562285347663299,False
10.0,2.0,"2,3,0,1","0,1,2,3",32.0,-15.0,22.0,-17.0,0.8725249153116056,False
10.0,2.0,"2,3,0,1","0,1,3,2",-11.0,-8.0,-21.0,-10.0,0.8728831883780509,False
10.0,2.0,"2,3,0,1","0,2,1,3",13.0,0.0,3.0,-2.0,0.8288781688630597,False
10.0,2.0,"2,3,0,1","0,2,3,1",56.0,-15.0,46.0,-17.0,0.6139235884238066,False
10.0,2.0,"2,3,0,1","0,3,1,2",-53.0,3.0,-63.0,1.0,0.834044054455722,False
10.0,2.0,"2,3,0,1","0,3,2,1",-55.0,-3.0,-65.0,-5.0,0.8527530422507507,False
10.0,2.0,"2,3,0,1","1,0,2,3",-57.0,-7.0,-67.0,-9.0,0.7849653118573232,False
10.0,2.0,"2,3,0,1","1,0,3,2",58.0,-1.0,48.0,-3.0,0.8045338751116032,False
10.0,2.0,"2,3,0,1","1,2,0,3",-23.0,-4.0,-33.0,-6.0,0.6769622657220319,False
10.0,2.0,"2,3,0,1","1,2,3,0",56.0,-18.0,46.0,-20.0,0.5964966997908915,False
10.0,2.0,"2,3,0,1","1,3,0,2",-60.0,-10.0,-70.0,-12.0,0.8665214067272674,False
10.0,2.0,"2,3,0,1","1,3,2,0",-28.0,-16.0,-38.0,-18.0,0.8593175932296228,False
10.0,2.0,"2,3,0,1","2,0,1,3",-11.0,-8.0,-21.0,-10.0,0.5881796956336637,False
10.0,2.0,"2,3,0,1","2,0,3,1",15.0,-17.0,5.0,-19.0,0.8169305137481594,False
10.0,2.0,"2,3,0,1","2,1,0,3",-12.0,-9.0,-22.0,-11.0,0.8842519357038263,False
10.0,2.0,"2,3,0,1","2,1,3,0",-18.0,5.0,-28.0,3.0,0.8656758194693237,False
10.0,2.0,"2,3,0,1","2,3,0,1",58.0,-12.0,48.0,-14.0,0.8586210973978657,False
10.0,2.0,"2,3,0,1","2,3,1,0",-39.0,-16.0,-49.0,-18.0,0.8454979046267465,False
10.0,2.0,"2,3,0,1","3,0,1,2",-18.0,5.0,-28.0,3.0,0.5791043061614262,False
10.0,2.0,"2,3,0,1","3,0,2,1",60.0,13.0,50.0,11.0,0.7892206480504276,False
10.0,2.0,"2,3,0,1","3,1,0,2",-19.0,-19.0,-29.0,-21.0,0.8525950803554124,False
10.0,2.0,"2,3,0,1","3,1,2,0",33.0,18.0,23.0,16.0,0.8603148915861293,False
10.0,2.0,"2,3,0,1","3,2,0,1",-25.0,-8.0,-35.0,-10.0,0.6531755798970168,False
10.0,2.0,"2,3,0,1","3,2,1,0",2.0,-10.0,-8.0,-12.0,0.8237274637935215,False
10.0,2.0,"2,3,1,0","0,1,2,3",3.0,1.0,-7.0,-1.0,0.6533169186245528,False
10.0,2.0,"2,3,1,0","0,1,3,2",51.0,-16.0,41.0,-18.0,0.6279903930116083,False
10.0,2.0,"2,3,1,0","0,2,1,3",-22.0,-11.0,-32.0,-13.0,0.6327700329266314,False
10.0,2.0,"2,3,1,0","0,2,3,1",-52.0,15.0,-62.0,13.0,0.4627347026141344,False
10.0,2.0,"2,3,1,0","0,3,1,2",-19.0,-10.0,-29.0,-12.0,0.6048745512901597,False
10.0,2.0,"2,3,1,0","0,3,2,1",3.0,0.0,-7.0,-2.0,0.6420153889307674,False
10.0,2.0,"2,3,1,0","1,0,2,3",-36.0,-3.0,-46.0,-5.0,0.5671039730954792,False
10.0,2.0,"2,3,1,0","1,0,3,2",36.0,20.0,26.0,18.0,0.6113073284382984,False
10.0,2.0,"2,3,1,0","1,2,0,3",30.0,16.0,20.0,14.0,0.5152723639392708,False
10.0,2.0,"2,3,1,0","1,2,3,0",-2.0,-15.0,-12.0,-17.0,0.4682172004858898,False
10.0,2.0,"2,3,1,0","1,3,0,2",54.0,17.0,44.0,15.0,0.6483529067786694,False
10.0,2.0,"2,3,1,0","1,3,2,0",-35.0,-9.0,-45.0,-11.0,0.6328482786164839,False
10.0,2.0,"2,3,1,0","2,0,1,3",51.0,-16.0,41.0,-18.0,0.42132843520335567,False
10.0,2.0,"2,3,1,0","2,0,3,1",-1.0,8.0,-11.0,6.0,0.5996063053048454,False
10.0,2.0,"2,3,1,0","2,1,0,3",17.0,-12.0,7.0,-14.0,0.6550339624570463,False
10.0,2.0,"2,3,1,0","2,1,3,0",13.0,14.0,3.0,12.0,0.628627674607118,False
10.0,2.0,"2,3,1,0","2,3,0,1",-29.0,-2.0,-39.0,-4.0,0.6535133803663306,False
10.0,2.0,"2,3,1,0","2,3,1,0",58.0,-14.0,48.0,-16.0,0.6298798875824406,False
10.0,2.0,"2,3,1,0","3,0,1,2",13.0,14.0,3.0,12.0,0.4230095697961973,False
10.0,2.0,"2,3,1,0","3,0,2,1",47.0,5.0,37.0,3.0,0.5790467359283886,False
10.0,2.0,"2,3,1,0","3,1,0,2",-44.0,15.0,-54.0,13.0,0.6350974168100789,False
10.0,2.0,"2,3,1,0","3,1,2,0",28.0,-4.0,18.0,-6.0,0.662925712297442,False
10.0,2.0,"2,3,1,0","3,2,0,1",-12.0,-1.0,-22.0,-3.0,0.5183568301789323,False
10.0,2.0,"2,3,1,0","3,2,1,0",56.0,-14.0,46.0,-16.0,0.6303600935112712,False
10.0,2.0,"3,0,1,2","0,1,2,3",-25.0,0.0,-35.0,-2.0,0.8336379234750569,False
10.0,2.0,"3,0,1,2","0,1,3,2",-12.0,12.0,-22.0,10.0,0.8217046308350073,False
10.0,2.0,"3,0,1,2","0,2,1,3",-47.0,-7.0,-57.0,-9.0,0.7933355515089673,False
10.0,2.0,"3,0,1,2","0,2,3,1",-47.0,-7.0,-57.0,-9.0,0.5766307619179446,False
10.0,2.0,"3,0,1,2","0,3,1,2",33.0,10.0,23.0,8.0,0.7876053306998906,False
10.0,2.0,"3,0,1,2","0,3,2,1",-34.0,-8.0,-44.0,-10.0,0.8132922087739197,False
10.0,2.0,"3,0,1,2","1,0,2,3",-57.0,-7.0,-67.0,-9.0,0.7355987135794245,False
10.0,2.0,"3,0,1,2","1,0,3,2",-6.0,10.0,-16.0,8.0,0.7694897551827354,False
10.0,2.0,"3,0,1,2","1,2,0,3",-27.0,-3.0,-37.0,-5.0,0.6377253963212651,False
10.0,2.0,"3,0,1,2","1,2,3,0",-21.0,-17.0,-31.0,-19.0,0.5739102333407489,False
10.0,2.0,"3,0,1,2","1,3,0,2",58.0,-7.0,48.0,-9.0,0.8284189072513529,False
10.0,2.0,"3,0,1,2","1,3,2,0",-12.0,-12.0,-22.0,-14.0,0.8202146255070863,False
10.0,2.0,"3,0,1,2","2,0,1,3",-12.0,12.0,-22.0,10.0,0.5533776527899733,False
10.0,2.0,"3,0,1,2","2,0,3,1",33.0,-20.0,23.0,-22.0,0.757880823098396,False
10.0,2.0,"3,0,1,2","2,1,0,3",30.0,13.0,20.0,11.0,0.8256197849556304,False
10.0,2.0,"3,0,1,2","2,1,3,0",-18.0,5.0,-28.0,3.0,0.8186955364672541,False
10.0,2.0,"3,0,1,2","2,3,0,1",-58.0,-13.0,-68.0,-15.0,0.8258625134267898,False
10.0,2.0,"3,0,1,2","2,3,1,0",35.0,11.0,25.0,9.0,0.7851156450729584,False
10.0,2.0,"3,0,1,2","3,0,1,2",-18.0,5.0,-28.0,3.0,0.5476762778171975,False
10.0,2.0,"3,0,1,2","3,0,2,1",55.0,7.0,45.0,5.0,0.7341513501407145,False
10.0,2.0,"3,0,1,2","3,1,0,2",-18.0,-5.0,-28.0,-7.0,0.8034558075842306,False
10.0,2.0,"3,0,1,2","3,1,2,0",36.0,-5.0,26.0,-7.0,0.8125387765882618,False
10.0,2.0,"3,0,1,2","3,2,0,1",-50.0,-13.0,-60.0,-15.0,0.6469943949410188,False
10.0,2.0,"3,0,1,2","3,2,1,0",-21.0,-17.0,-31.0,-19.0,0.7956834742775144,False
10.0,2.0,"3,0,2,1","0,1,2,3",58.0,13.0,48.0,11.0,0.5594215710687076,False
10.0,2.0,"3,0,2,1","0,1,3,2",-35.0,-11.0,-45.0,-13.0,0.5944627560179667,False
10.0,2.0,"3,0,2,1","0,2,1,3",60.0,-15.0,50.0,-17.0,0.5609856187162808,False
10.0,2.0,"3,0,2,1","0,2,3,1",-56.0,18.0,-66.0,16.0,0.3966038630404647,False
10.0,2.0,"3,0,2,1","0,3,1,2",18.0,-5.0,8.0,-7.0,0.5745266774001703,False
10.0,2.0,"3,0,2,1","0,3,2,1",12.0,9.0,2.0,7.0,0.5805743709418223,False
10.0,2.0,"3,0,2,1","1,0,2,3",-22.0,20.0,-32.0,18.0,0.5251425467691544,False
10.0,2.0,"3,0,2,1","1,0,3,2",28.0,-13.0,18.0,-15.0,0.5465269331862762,False
10.0,2.0,"3,0,2,1","1,2,0,3",-9.0,-7.0,-19.0,-9.0,0.4646023330008064,False
10.0,2.0,"3,0,2,1","1,2,3,0",-55.0,0.0,-65.0,-2.0,0.40799295131496915,False
10.0,2.0,"3,0,2,1","1,3,0,2",39.0,-13.0,29.0,-15.0,0.5855710934116564,False
10.0,2.0,"3,0,2,1","1,3,2,0",19.0,19.0,9.0,17.0,0.5915049189393217,False
10.0,2.0,"3,0,2,1","2,0,1,3",-35.0,-11.0,-45.0,-13.0,0.40022022562831266,False
10.0,2.0,"3,0,2,1","2,0,3,1",-13.0,0.0,-23.0,-2.0,0.5514747594418486,False
10.0,2.0,"3,0,2,1","2,1,0,3",15.0,2.0,5.0,0.0,0.5980928851674573,False
10.0,2.0,"3,0,2,1","2,1,3,0",-53.0,4.0,-63.0,2.0,0.5941072591610411,False
10.0,2.0,"3,0,2,1","2,3,0,1",25.0,0.0,15.0,-2.0,0.5797474909670409,False
10.0,2.0,"3,0,2,1","2,3,1,0",7.0,5.0,-3.0,3.0,0.5443013584534772,False
10.0,2.0,"3,0,2,1","3,0,1,2",-53.0,4.0,-63.0,2.0,0.39982156899861954,False
10.0,2.0,"3,0,2,1","3,0,2,1",-58.0,17.0,-68.0,15.0,0.5307812653104895,False
10.0,2.0,"3,0,2,1","3,1,0,2",-53.0,-4.0,-63.0,-6.0,0.5943592597911389,False
10.0,2.0,"3,0,2,1","3,1,2,0",36.0,-19.0,26.0,-21.0,0.5962316511643388,False
10.0,2.0,"3,0,2,1","3,2,0,1",57.0,7.0,47.0,5.0,0.4570206038139082,False
10.0,2.0,"3,0,2,1","3,2,1,0",6.0,-10.0,-4.0,-12.0,0.5562285347640948,False
10.0,2.0,"3,1,0,2","0,1,2,3",41.0,6.0,31.0,4.0,0.783629416099804,False
10.0,2.0,"3,1,0,2","0,1,3,2",-46.0,-11.0,-56.0,-13.0,0.7805761220872569,False
10.0,2.0,"3,1,0,2","0,2,1,3",-59.0,-13.0,-69.0,-15.0,0.757752391486416,False
10.0,2.0,"3,1,0,2","0,2,3,1",-59.0,-13.0,-69.0,-15.0,0.5494352436576165,False
10.0,2.0,"3,1,0,2","0,3,1,2",-40.0,19.0,-50.0,17.0,0.7339983561337732,False
10.0,2.0,"3,1,0,2","0,3,2,1",-17.0,12.0,-27.0,10.0,0.7733487054499711,False
10.0,2.0,"3,1,0,2","1,0,2,3",42.0,-12.0,32.0,-14.0,0.7004371068422841,False
10.0,2.0,"3,1,0,2","1,0,3,2",33.0,-3.0,23.0,-5.0,0.7282876110324966,False
10.0,2.0,"3,1,0,2","1,2,0,3",-10.0,-13.0,-20.0,-15.0,0.615570078792185,False
10.0,2.0,"3,1,0,2","1,2,3,0",7.0,2.0,-3.0,0.0,0.5513856610471854,False
10.0,2.0,"3,1,0,2","1,3,0,2",-56.0,4.0,-66.0,2.0,0.7878991907711274,False
10.0,2.0,"3,1,0,2","1,3,2,0",44.0,-15.0,34.0,-17.0,0.7268368466503304,False
10.0,2.0,"3,1,0,2","2,0,1,3",-46.0,-11.0,-56.0,-13.0,0.5259261277651965,False
10.0,2.0,"3,1,0,2","2,0,3,1",13.0,-9.0,3.0,-11.0,0.7262506995862495,False
10.0,2.0,"3,1,0,2","2,1,0,3",51.0,7.0,41.0,5.0,0.787211501032861,False
10.0,2.0,"3,1,0,2","2,1,3,0",-58.0,6.0,-68.0,4.0,0.7897590888979292,False
10.0,2.0,"3,1,0,2","2,3,0,1",1.0,9.0,-9.0,7.0,0.7884823724467973,False
10.0,2.0,"3,1,0,2","2,3,1,0",-16.0,-12.0,-26.0,-14.0,0.7409129441053705,False
10.0,2.0,"3,1,0,2","3,0,1,2",-58.0,6.0,-68.0,4.0,0.5318985404002394,False
10.0,2.0,"3,1,0,2","3,0,2,1",-43.0,-8.0,-53.0,-10.0,0.7035665070586247,False
10.0,2.0,"3,1,0,2","3,1,0,2",-58.0,-6.0,-68.0,-8.0,0.7900030225446508,False
10.0,2.0,"3,1,0,2","3,1,2,0",-56.0,7.0,-66.0,5.0,0.7876511527310774,False
10.0,2.0,"3,1,0,2","3,2,0,1",32.0,-9.0,22.0,-11.0,0.6241767190289987,False
10.0,2.0,"3,1,0,2","3,2,1,0",-26.0,-17.0,-36.0,-19.0,0.76047374699774,False
