case_id,frame,time_s,facet_index,x_m,y_m,z_m,azimuth_deg,elevation_deg,normal_x,normal_y,normal_z,incidence_cos,slant_range_m,vertical_velocity_mps,radial_velocity_mps,doppler_hz,scatter_proxy
ss1_rippled,10,5.0,32,4.0,4.0,-0.01682099589610222,45.0,-10.190112876620947,-6.337446297778849e-05,0.0017539412887676784,0.9999984598356304,0.17573807456987953,5.747514674856876,-0.04789281664176917,-0.008472952966434286,-4.352460250453932,0.0009349137564421487
ss1_rippled,10,5.0,33,-3.0,5.0,-0.02571308907755996,-30.96375653207352,-9.976735463492407,-0.003958709152342436,0.0010256522244647748,0.9999916382947218,0.17037471075286645,5.920480330269245,-0.09797858503187934,-0.016974622245206746,-8.719671746251331,0.0008281259196248426
ss1_rippled,10,5.0,34,3.0,5.0,0.007642972507457101,30.96375653207352,-9.658504362468163,-0.0024509094430209535,-0.0013042330351447186,0.9999961460021193,0.17012043372752259,5.914792681913191,0.03372970321367514,0.005659016269780998,2.906972748281325,0.0008272445389332257
ss1_rippled,10,5.0,35,-4.0,4.0,0.0069553575549409045,-45.0,-9.956660527127363,0.0021924244751674433,0.018155061482660606,0.9998327795273975,0.16175700127103357,5.743355958138833,0.04582856513432003,0.00792390571110077,4.0704208759965494,0.0007932219203228441
ss1_rippled,10,5.0,36,5.0,3.0,0.018700051866972444,59.03624346792648,-9.552881190731549,-0.003169202209587875,0.004972184426839814,0.999982616618599,0.16611213395949764,5.912947622650304,0.06284052437799731,0.01042887697441523,5.357196324331633,0.0007892137641009033
ss1_rippled,10,5.0,37,-5.0,3.0,-0.009432151880034783,-59.03624346792648,-9.821484787278946,-0.014321983758280048,-0.001564530816256355,0.9998962111262111,0.15925342924549057,5.917681409914627,-0.07429092651867165,-0.012672471636486117,-6.509705564437055,0.0007242265218909053
ss1_rippled,10,5.0,38,-1.0,6.0,0.022246330896142967,-9.462322208025617,-9.131708377779038,0.004092542661442872,-0.002796019535435122,0.9999877166092199,0.16208984897647655,6.160844279597242,0.06920206217588155,0.010982678206313112,5.641677762861597,0.0006921993253361344
ss1_rippled,10,5.0,39,-2.0,6.0,0.010906968052155136,-18.43494882292201,-8.888452308509281,-0.00989806410546631,-0.01584030617345148,0.999825541295728,0.16623882446902546,6.40142992040433,0.008998489285986613,0.001390367958642673,0.7142163183804032,0.0006743896982418374
ss1_rippled,10,5.0,40,6.0,2.0,-0.019545735061238606,71.56505117707799,-9.157545176536974,0.01384172611360086,-0.03590150841286792,0.9992594699635711,0.1572761495908163,6.406205858843561,-0.0442127557673653,-0.0070364467785084105,-3.6145432447479893,0.000602731592708367
ss1_rippled,10,5.0,41,-4.0,5.0,-0.024711422441729518,-38.65980825409009,-9.092122582497415,0.00297234905766297,0.0022344354616179287,0.9999930861957232,0.15813182021169295,6.484599717737599,-0.07058361475745797,-0.011153785804442552,-5.729573803635024,0.0005946647477436569
ss1_rippled,10,5.0,42,4.0,5.0,0.006535976615139495,38.65980825409009,-8.819294147799008,0.010708111192109742,-0.014021743137406482,0.9998443514238033,0.1575042190943946,6.479735393190067,0.0430006136278884,0.0065927943088040855,3.386643981403392,0.0005908399339150563
ss1_rippled,10,5.0,43,1.0,6.0,0.0034770904685959814,9.462322208025617,-9.30396601647881,0.003937072577132116,0.012047184188192747,0.999919679180612,0.14929347015644195,6.16385089933403,0.021517981384907087,0.003478857903465351,1.7870500168942343,0.0005866477050783265
ss1_rippled,10,5.0,44,2.0,6.0,-0.005152995475425805,18.43494882292201,-9.030414922076025,0.007644209691619133,0.0006825451244578627,0.9999705496615106,0.15392728306185074,6.403931022763535,-0.00848902649996897,-0.0013324269709938054,-0.6844526873756311,0.0005777472895446844
ss1_rippled,10,5.0,45,0.0,6.0,0.0027217821874328074,0.0,-9.437031706213943,0.009382486671923927,0.019146965059257885,0.9997726554936731,0.14503846074097318,6.082315664590536,0.014228360868388107,0.002332932907745658,1.1984012879764685,0.0005686282769266886
ss1_rippled,10,5.0,46,-3.0,6.0,0.0024467484757161504,-26.56505117707799,-8.458268318841485,-0.0042096462130099,-0.016492444422040183,0.9998551285840099,0.15979641852663645,6.781969661508865,0.00021713926995795604,3.193880179227711e-05,0.016406601783193208,0.0005551654076223616
ss1_rippled,10,5.0,47,5.0,4.0,-0.014293506179209301,51.34019174590991,-9.001206862587205,-0.002000362323801609,0.016236144888822447,0.9998661841215167,0.1479593843768096,6.482961616165664,-0.03943943309735351,-0.006170507130303641,-3.1697198268635587,0.0005208805378249744
ss1_rippled,11,5.5,0,0.0,2.0,0.012262012990923223,0.0,-26.28333793030226,-0.00330736092621529,0.028200944301296528,0.9995968027681057,0.4173465302593676,2.230611201213861,0.03487994322056187,0.0154452039355493,7.9340268329051575,0.03500627151902724
ss1_rippled,11,5.5,1,-1.0,2.0,0.00286957944505575,-26.56505117707799,-24.033539481556502,-0.00766491989804828,0.007776507083592108,0.9999403856933349,0.39776384833167955,2.44831964326476,-0.010275352335148372,-0.004184856509027626,-2.149713527450562,0.02639455737543682
ss1_rippled,11,5.5,2,1.0,2.0,0.009486969410802884,26.56505117707799,-23.89194850628054,0.0011539234662375764,0.01306784369721684,0.9999139462582464,0.39381974374461326,2.445632037688212,0.03545940952874904,0.014361525631805786,7.377353526679084,0.025930610426140498
ss1_rippled,11,5.5,3,-2.0,2.0,-0.0030687407374275057,-45.0,-19.526458529959232,-0.00615365824695251,-0.005548677644607888,0.9999656717440734,0.3338274679021132,3.001024308239533,-0.02600026831290466,-0.008690384920860455,-4.464152589897742,0.012373857497561843
ss1_rippled,11,5.5,4,2.0,2.0,0.00995396744249249,45.0,-19.291788383034223,0.01255781403084004,0.025919912666673556,0.9995851436641697,0.30456197002690055,2.996696705805054,0.05806850383685409,0.01918462142960949,9.854923368885622,0.010329178084584858
ss1_rippled,11,5.5,5,0.0,3.0,-0.01595030643947296,0.0,-18.708675706586458,-0.0006626953779244358,0.0013953822511597323,0.9999988068708929,0.3194343777969348,3.1673577355825246,-0.059723610370904796,-0.019156731043149175,-9.840596392338105,0.010171126887758978
ss1_rippled,11,5.5,6,-1.0,3.0,-0.004907391257252731,-18.43494882292201,-17.629196014126574,0.009214661155131417,-0.005975299199779434,0.9999396910910524,0.31101682981013695,3.31810772353814,-0.007605732393703803,-0.002303438385721782,-1.1832502851060864,0.008785911366298395
ss1_rippled,11,5.5,7,1.0,3.0,-0.0035819989200396836,18.43494882292201,-17.60738184654639,1.3198015494799494e-05,-0.004408696465167762,0.9999902815634212,0.3064722928892192,3.317706561550666,-0.00933777607855962,-0.002824609051021247,-1.4509697700843165,0.008533093251041577
ss1_rippled,11,5.5,8,-2.0,3.0,0.002480127390145569,-33.690067525979785,-15.464756527868534,0.0023215457975514038,-0.0077140290025332165,0.9999675515643786,0.2740641457089536,3.7409953082370446,0.005080738211764552,0.0013547563993475762,0.6959230625459122,0.005366981753400055
ss1_rippled,11,5.5,9,-3.0,2.0,-0.009438159552063442,-56.309932474020215,-15.64053418902794,-0.001298992330857384,-0.00917361678683172,0.9999570777658272,0.27344895591705004,3.744190886955399,-0.044566361801099116,-0.01201514228111756,-6.172042898064181,0.0053337981348471316
ss1_rippled,11,5.5,10,2.0,3.0,-0.015976702726993204,33.690067525979785,-15.73684044732279,0.004459727564323081,0.0013533768733151434,0.9999891395415706,0.267751486082079,3.7459589774160653,-0.04421853150661802,-0.011992923069999118,-6.160629140242962,0.005109021682456147
ss1_rippled,11,5.5,11,3.0,2.0,-0.01563908235264566,56.309932474020215,-15.731869861957156,0.007164699732724466,-0.0031374354605923725,0.9999694113204016,0.2670646539853918,3.745867422320513,-0.044755617609504666,-0.012134854033591009,-6.233537473357703,0.0050830925981067785
ss1_rippled,11,5.5,12,0.0,4.0,0.009471245158857427,0.0,-13.908487237895283,-0.0017417384807713676,0.0062100647456001645,0.9999792005051504,0.23433884155064466,4.120818755316368,0.035369517893512115,0.008501835824056366,4.367297048228879,0.003233862351389519
ss1_rippled,11,5.5,13,3.0,3.0,-0.012501550919109539,45.0,-13.422514874387355,-0.0015409072337543319,-0.0162876564480116,0.9998661599695874,0.24436142100259722,4.361783968815237,-0.0380132259995581,-0.008824015713562623,-4.53279721896354,0.00313860729618217
ss1_rippled,11,5.5,14,1.0,4.0,0.018304448033245185,14.036243467926479,-13.392546889496892,0.0011120296380366281,0.00043319297678672913,0.999999287866711,0.2309499938162285,4.23836361780715,0.06465592645879407,0.014975693719673635,7.69284473737408,0.0029692002192802285
ss1_rippled,11,5.5,15,-1.0,4.0,0.01482089861563428,-14.036243467926479,-13.438349463063517,0.0014442120784422397,0.010039374904955285,0.999948561278524,0.22325472378279382,4.23917183678658,0.06615299828173188,0.015373887615388776,7.897392444642058,0.0027735708931914465
ss1_rippled,11,5.5,16,-3.0,3.0,-0.0002641489962023407,-45.0,-13.266055475308038,-0.010464894662803731,-0.007078902456044498,0.9999201843745902,0.22712446033751532,4.358959551058842,-0.010819182608930764,-0.002482711839463581,-1.27534103368735,0.002714951894238812
ss1_rippled,11,5.5,17,4.0,2.0,-0.00437587035377349,63.43494882292201,-12.657764320038991,-0.014946207667536354,0.008517344813386639,0.9998520219080866,0.22842149980849674,4.583532577494012,-0.0306221177404795,-0.006710133644230657,-3.446919872852576,0.0024835523149147705
ss1_rippled,11,5.5,18,2.0,4.0,0.0072471842989563955,26.56505117707799,-12.515924631490632,0.0006818999218552147,-0.009131602011133961,0.9999580735496898,0.22437761864688077,4.580999689268965,0.028392152882814894,0.006152890554490949,3.1606703908195253,0.002399045828678631
ss1_rippled,11,5.5,19,-4.0,2.0,-0.005666836915234821,-63.43494882292201,-12.67350868559956,0.0007245338314872234,0.01278344768024609,0.9999180258981901,0.21443175647770824,4.583815636221759,-0.02196921710243445,-0.004819939287767739,-2.475948378648778,0.002188385974168623
ss1_rippled,11,5.5,20,-2.0,4.0,0.012359817900230613,-26.56505117707799,-12.453484090796604,-0.005049868669336359,0.007134072241011941,0.9999618011902667,0.2072026856665682,4.579894445213564,0.03592036156940098,0.007746115738228209,3.979092174784278,0.002046820806168278
ss1_rippled,11,5.5,21,0.0,5.0,-0.028370694268465967,0.0,-11.622188851698823,-0.010268820085050534,-0.0025227813096776086,0.9999440918914038,0.2039170591137844,5.104659272158153,-0.10853215009170668,-0.021864590091058247,-11.231593004327582,0.0015957821409233125
ss1_rippled,11,5.5,22,4.0,3.0,-0.012894475734130077,53.13010235415598,-11.451938494633687,0.0014469813383045126,-0.008859437385433298,0.999959707495367,0.20261316941637275,5.10156399734167,-0.04587668065905802,-0.00910862559575699,-4.67899810123501,0.0015773521500191125
ss1_rippled,11,5.5,23,-4.0,3.0,-0.01845133259303119,-53.13010235415598,-11.51309196262714,-0.00517351124981926,-0.0026977861941337284,0.9999829782206288,0.19711901258052267,5.102670194796105,-0.06011221185608759,-0.011997906964942169,-6.163189310790114,0.0014923202485887977
ss1_rippled,11,5.5,24,3.0,4.0,0.01694059100785095,36.86989764584402,-11.123152904757555,-0.0030482458480430535,-0.002148015803381938,0.9999930470885077,0.19639786657548966,5.095724266638452,0.06272169261646061,0.012100173959216268,6.215722710807172,0.0014854624968163757
ss1_rippled,11,5.5,25,-3.0,4.0,0.0047207754642790214,-36.86989764584402,-11.257907559523046,-0.006315363160182764,-0.0013997661569155702,0.9999790782025697,0.19260355555095465,5.098095794979968,0.0004454107741733177,8.695562181385347e-05,0.04466812090160532,0.0014272912940806565
ss1_rippled,11,5.5,26,1.0,5.0,-0.00444838549059586,11.309932474020213,-11.14392890000966,-0.0153269118696866,0.00591485907209476,0.9998650410003823,0.19050672912298616,5.197010348182372,-0.03878538329969049,-0.007496216675734225,-3.8507218485899024,0.0013437345315834648
ss1_rippled,11,5.5,27,-1.0,5.0,-0.0249871739455123,-11.309932474020213,-11.365923899713048,0.00829018215414907,0.01202004748327076,0.9998933899863279,0.18709176866236787,5.201019006574847,-0.053458336112195776,-0.010535264106168642,-5.411846192441476,0.0012939946461323565
ss1_rippled,11,5.5,28,2.0,5.0,0.0022872670386955675,21.80140948635181,-10.496208769105365,0.0018785484309413985,-0.0004950687087635285,0.9999981129796026,0.18193608699385383,5.476808440826931,0.0013062564025407733,0.00023796133449034403,0.12223805013638128,0.0011035260698350128
ss1_rippled,11,5.5,29,5.0,2.0,0.014257757059677524,68.19859051364818,-10.373025778406221,-0.013316650659688668,0.029637730172506004,0.999471996488861,0.18129584478644242,5.474640423764561,0.03721344303089113,0.006700506327606091,3.441974429027624,0.0010966410563724982
ss1_rippled,11,5.5,30,-5.0,2.0,-0.007988973093330685,-68.19859051364818,-10.601878806248543,-0.004983934140460311,0.002622332943996248,0.9999841417594654,0.17847490728384885,5.478689785877436,-0.027486478103997278,-0.0050570607062694435,-2.597754973427298,0.001061208962000594
ss1_rippled,11,5.5,31,-2.0,5.0,-0.011788562138834774,-21.80140948635181,-10.640931352821852,0.013758664170439739,0.013960348712855924,0.9998078854580317,0.1769010320990005,5.479390120668081,0.010010751589075734,0.0018485203157983996,0.949564010155831,0.0010423085223434548
ss1_rippled,11,5.5,32,-4.0,4.0,-0.00027117268316124505,-45.0,-10.027651198637109,-0.007106982740083204,-0.015847771942518418,0.9998491580837533,0.18018341928966844,5.744609857849439,-0.014453060476204298,-0.002516616464674184,-1.292757456759717,0.0009838039682742192
ss1_rippled,11,5.5,33,0.0,6.0,0.014517089881847377,0.0,-9.327388221303517,-0.007844968138070856,-0.023873666580068856,0.9996842023954046,0.18558236846276788,6.0803927970267635,0.023590615388829138,0.0038234615889008792,1.9640690383569803,0.0009315585459565228
ss1_rippled,11,5.5,34,4.0,4.0,0.013343718383704404,45.0,-9.893877977196283,0.00459979881800306,-0.006696720314768397,0.9999669973493424,0.1732788657939686,5.74225483743563,0.06032942855961325,0.010366034134640791,5.324914667248507,0.0009105971120450701
ss1_rippled,11,5.5,35,-5.0,3.0,-0.010611347623573006,-59.03624346792648,-9.83273420557533,0.006121648769397682,0.0007531663275787782,0.9999809788975125,0.17555955862587735,5.917882670005002,-0.0023583914870764465,-0.00040274830237150937,-0.2068872545326422,0.0008800680603540858
ss1_rippled,11,5.5,36,-1.0,6.0,-0.009221759539021818,-9.462322208025617,-9.420415726142878,-0.015036747158243118,-0.020687635547138594,0.9996729054897746,0.18131622141129694,6.1659166844782325,-0.06293618087032957,-0.010301236044352258,-5.291628620057706,0.0008647250009965546
ss1_rippled,11,5.5,37,5.0,3.0,-0.015395630205421616,59.03624346792648,-9.878367956411266,-0.001541514109585998,0.0032585124834421317,0.9999935028942164,0.1712066496384233,5.918701570939378,-0.06819136414478812,-0.011698716743945414,-6.00949867313738,0.0008367358400456031
ss1_rippled,11,5.5,38,-3.0,5.0,0.0025354418901022105,-30.96375653207352,-9.707271919017545,0.012517512152118965,0.006742932202567457,0.9998989172685574,0.16924620491611103,5.915651743019139,0.05649706193532434,0.009526222868735817,4.893513104273343,0.0008185263791079166
ss1_rippled,11,5.5,39,3.0,5.0,-0.008205489442210449,30.96375653207352,-9.809781729548122,0.0008938978463669924,0.008441564524361973,0.9999639698184236,0.16278566255383287,5.9174722905089645,-0.0316969238993351,-0.00540044990578114,-2.7741501271866404,0.0007567629074316082
ss1_rippled,11,5.5,40,1.0,6.0,0.006473133146634407,9.462322208025617,-9.276480662360001,0.003139826630761881,-0.005112831710382798,0.9999820000583162,0.165663688150188,6.163367231891952,0.005992085356076851,0.0009659164488748951,0.49618037131118836,0.0007224679095003293
ss1_rippled,11,5.5,41,-5.0,4.0,-0.00949533440114106,-51.34019174590991,-8.959318472702149,0.00031294907437571634,-0.018080506469775822,0.9998364853058092,0.16710606346052487,6.482212649256246,-0.036757973575629474,-0.005724434669833911,-2.9405774415926844,0.0006645656186086279
ss1_rippled,11,5.5,42,-2.0,6.0,-0.015566244528173649,-18.43494882292201,-9.12240360279627,0.00022764884110918133,-0.006486424019952061,0.9999789370178945,0.16468762051845964,6.405573728950832,-0.05294642516065757,-0.00839434599254985,-4.312080735709092,0.000661006668340994
ss1_rippled,11,5.5,43,-6.0,2.0,-0.015634863271515056,-71.56505117707799,-9.12300961110978,-0.0013765901727525525,-0.009426633309879938,0.9999546207623311,0.16020122484553617,6.405584608409489,-0.0496419749481735,-0.007870963154998436,-4.04322488282797,0.0006254809981479792
ss1_rippled,11,5.5,44,5.0,4.0,0.007740689750717556,51.34019174590991,-8.808767355875323,0.005634712664955975,-0.016921457171574922,0.999840944500861,0.15921068968111832,6.47955079760753,0.044068391859853714,0.006748503634974068,3.4666301037700107,0.0006037465324399113
ss1_rippled,11,5.5,45,-4.0,5.0,0.013248993029868254,-38.65980825409009,-8.760628136237207,0.011509233595117678,0.003553564103451186,0.9999274522305184,0.15665905764216478,6.47870955899063,0.07592083094319554,0.01156325278993969,5.93991236981256,0.0005847012169052469
ss1_rippled,11,5.5,46,2.0,6.0,0.008237323584896481,18.43494882292201,-8.912058398393217,0.0032081226000990576,-0.0006348531792722966,0.9999946524411137,0.15451023305397849,6.401842953894609,0.026780638120644573,0.004148811136092743,2.131197426448541,0.0005825114454509914
ss1_rippled,11,5.5,47,-6.0,3.0,-0.006207802168788817,-63.43494882292201,-8.530575259508073,0.0117298427085045,-0.007994040051865749,0.9998992479813569,0.16223313560083635,6.783248052455796,0.021668730492953293,0.0032142781034240286,1.651138361617157,0.0005720101389537447
ss1_rippled,12,6.0,0,0.0,2.0,-0.010147482177204787,0.0,-26.797142038066877,-0.00241132677930361,-0.026875516527769462,0.9996358797654918,0.47465816909006764,2.240624452189377,-0.04481899033625602,-0.020205880640843315,-10.379532692212926,0.0448769958810695
ss1_rippled,12,6.0,1,-1.0,2.0,-0.008428818292016487,-26.56505117707799,-24.27456899590943,0.0028846887546475825,-0.020734090408461713,0.9997808640225732,0.429101191621149,2.452942861454753,-0.022596795474144473,-0.009289763783435047,-4.7720467425801525,0.030601631230053977
ss1_rippled,12,6.0,2,1.0,2.0,-0.003604408068027144,26.56505117707799,-24.171760778049155,-0.004519463923673888,-0.010831795699494436,0.999931120951722,0.42012798609714963,2.4509634448301294,-0.026182754957660058,-0.010721142474115451,-5.507329810857949,0.029382554922495682
ss1_rippled,12,6.0,3,2.0,2.0,-0.0011079316942228825,45.0,-19.491167957728873,-0.009586174803617923,-0.020282842550909667,0.9997483241049665,0.35348780020475423,3.0003694923960755,-0.022123798273430743,-0.007381860796433767,-3.791978524859355,0.013880316774396842
ss1_rippled,12,6.0,4,-2.0,2.0,-0.004376840112620418,-45.0,-19.54999308789675,0.0058502444331796286,-0.0033386042787149016,0.9999773139234421,0.3407445524835326,3.001461783357338,-0.002616198750385825,-0.0008754565687256219,-0.44971215247765095,0.012888198220619408
ss1_rippled,12,6.0,5,0.0,3.0,0.01673782383449448,0.0,-18.146766896015006,0.0025408324401676786,0.0008051758389919834,0.9999964479248811,0.3106859373438037,3.1570246288361017,0.06537626054793488,0.02036157831293966,10.45951282801353,0.009684724085302574
ss1_rippled,12,6.0,6,1.0,3.0,0.007228133766639296,18.43494882292201,-17.429265173942056,-0.0012210785547457194,0.005282878832941414,0.9999852999711545,0.2951104858619773,3.3144525910600184,0.02162026537335796,0.006475878177006761,3.3265854848791467,0.00792767174735473
ss1_rippled,12,6.0,7,-1.0,3.0,0.012309816697494154,-18.43494882292201,-17.345414655554926,-0.008887635343277512,0.0011206955536903402,0.9999598761847802,0.2944220506884919,3.3129340316692297,0.03443441590949377,0.010265986052377364,5.273521097272281,0.007897962917486973
ss1_rippled,12,6.0,8,2.0,3.0,0.01918001684429361,33.690067525979785,-15.21795482856357,0.0008417397276803125,-0.0009317194746626216,0.999999211686215,0.2627888795597466,3.736577021734941,0.07031343914257362,0.018456685301623352,9.48099080080926,0.004946136402072426
ss1_rippled,12,6.0,9,-3.0,2.0,0.0032719360185508445,-56.309932474020215,-15.453067868121932,0.002308696002795118,0.013691825678326953,0.9999035972694373,0.26095448095751766,3.7407842538067078,0.025420191141228572,0.006773183424425402,3.479307832892554,0.004866359562067002
ss1_rippled,12,6.0,10,-2.0,3.0,-0.0010381600923549746,-33.690067525979785,-15.516677437281523,-0.01136469264094427,0.003903116412223753,0.9999278021154575,0.25829608418756594,3.741934980456113,-0.007036574965001087,-0.0018824164751943446,-0.9669760844348162,0.0047647834825098965
ss1_rippled,12,6.0,11,3.0,2.0,0.01557276797215283,56.309932474020215,-15.271314404902327,0.003309732906492649,0.010027555873857221,0.9999442453413512,0.25535291500488916,3.7375255149842133,0.062423700649596986,0.016441784971647812,8.445959256365827,0.004667811478254599
ss1_rippled,12,6.0,12,0.0,4.0,-0.0117578395752992,0.0,-14.19464517429179,0.0017500065520817325,0.0013634671343573182,0.9999975392141928,0.24389433953298578,4.125973088368619,-0.04245816946831325,-0.010411455647803946,-5.348247185597336,0.0034942233385973575
ss1_rippled,12,6.0,13,-1.0,4.0,-0.010670299336168402,-14.036243467926479,-13.772978687626203,-0.00021289500592045683,-0.005723575971323577,0.9999835975423881,0.24341440472995032,4.24516836579661,-0.050982395903605364,-0.012137656010046825,-6.23497681701923,0.0032877797173033164
ss1_rippled,12,6.0,14,1.0,4.0,-0.014170321053135633,14.036243467926479,-13.818850158180535,-0.006256437458616311,0.006042839349090502,0.9999621698259026,0.23462466603710994,4.2460029957720264,-0.06494953817276164,-0.01551338848477327,-7.969052465806473,0.003053421381641436
ss1_rippled,12,6.0,15,-3.0,3.0,-0.010421209716414952,-45.0,-13.395931310374387,0.003597906063156631,0.006319933471024218,0.9999735564068094,0.2298003020002921,4.361301528333576,-0.020314121440425225,-0.004706351768345491,-2.417599752710275,0.0027763164281848197
ss1_rippled,12,6.0,16,-2.0,4.0,-0.012183636571257291,-26.56505117707799,-12.75295650781736,0.0006509642476197746,-0.01272310386748771,0.9999188461437885,0.23211294579676178,4.585249798445295,-0.04908690894297581,-0.010835825349971104,-5.566241109025999,0.0025625522289775874
ss1_rippled,12,6.0,17,3.0,3.0,0.005544652984167563,45.0,-13.191717220356923,0.007279157018004823,0.013334746372233369,0.9998845925467076,0.21399219639327816,4.357630254760996,0.036092407806554205,0.008236652912598341,4.231075581428218,0.002411543595973691
ss1_rippled,12,6.0,18,-4.0,2.0,0.0002409970650830427,-63.43494882292201,-12.601442054338222,-0.0012567522701288285,-0.005916737015635816,0.9999817062310785,0.21964912213600982,4.582523111120054,0.011815667960635727,0.0025777983291933567,1.324185889612263,0.0022974687661020585
ss1_rippled,12,6.0,19,2.0,4.0,0.0007555087240781298,26.56505117707799,-12.595163868609346,-0.001535193933667944,0.009080083504360317,0.9999575967325512,0.21079562643882735,4.582410888751169,-0.01298335114975653,-0.002831160808067729,-1.4543353336875149,0.002116094874960124
ss1_rippled,12,6.0,20,4.0,2.0,-0.00772776659384332,63.43494882292201,-12.69863933171956,0.017581480623799137,-0.012344939452124656,0.9997692203748815,0.20981738210629472,4.584268235123706,-0.006703792480139659,-0.0014736480234641945,-0.756996347164564,0.0020948015457609185
ss1_rippled,12,6.0,21,-3.0,4.0,-0.009368265175835822,-36.86989764584402,-11.413118654890585,0.0022087332087497307,-0.01494785540753146,0.9998858350413452,0.2108800449823411,5.100865053571215,-0.028178081280229687,-0.005575928929524668,-2.864291719929789,0.0017091622921923282
ss1_rippled,12,6.0,22,-4.0,3.0,0.006157842322118735,-53.13010235415598,-11.242066744740264,0.009944835191442172,0.004003101373517931,0.9999425360651522,0.20039075497633835,5.097815437457287,0.04921834983029985,0.009595339727930242,4.929017654277538,0.0015452087073204882
ss1_rippled,12,6.0,23,3.0,4.0,-0.01109980298580093,36.86989764584402,-11.432182379683256,0.0001985747320255574,-0.0023256747585361547,0.9999972758987863,0.19991422195264996,5.101207975724762,-0.05608078798730376,-0.011115656125977709,-5.709987018421148,0.0015358235476627409
ss1_rippled,12,6.0,24,4.0,3.0,0.004620022476414013,53.13010235415598,-11.259018096213982,0.0001024938855617077,-0.004043029320501729,0.999991821671016,0.19754180857838116,5.098115465508295,0.03502899642108818,0.006839225573879814,3.513232939227215,0.001501407967945003
ss1_rippled,12,6.0,25,1.0,5.0,-0.004858002152167681,11.309932474020213,-11.148359608121295,0.0064957118623102566,-0.004025864212074861,0.9999707986460143,0.1959678127245494,5.197089532083245,-0.0008192333231436429,-0.00015839887985547526,-0.0813677157206643,0.0014218346487746632
ss1_rippled,12,6.0,26,0.0,5.0,0.014010882855362184,0.0,-11.155471832456069,0.014305695165494358,0.007661752234495605,0.9998683136486171,0.18592946320592854,5.0962902722595835,0.0847631542476563,0.016399291083940913,8.424130626151044,0.001331030839792202
ss1_rippled,12,6.0,27,-1.0,5.0,0.023757156404645624,-11.309932474020213,-10.83851537169572,0.005199528752394668,0.002478243000767216,0.9999834114686014,0.18665322046867605,5.191632699803709,0.09748866070031584,0.018331922314915962,9.416901463535345,0.0012925967412007013
ss1_rippled,12,6.0,28,5.0,2.0,-0.019598310043644946,68.19859051364818,-10.721169267454599,0.0030343382281538935,-0.02493010793172108,0.9996845915137582,0.19230003207459406,5.480837592361578,-0.06771213420664494,-0.012596464763480822,-6.4706616921498625,0.0012310192571645265
ss1_rippled,12,6.0,29,-5.0,2.0,0.0007583854959807555,-68.19859051364818,-10.511934769089894,0.005310473552135525,-0.008710764837604199,0.9999479593691842,0.19045954163299195,5.4770871641919845,0.01749471717862288,0.0031917420546359525,1.6395618478632197,0.0012092223472315337
ss1_rippled,12,6.0,30,2.0,5.0,0.001019079752500353,21.80140948635181,-10.50925339406163,-0.007526786124542651,0.0015738570199695173,0.9999704347953076,0.18370063832663633,5.477039609042328,-0.002536374572390429,-0.00046262031777819976,-0.23764283268874883,0.001124940538719599
ss1_rippled,12,6.0,31,-2.0,5.0,0.02441011286810511,-21.80140948635181,-10.268476313190243,-0.0021395723730606047,-0.0063887777734823546,0.9999773026167252,0.18331174884139936,5.4728215417528485,0.07239735001387977,0.012905614040188064,6.629468184249525,0.0011219100223233555
ss1_rippled,12,6.0,32,-4.0,4.0,-0.007765665776304685,-45.0,-10.10124138850256,0.008726137062558714,-0.0025664965488704293,0.9999586329580991,0.1832421251623021,5.745919564100907,-0.014988986186286881,-0.0026288891577442137,-1.3504306712499383,0.0010170248288462384
ss1_rippled,12,6.0,33,4.0,4.0,0.0003583581781487308,45.0,-10.021468161515102,-0.009409125995471375,0.005329728900348584,0.9999415294595229,0.17684754668680147,5.744500275225365,-0.025970720411111346,-0.004519351091865185,-2.3215396170748184,0.0009477495125759764
ss1_rippled,12,6.0,34,-5.0,3.0,0.009469603670873948,-59.03624346792648,-9.641059948300509,0.006122200053387545,-0.003663079488072617,0.9999745499337322,0.17450465519915648,5.914486492169201,0.040161902588893905,0.006726126662285861,3.4551353056120666,0.0008705223893573495
ss1_rippled,12,6.0,35,3.0,5.0,0.010196015172021254,30.96375653207352,-9.634122182341425,0.0035293677427838946,-0.010084043087418624,0.9999429261904639,0.17408117796614958,5.914364879543817,0.036803009228463406,0.006159201525422908,3.1639122653149863,0.0008663380814607108
ss1_rippled,12,6.0,36,5.0,3.0,0.005339663536573007,59.03624346792648,-9.680498495195323,0.001999835884835736,-0.01365762843224141,0.9999047303828702,0.17337415908362397,5.915179556440661,0.04147058748398925,0.006973439792752727,3.5821772677280626,0.0008590785407033817
ss1_rippled,12,6.0,37,-3.0,5.0,0.019477914530931482,-30.96375653207352,-9.545448151366797,-0.006559274648776968,-0.0059673117855463765,0.9999606827801459,0.16754146193449676,5.912818580008405,0.03388494528165854,0.0056191369249705405,2.88648717922538,0.0008028889732965458
ss1_rippled,12,6.0,38,6.0,2.0,-0.013798357766123348,71.56505117707799,-9.106789753032656,-0.01328080011453457,-0.014415557449483588,0.9998078875722767,0.17518627035362352,6.405293678685568,-0.07213971727459317,-0.011417919391590346,-5.865256244387953,0.0007480352093563429
