case_id,frame,time_s,facet_index,x_m,y_m,z_m,azimuth_deg,elevation_deg,normal_x,normal_y,normal_z,incidence_cos,slant_range_m,vertical_velocity_mps,radial_velocity_mps,doppler_hz,scatter_proxy
ss0_flat,0,0.0,32,4.0,4.0,0.0,45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,0,0.0,33,-4.0,4.0,0.0,-45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,0,0.0,34,3.0,5.0,0.0,30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,0,0.0,35,-5.0,3.0,0.0,-59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,0,0.0,36,5.0,3.0,0.0,59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,0,0.0,37,-3.0,5.0,0.0,-30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,0,0.0,38,0.0,6.0,0.0,0.0,-9.462322208025617,-0.0,-0.0,1.0,0.1643989873053573,6.082762530298219,0.0,0.0,0.0,0.0007304601899196496
ss0_flat,0,0.0,39,1.0,6.0,0.0,9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,0,0.0,40,-1.0,6.0,0.0,-9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,0,0.0,41,6.0,2.0,0.0,71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,0,0.0,42,-6.0,2.0,0.0,-71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,0,0.0,43,-2.0,6.0,0.0,-18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,0,0.0,44,2.0,6.0,0.0,18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,0,0.0,45,-5.0,4.0,0.0,-51.34019174590991,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,0,0.0,46,-4.0,5.0,0.0,-38.65980825409009,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,0,0.0,47,4.0,5.0,0.0,38.65980825409009,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,1,0.5,0,0.0,2.0,0.0,0.0,-26.56505117707799,-0.0,-0.0,1.0,0.4472135954999579,2.23606797749979,0.0,0.0,0.0,0.03999999999999999
ss0_flat,1,0.5,1,1.0,2.0,0.0,26.56505117707799,-24.094842552110702,-0.0,-0.0,1.0,0.4082482904638631,2.449489742783178,0.0,0.0,0.0,0.02777777777777779
ss0_flat,1,0.5,2,-1.0,2.0,0.0,-26.56505117707799,-24.094842552110702,-0.0,-0.0,1.0,0.4082482904638631,2.449489742783178,0.0,0.0,0.0,0.02777777777777779
ss0_flat,1,0.5,3,2.0,2.0,0.0,45.0,-19.47122063449069,-0.0,-0.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.012345679012345678
ss0_flat,1,0.5,4,-2.0,2.0,0.0,-45.0,-19.47122063449069,-0.0,-0.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.012345679012345678
ss0_flat,1,0.5,5,0.0,3.0,0.0,0.0,-18.43494882292201,-0.0,-0.0,1.0,0.31622776601683794,3.1622776601683795,0.0,0.0,0.0,0.009999999999999998
ss0_flat,1,0.5,6,-1.0,3.0,0.0,-18.43494882292201,-17.548400613792296,-0.0,-0.0,1.0,0.30151134457776363,3.3166247903554,0.0,0.0,0.0,0.008264462809917356
ss0_flat,1,0.5,7,1.0,3.0,0.0,18.43494882292201,-17.548400613792296,-0.0,-0.0,1.0,0.30151134457776363,3.3166247903554,0.0,0.0,0.0,0.008264462809917356
ss0_flat,1,0.5,8,3.0,2.0,0.0,56.309932474020215,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,1,0.5,9,-3.0,2.0,0.0,-56.309932474020215,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,1,0.5,10,2.0,3.0,0.0,33.690067525979785,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,1,0.5,11,-2.0,3.0,0.0,-33.690067525979785,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,1,0.5,12,0.0,4.0,0.0,0.0,-14.036243467926479,-0.0,-0.0,1.0,0.24253562503633297,4.123105625617661,0.0,0.0,0.0,0.0034602076124567475
ss0_flat,1,0.5,13,1.0,4.0,0.0,14.036243467926479,-13.63302222536641,-0.0,-0.0,1.0,0.23570226039551587,4.242640687119285,0.0,0.0,0.0,0.003086419753086421
ss0_flat,1,0.5,14,-1.0,4.0,0.0,-14.036243467926479,-13.63302222536641,-0.0,-0.0,1.0,0.23570226039551587,4.242640687119285,0.0,0.0,0.0,0.003086419753086421
ss0_flat,1,0.5,15,3.0,3.0,0.0,45.0,-13.262676008304846,-0.0,-0.0,1.0,0.22941573387056174,4.358898943540674,0.0,0.0,0.0,0.002770083102493074
ss0_flat,1,0.5,16,-3.0,3.0,0.0,-45.0,-13.262676008304846,-0.0,-0.0,1.0,0.22941573387056174,4.358898943540674,0.0,0.0,0.0,0.002770083102493074
ss0_flat,1,0.5,17,-2.0,4.0,0.0,-26.56505117707799,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,1,0.5,18,2.0,4.0,0.0,26.56505117707799,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,1,0.5,19,4.0,2.0,0.0,63.43494882292201,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,1,0.5,20,-4.0,2.0,0.0,-63.43494882292201,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,1,0.5,21,-4.0,3.0,0.0,-53.13010235415598,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,1,0.5,22,4.0,3.0,0.0,53.13010235415598,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,1,0.5,23,3.0,4.0,0.0,36.86989764584402,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,1,0.5,24,0.0,5.0,0.0,0.0,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,1,0.5,25,-3.0,4.0,0.0,-36.86989764584402,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,1,0.5,26,1.0,5.0,0.0,11.309932474020213,-11.095803283136393,-0.0,-0.0,1.0,0.19245008972987526,5.196152422706632,0.0,0.0,0.0,0.0013717421124828533
ss0_flat,1,0.5,27,-1.0,5.0,0.0,-11.309932474020213,-11.095803283136393,-0.0,-0.0,1.0,0.19245008972987526,5.196152422706632,0.0,0.0,0.0,0.0013717421124828533
ss0_flat,1,0.5,28,-5.0,2.0,0.0,-68.19859051364818,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,1,0.5,29,-2.0,5.0,0.0,-21.80140948635181,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,1,0.5,30,2.0,5.0,0.0,21.80140948635181,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,1,0.5,31,5.0,2.0,0.0,68.19859051364818,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,1,0.5,32,4.0,4.0,0.0,45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,1,0.5,33,-4.0,4.0,0.0,-45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,1,0.5,34,3.0,5.0,0.0,30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,1,0.5,35,-5.0,3.0,0.0,-59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,1,0.5,36,5.0,3.0,0.0,59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,1,0.5,37,-3.0,5.0,0.0,-30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,1,0.5,38,0.0,6.0,0.0,0.0,-9.462322208025617,-0.0,-0.0,1.0,0.1643989873053573,6.082762530298219,0.0,0.0,0.0,0.0007304601899196496
ss0_flat,1,0.5,39,1.0,6.0,0.0,9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,1,0.5,40,-1.0,6.0,0.0,-9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,1,0.5,41,6.0,2.0,0.0,71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,1,0.5,42,-6.0,2.0,0.0,-71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,1,0.5,43,-2.0,6.0,0.0,-18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,1,0.5,44,2.0,6.0,0.0,18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,1,0.5,45,-5.0,4.0,0.0,-51.34019174590991,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,1,0.5,46,-4.0,5.0,0.0,-38.65980825409009,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,1,0.5,47,4.0,5.0,0.0,38.65980825409009,-8.876395080973342,-0.0,-0.0,1.0,0.1543033499620919,6.48074069840786,0.0,0.0,0.0,0.0005668934240362812
ss0_flat,2,1.0,0,0.0,2.0,0.0,0.0,-26.56505117707799,-0.0,-0.0,1.0,0.4472135954999579,2.23606797749979,0.0,0.0,0.0,0.03999999999999999
ss0_flat,2,1.0,1,1.0,2.0,0.0,26.56505117707799,-24.094842552110702,-0.0,-0.0,1.0,0.4082482904638631,2.449489742783178,0.0,0.0,0.0,0.02777777777777779
ss0_flat,2,1.0,2,-1.0,2.0,0.0,-26.56505117707799,-24.094842552110702,-0.0,-0.0,1.0,0.4082482904638631,2.449489742783178,0.0,0.0,0.0,0.02777777777777779
ss0_flat,2,1.0,3,2.0,2.0,0.0,45.0,-19.47122063449069,-0.0,-0.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.012345679012345678
ss0_flat,2,1.0,4,-2.0,2.0,0.0,-45.0,-19.47122063449069,-0.0,-0.0,1.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.012345679012345678
ss0_flat,2,1.0,5,0.0,3.0,0.0,0.0,-18.43494882292201,-0.0,-0.0,1.0,0.31622776601683794,3.1622776601683795,0.0,0.0,0.0,0.009999999999999998
ss0_flat,2,1.0,6,-1.0,3.0,0.0,-18.43494882292201,-17.548400613792296,-0.0,-0.0,1.0,0.30151134457776363,3.3166247903554,0.0,0.0,0.0,0.008264462809917356
ss0_flat,2,1.0,7,1.0,3.0,0.0,18.43494882292201,-17.548400613792296,-0.0,-0.0,1.0,0.30151134457776363,3.3166247903554,0.0,0.0,0.0,0.008264462809917356
ss0_flat,2,1.0,8,3.0,2.0,0.0,56.309932474020215,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,2,1.0,9,-3.0,2.0,0.0,-56.309932474020215,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,2,1.0,10,2.0,3.0,0.0,33.690067525979785,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,2,1.0,11,-2.0,3.0,0.0,-33.690067525979785,-15.501359566936996,-0.0,-0.0,1.0,0.2672612419124244,3.7416573867739413,0.0,0.0,0.0,0.005102040816326531
ss0_flat,2,1.0,12,0.0,4.0,0.0,0.0,-14.036243467926479,-0.0,-0.0,1.0,0.24253562503633297,4.123105625617661,0.0,0.0,0.0,0.0034602076124567475
ss0_flat,2,1.0,13,1.0,4.0,0.0,14.036243467926479,-13.63302222536641,-0.0,-0.0,1.0,0.23570226039551587,4.242640687119285,0.0,0.0,0.0,0.003086419753086421
ss0_flat,2,1.0,14,-1.0,4.0,0.0,-14.036243467926479,-13.63302222536641,-0.0,-0.0,1.0,0.23570226039551587,4.242640687119285,0.0,0.0,0.0,0.003086419753086421
ss0_flat,2,1.0,15,3.0,3.0,0.0,45.0,-13.262676008304846,-0.0,-0.0,1.0,0.22941573387056174,4.358898943540674,0.0,0.0,0.0,0.002770083102493074
ss0_flat,2,1.0,16,-3.0,3.0,0.0,-45.0,-13.262676008304846,-0.0,-0.0,1.0,0.22941573387056174,4.358898943540674,0.0,0.0,0.0,0.002770083102493074
ss0_flat,2,1.0,17,-2.0,4.0,0.0,-26.56505117707799,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,2,1.0,18,2.0,4.0,0.0,26.56505117707799,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,2,1.0,19,4.0,2.0,0.0,63.43494882292201,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,2,1.0,20,-4.0,2.0,0.0,-63.43494882292201,-12.604382648379183,-0.0,-0.0,1.0,0.2182178902359924,4.58257569495584,0.0,0.0,0.0,0.0022675736961451248
ss0_flat,2,1.0,21,-4.0,3.0,0.0,-53.13010235415598,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,2,1.0,22,4.0,3.0,0.0,53.13010235415598,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,2,1.0,23,3.0,4.0,0.0,36.86989764584402,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,2,1.0,24,0.0,5.0,0.0,0.0,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,2,1.0,25,-3.0,4.0,0.0,-36.86989764584402,-11.309932474020213,-0.0,-0.0,1.0,0.19611613513818404,5.0990195135927845,0.0,0.0,0.0,0.0014792899408284025
ss0_flat,2,1.0,26,1.0,5.0,0.0,11.309932474020213,-11.095803283136393,-0.0,-0.0,1.0,0.19245008972987526,5.196152422706632,0.0,0.0,0.0,0.0013717421124828533
ss0_flat,2,1.0,27,-1.0,5.0,0.0,-11.309932474020213,-11.095803283136393,-0.0,-0.0,1.0,0.19245008972987526,5.196152422706632,0.0,0.0,0.0,0.0013717421124828533
ss0_flat,2,1.0,28,-5.0,2.0,0.0,-68.19859051364818,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,2,1.0,29,-2.0,5.0,0.0,-21.80140948635181,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,2,1.0,30,2.0,5.0,0.0,21.80140948635181,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,2,1.0,31,5.0,2.0,0.0,68.19859051364818,-10.51973489065862,-0.0,-0.0,1.0,0.18257418583505536,5.477225575051661,0.0,0.0,0.0,0.001111111111111111
ss0_flat,2,1.0,32,4.0,4.0,0.0,45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,2,1.0,33,-4.0,4.0,0.0,-45.0,-10.024987862075742,-0.0,-0.0,1.0,0.17407765595569785,5.744562646538029,0.0,0.0,0.0,0.0009182736455463729
ss0_flat,2,1.0,34,3.0,5.0,0.0,30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,2,1.0,35,-5.0,3.0,0.0,-59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,2,1.0,36,5.0,3.0,0.0,59.03624346792648,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,2,1.0,37,-3.0,5.0,0.0,-30.96375653207352,-9.731475473157628,-0.0,-0.0,1.0,0.1690308509457033,5.916079783099616,0.0,0.0,0.0,0.0008163265306122448
ss0_flat,2,1.0,38,0.0,6.0,0.0,0.0,-9.462322208025617,-0.0,-0.0,1.0,0.1643989873053573,6.082762530298219,0.0,0.0,0.0,0.0007304601899196496
ss0_flat,2,1.0,39,1.0,6.0,0.0,9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,2,1.0,40,-1.0,6.0,0.0,-9.462322208025617,-9.33585903200394,-0.0,-0.0,1.0,0.16222142113076254,6.164414002968976,0.0,0.0,0.0,0.0006925207756232689
ss0_flat,2,1.0,41,6.0,2.0,0.0,71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,2,1.0,42,-6.0,2.0,0.0,-71.56505117707799,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,2,1.0,43,-2.0,6.0,0.0,-18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
ss0_flat,2,1.0,44,2.0,6.0,0.0,18.43494882292201,-8.984876931685683,-0.0,-0.0,1.0,0.15617376188860607,6.4031242374328485,0.0,0.0,0.0,0.000594883997620464
