case_id,frame,time_s,wind_speed_mps,wind_direction_deg,estimated_azimuth_deg,estimated_elevation_deg,peak_to_second_db,grid_dx_m,grid_dy_m,mean_abs_radial_velocity_mps,rms_radial_velocity_mps,doppler_min_hz,doppler_max_hz,illuminated_fraction,selected_facet_count
ss3_nominal,3,1.5,6.7,90.0,2.0,4.0,0.001988715260166951,1.0,1.0,0.010050620636383121,0.018762236386247407,-280.06467855677346,72.86570762837785,0.5691569156915691,48
ss3_nominal,4,2.0,6.7,90.0,-9.0,-11.0,0.002509603926135017,1.0,1.0,0.010109363901226022,0.017725097070378247,-85.3257659635634,158.61060438866605,0.576957695769577,48
ss3_nominal,5,2.5,6.7,90.0,10.0,-9.0,0.0006114628841398074,1.0,1.0,0.01017673226629061,0.017741953688448293,-113.54753261028202,149.46930378024896,0.5774577457745774,48
ss3_nominal,6,3.0,6.7,90.0,45.0,2.0,0.36834823424639346,1.0,1.0,0.010005811207583391,0.017670094911840652,-172.15550269193898,59.05880058819315,0.5826582658265826,48
ss3_nominal,7,3.5,6.7,90.0,40.0,14.0,0.06756810404634724,1.0,1.0,0.010217213523001555,0.01851503611284824,-225.83332806173595,62.788144763267965,0.5787578757875788,48
ss3_nominal,8,4.0,6.7,90.0,56.0,-3.0,0.2020182586445658,1.0,1.0,0.010158570634377483,0.01832550603745679,-186.76183039339742,131.14138288263968,0.5732573257325733,48
ss3_nominal,9,4.5,6.7,90.0,-29.0,18.0,0.052052220801261526,1.0,1.0,0.010176793677353435,0.017470736155278613,-118.39586221879715,114.96844723794462,0.575057505750575,48
ss3_nominal,10,5.0,6.7,90.0,-16.0,-2.0,0.09663280698726373,1.0,1.0,0.010271924114476878,0.018662495256000916,-131.67520989956344,165.88865902573522,0.5753575357535754,48
ss3_nominal,11,5.5,6.7,90.0,-39.0,-19.0,0.11468319164821345,1.0,1.0,0.010190063167217042,0.017574293582100043,-140.8474975172751,87.59701354785062,0.5763576357635763,48
ss3_nominal,12,6.0,6.7,90.0,43.0,-16.0,0.06758264197832342,1.0,1.0,0.010165085736463407,0.019858696651987084,-324.85929688017035,71.22621231768836,0.5791579157915792,48
ss3_nominal,13,6.5,6.7,90.0,4.0,-20.0,0.036776942635807275,1.0,1.0,0.010291824115616476,0.021376738551452598,-287.7345883696054,73.17335925383364,0.5809580958095809,48
ss3_nominal,14,7.0,6.7,90.0,22.0,-2.0,0.01373881099717769,1.0,1.0,0.010244797403223734,0.01903065741007541,-170.95190281842525,139.06158645891526,0.5844584458445845,48
ss3_nominal,15,7.5,6.7,90.0,1.0,12.0,0.17068747196569892,1.0,1.0,0.010322252466129538,0.019740525187974686,-138.18178058663386,213.2102294423613,0.5809580958095809,48
ss3_nominal,16,8.0,6.7,90.0,55.0,19.0,0.058950769828846054,1.0,1.0,0.010164226228590185,0.017020612135271656,-104.25082337628733,74.42033822140239,0.5761576157615762,48
ss3_nominal,17,8.5,6.7,90.0,-44.0,1.0,0.011906647317697578,1.0,1.0,0.010417337531134687,0.022470598397367682,-369.9902991598976,66.45157422101464,0.5793579357935793,48
ss3_nominal,18,9.0,6.7,90.0,-47.0,6.0,0.0026725770594203304,1.0,1.0,0.010574999967294094,0.02217000152316395,-274.0293376693332,81.20742249938078,0.568956895689569,48
ss3_nominal,19,9.5,6.7,90.0,-32.0,-19.0,0.07677970528290015,1.0,1.0,0.010282864569334554,0.01982818849288925,-138.11040505747758,204.26287592035422,0.576957695769577,48
ss3_nominal,20,10.0,6.7,90.0,31.0,18.0,0.039250692615848834,1.0,1.0,0.010222057526956202,0.018543185317865963,-100.64386928296597,187.4031473178185,0.5872587258725872,48
ss3_nominal,21,10.5,6.7,90.0,41.0,12.0,0.042990858857001726,1.0,1.0,0.010041407444525545,0.017795833348156945,-186.66398166658817,108.29910484833606,0.5752575257525753,48
ss3_nominal,22,11.0,6.7,90.0,34.0,12.0,0.03676428163540155,1.0,1.0,0.01037438616314548,0.02314748279827197,-446.76367965076054,52.06431017502227,0.5778577857785778,48
ss3_nominal,23,11.5,6.7,90.0,-17.0,20.0,0.2116879883484771,1.0,1.0,0.0103201672579174,0.01923464812811244,-183.0094801762421,169.6565762163835,0.5822582258225822,48
ss3_nominal,24,12.0,6.7,90.0,0.0,-17.0,0.02396196676726898,1.0,1.0,0.010402043417994312,0.02049285196251803,-178.85345979289295,204.75811168829915,0.5846584658465847,48
ss3_nominal,25,12.5,6.7,90.0,-41.0,-7.0,0.08886383149844587,1.0,1.0,0.010227998982436924,0.017716938593605968,-123.0147240880164,98.67528855192701,0.5787578757875788,48
ss3_nominal,26,13.0,6.7,90.0,22.0,-11.0,0.038903070857977194,1.0,1.0,0.010264779893808206,0.019466372657103815,-254.44365810695788,98.39272264009546,0.5701570157015702,48
ss3_nominal,27,13.5,6.7,90.0,8.0,15.0,0.02076877573416147,1.0,1.0,0.010067167439784735,0.017399446799580904,-164.96769710583612,75.28700803842499,0.5728572857285729,48
ss3_nominal,28,14.0,6.7,90.0,42.0,3.0,0.06066057036260595,1.0,1.0,0.010301144174758069,0.018579132681147973,-164.83731021423137,136.64267297300478,0.5786578657865786,48
ss3_nominal,29,14.5,6.7,90.0,47.0,-6.0,0.004554057485565966,1.0,1.0,0.010150951188371877,0.01759090235900731,-125.84847985839656,82.07805423088867,0.5724572457245725,48
ss3_nominal,30,15.0,6.7,90.0,47.0,-1.0,0.05350258546407502,1.0,1.0,0.01030022841067823,0.019742163850472526,-315.88286881186514,82.28065828247284,0.5778577857785778,48
