case_id,frame,time_s,model,facet_count,dominant_azimuth_deg,dominant_elevation_deg,estimated_azimuth_deg,estimated_elevation_deg,azimuth_error_to_dominant_deg,elevation_error_to_dominant_deg,score
ss0_flat,19,9.5,provisional_pcb_endpoint,32,81.86989764584403,-4.044691235386268,-4.0,0.0,-85.86989764584403,4.044691235386268,0.30065396795307037
ss0_flat,20,10.0,ideal_half_lambda,32,30.96375653207352,-4.901083564402995,-56.0,-2.0,-86.96375653207352,2.9010835644029953,0.369710847680933
ss0_flat,20,10.0,provisional_pcb_endpoint,32,30.96375653207352,-4.901083564402995,30.0,-4.0,-0.9637565320735213,0.9010835644029953,0.4057330207424194
ss0_flat,21,10.5,ideal_half_lambda,32,37.874983651098205,-2.510977368448501,-60.0,-1.0,-97.8749836510982,1.510977368448501,0.39296462630669365
ss0_flat,21,10.5,provisional_pcb_endpoint,32,37.874983651098205,-2.510977368448501,-29.0,1.0,-66.8749836510982,3.510977368448501,0.22802951250192702
ss0_flat,22,11.0,ideal_half_lambda,32,71.56505117707799,-8.984876931685683,60.0,-5.0,-11.56505117707799,3.984876931685683,0.6154786720770545
ss0_flat,22,11.0,provisional_pcb_endpoint,32,71.56505117707799,-8.984876931685683,60.0,-5.0,-11.56505117707799,3.984876931685683,0.3860557384588616
ss0_flat,23,11.5,ideal_half_lambda,32,-45.0,-4.044691235386268,-53.0,-2.0,-8.0,2.044691235386268,0.42971059188563676
ss0_flat,23,11.5,provisional_pcb_endpoint,32,-45.0,-4.044691235386268,-47.0,0.0,-2.0,4.044691235386268,0.3549892721905268
ss0_flat,24,12.0,ideal_half_lambda,32,-45.0,-19.47122063449069,-51.0,-16.0,-6.0,3.4712206344906917,0.6963641029476815
ss0_flat,24,12.0,provisional_pcb_endpoint,32,-45.0,-19.47122063449069,-45.0,-20.0,0.0,-0.5287793655093083,0.8911726970103115
ss0_flat,25,12.5,ideal_half_lambda,32,30.96375653207352,-4.901083564402995,-9.0,-3.0,-39.96375653207352,1.9010835644029953,0.4472359700764385
ss0_flat,25,12.5,provisional_pcb_endpoint,32,30.96375653207352,-4.901083564402995,-7.0,-4.0,-37.96375653207352,0.9010835644029953,0.4051361735115836
ss0_flat,26,13.0,ideal_half_lambda,32,-6.34019174590991,-3.160420981763729,-10.0,-2.0,-3.6598082540900903,1.1604209817637292,0.39893537851634975
ss0_flat,26,13.0,provisional_pcb_endpoint,32,-6.34019174590991,-3.160420981763729,-6.0,5.0,0.34019174590990975,8.160420981763728,0.24038419275876358
ss0_flat,27,13.5,ideal_half_lambda,32,-78.69006752597979,-5.600409184816617,-60.0,-1.0,18.690067525979785,4.600409184816617,0.6110194593982998
ss0_flat,27,13.5,provisional_pcb_endpoint,32,-78.69006752597979,-5.600409184816617,-60.0,3.0,18.690067525979785,8.600409184816616,0.22111807449741497
ss0_flat,28,14.0,ideal_half_lambda,32,-45.0,-19.47122063449069,-54.0,-17.0,-9.0,2.4712206344906917,0.4509910270528224
ss0_flat,28,14.0,provisional_pcb_endpoint,32,-45.0,-19.47122063449069,-44.0,-18.0,1.0,1.4712206344906917,0.7027997429732395
ss0_flat,29,14.5,ideal_half_lambda,32,71.56505117707799,-8.984876931685683,60.0,-4.0,-11.56505117707799,4.984876931685683,0.5855481531638488
ss0_flat,29,14.5,provisional_pcb_endpoint,32,71.56505117707799,-8.984876931685683,60.0,-7.0,-11.56505117707799,1.9848769316856831,0.4822658823041826
ss0_flat,30,15.0,ideal_half_lambda,32,-11.309932474020213,-5.600409184816617,15.0,-2.0,26.309932474020215,3.600409184816617,0.37260534675240586
ss0_flat,30,15.0,provisional_pcb_endpoint,32,-11.309932474020213,-5.600409184816617,-10.0,-8.0,1.3099324740202132,-2.399590815183383,0.4512257068268603
ss0_flat,31,15.5,ideal_half_lambda,32,18.43494882292201,-3.0169613098159926,60.0,-2.0,41.56505117707799,1.0169613098159926,0.4517348180076199
ss0_flat,31,15.5,provisional_pcb_endpoint,32,18.43494882292201,-3.0169613098159926,41.0,-7.0,22.56505117707799,-3.9830386901840074,0.24180952998301694
ss0_flat,32,16.0,ideal_half_lambda,32,18.43494882292201,-3.0169613098159926,22.0,-2.0,3.56505117707799,1.0169613098159926,0.4241575537938633
ss0_flat,32,16.0,provisional_pcb_endpoint,32,18.43494882292201,-3.0169613098159926,18.0,-2.0,-0.43494882292201,1.0169613098159926,0.473567963014238
ss0_flat,33,16.5,ideal_half_lambda,32,18.43494882292201,-3.0169613098159926,-60.0,-3.0,-78.43494882292201,0.016961309815992642,0.5480992353893201
ss0_flat,33,16.5,provisional_pcb_endpoint,32,18.43494882292201,-3.0169613098159926,60.0,-6.0,41.56505117707799,-2.9830386901840074,0.28678919317894697
ss0_flat,34,17.0,ideal_half_lambda,32,-45.0,-19.47122063449069,-60.0,-12.0,-15.0,7.471220634490692,0.6325554506382574
ss0_flat,34,17.0,provisional_pcb_endpoint,32,-45.0,-19.47122063449069,-44.0,-18.0,1.0,1.4712206344906917,0.6711674845417466
ss0_flat,35,17.5,ideal_half_lambda,32,-21.037511025421818,-2.055915795722038,-25.0,0.0,-3.962488974578182,2.055915795722038,0.4183673050815042
ss0_flat,35,17.5,provisional_pcb_endpoint,32,-21.037511025421818,-2.055915795722038,39.0,-6.0,60.03751102542182,-3.944084204277962,0.3414170639846858
ss0_flat,36,18.0,ideal_half_lambda,32,-78.69006752597979,-5.600409184816617,-16.0,-3.0,62.690067525979785,2.600409184816617,0.5079767978918888
ss0_flat,36,18.0,provisional_pcb_endpoint,32,-78.69006752597979,-5.600409184816617,-60.0,3.0,18.690067525979785,8.600409184816616,0.24958149737049168
ss0_flat,37,18.5,ideal_half_lambda,32,-11.309932474020213,-5.600409184816617,60.0,-4.0,71.30993247402021,1.600409184816617,0.4772487546528895
ss0_flat,37,18.5,provisional_pcb_endpoint,32,-11.309932474020213,-5.600409184816617,-11.0,-5.0,0.3099324740202132,0.6004091848166171,0.26371578965344433
ss0_flat,38,19.0,ideal_half_lambda,32,-45.0,-19.47122063449069,-53.0,-15.0,-8.0,4.471220634490692,0.7043676462349902
ss0_flat,38,19.0,provisional_pcb_endpoint,32,-45.0,-19.47122063449069,-45.0,-20.0,0.0,-0.5287793655093083,0.8978611264802483
ss0_flat,39,19.5,ideal_half_lambda,32,-45.0,-4.044691235386268,-60.0,-2.0,-15.0,2.044691235386268,0.453109338535086
ss0_flat,39,19.5,provisional_pcb_endpoint,32,-45.0,-4.044691235386268,-42.0,-3.0,3.0,1.044691235386268,0.40029044442456413
ss0_flat,40,20.0,ideal_half_lambda,32,71.56505117707799,-8.984876931685683,60.0,-6.0,-11.56505117707799,2.984876931685683,0.6410126606943354
ss0_flat,40,20.0,provisional_pcb_endpoint,32,71.56505117707799,-8.984876931685683,60.0,-7.0,-11.56505117707799,1.9848769316856831,0.5004839703749174
ss1_rippled,0,0.0,ideal_half_lambda,32,-60.94539590092286,-2.808909419207421,26.0,-3.0,86.94539590092286,-0.1910905807925789,0.4812353689934512
ss1_rippled,0,0.0,provisional_pcb_endpoint,32,-60.94539590092286,-2.808909419207421,39.0,-2.0,99.94539590092286,0.8089094192074211,0.26820861330095175
ss1_rippled,1,0.5,ideal_half_lambda,32,-45.0,-4.0994466034948625,-60.0,-2.0,-15.0,2.0994466034948625,0.60302203449475
ss1_rippled,1,0.5,provisional_pcb_endpoint,32,-45.0,-4.0994466034948625,-40.0,-9.0,5.0,-4.9005533965051375,0.39403144348091756
ss1_rippled,2,1.0,ideal_half_lambda,32,71.56505117707799,-9.076229989867684,60.0,-6.0,-11.56505117707799,3.0762299898676844,0.4280903431385023
ss1_rippled,2,1.0,provisional_pcb_endpoint,32,71.56505117707799,-9.076229989867684,60.0,-8.0,-11.56505117707799,1.0762299898676844,0.2439145486934597
ss1_rippled,3,1.5,ideal_half_lambda,32,65.55604521958347,-2.3902625825721926,-60.0,-1.0,-125.55604521958347,1.3902625825721926,0.4998240843992587
ss1_rippled,3,1.5,provisional_pcb_endpoint,32,65.55604521958347,-2.3902625825721926,-48.0,-5.0,-113.55604521958347,-2.6097374174278074,0.39132133640229927
ss1_rippled,4,2.0,ideal_half_lambda,32,-45.0,-19.485511407074323,-58.0,-14.0,-13.0,5.485511407074323,0.6801302857986339
ss1_rippled,4,2.0,provisional_pcb_endpoint,32,-45.0,-19.485511407074323,-45.0,-20.0,0.0,-0.5144885929256766,0.6301669425550581
ss1_rippled,5,2.5,ideal_half_lambda,32,71.56505117707799,-8.919668468424023,60.0,-5.0,-11.56505117707799,3.919668468424023,0.6677111756400431
ss1_rippled,5,2.5,provisional_pcb_endpoint,32,71.56505117707799,-8.919668468424023,60.0,-5.0,-11.56505117707799,3.919668468424023,0.22534649498779652
ss1_rippled,6,3.0,ideal_half_lambda,32,-11.309932474020213,-5.604740670698844,-13.0,-3.0,-1.6900675259797868,2.6047406706988436,0.44203477288844034
ss1_rippled,6,3.0,provisional_pcb_endpoint,32,-11.309932474020213,-5.604740670698844,-12.0,-9.0,-0.6900675259797868,-3.3952593293011564,0.5853502211118614
ss1_rippled,7,3.5,ideal_half_lambda,32,-45.0,-19.271250104999428,-56.0,-11.0,-11.0,8.271250104999428,0.7853520330199155
ss1_rippled,7,3.5,provisional_pcb_endpoint,32,-45.0,-19.271250104999428,-44.0,-20.0,1.0,-0.728749895000572,0.833440142271746
ss1_rippled,8,4.0,ideal_half_lambda,32,-45.0,-4.032145510930811,-60.0,-3.0,-15.0,1.0321455109308113,0.6815867483348252
ss1_rippled,8,4.0,provisional_pcb_endpoint,32,-45.0,-4.032145510930811,-47.0,-2.0,-2.0,2.0321455109308113,0.40698693569960526
ss1_rippled,9,4.5,ideal_half_lambda,32,71.56505117707799,-9.149801992593858,-19.0,-2.0,-90.56505117707799,7.149801992593858,0.38961653126232004
ss1_rippled,9,4.5,provisional_pcb_endpoint,32,71.56505117707799,-9.149801992593858,60.0,-8.0,-11.56505117707799,1.1498019925938578,0.25006760873085127
ss1_rippled,10,5.0,ideal_half_lambda,32,-45.0,-19.316838993589236,-55.0,-13.0,-10.0,6.316838993589236,0.5659063333369676
ss1_rippled,10,5.0,provisional_pcb_endpoint,32,-45.0,-19.316838993589236,-45.0,-20.0,0.0,-0.6831610064107636,0.8659029495557236
ss1_rippled,11,5.5,ideal_half_lambda,32,71.56505117707799,-8.823539345918755,-60.0,-4.0,-131.56505117707798,4.823539345918755,0.5216386468311417
ss1_rippled,11,5.5,provisional_pcb_endpoint,32,71.56505117707799,-8.823539345918755,60.0,-5.0,-11.56505117707799,3.823539345918755,0.22182543758719245
ss1_rippled,12,6.0,ideal_half_lambda,32,71.56505117707799,-9.17512438844677,60.0,-5.0,-11.56505117707799,4.17512438844677,0.5586013344659627
ss1_rippled,12,6.0,provisional_pcb_endpoint,32,71.56505117707799,-9.17512438844677,60.0,-7.0,-11.56505117707799,2.17512438844677,0.28389022261600094
ss1_rippled,13,6.5,ideal_half_lambda,32,-11.309932474020213,-5.574721283998037,-15.0,-2.0,-3.690067525979787,3.574721283998037,0.5318870722670088
ss1_rippled,13,6.5,provisional_pcb_endpoint,32,-11.309932474020213,-5.574721283998037,-12.0,-2.0,-0.6900675259797868,3.574721283998037,0.49983106090280255
ss1_rippled,14,7.0,ideal_half_lambda,32,-60.94539590092286,-2.792692427618078,24.0,-1.0,84.94539590092286,1.792692427618078,0.4686883440214245
ss1_rippled,14,7.0,provisional_pcb_endpoint,32,-60.94539590092286,-2.792692427618078,15.0,1.0,75.94539590092286,3.792692427618078,0.4605507538074071
ss1_rippled,15,7.5,ideal_half_lambda,32,71.56505117707799,-9.074820449238912,60.0,-4.0,-11.56505117707799,5.074820449238912,0.5149931307385641
ss1_rippled,15,7.5,provisional_pcb_endpoint,32,71.56505117707799,-9.074820449238912,31.0,-3.0,-40.56505117707799,6.074820449238912,0.316976853697646
ss1_rippled,16,8.0,ideal_half_lambda,32,81.86989764584403,-4.0344575151783175,60.0,-3.0,-21.869897645844034,1.0344575151783175,0.44094167642803916
ss1_rippled,16,8.0,provisional_pcb_endpoint,32,81.86989764584403,-4.0344575151783175,30.0,-2.0,-51.869897645844034,2.0344575151783175,0.520136506135199
ss1_rippled,17,8.5,ideal_half_lambda,32,-60.94539590092286,-2.8224069200080852,60.0,-1.0,120.94539590092286,1.8224069200080852,0.39050817354309897
ss1_rippled,17,8.5,provisional_pcb_endpoint,32,-60.94539590092286,-2.8224069200080852,-50.0,1.0,10.945395900922861,3.8224069200080852,0.38836701502247034
ss1_rippled,18,9.0,ideal_half_lambda,32,81.86989764584403,-4.077613855985917,60.0,-2.0,-21.869897645844034,2.077613855985917,0.6063127230459862
ss1_rippled,18,9.0,provisional_pcb_endpoint,32,81.86989764584403,-4.077613855985917,58.0,-4.0,-23.869897645844034,0.07761385598591719,0.366875272295824
ss1_rippled,19,9.5,ideal_half_lambda,32,81.86989764584403,-3.9783196085556773,-10.0,-2.0,-91.86989764584403,1.9783196085556773,0.5076526074551416
ss1_rippled,19,9.5,provisional_pcb_endpoint,32,81.86989764584403,-3.9783196085556773,-4.0,0.0,-85.86989764584403,3.9783196085556773,0.2993752623888952
ss1_rippled,20,10.0,ideal_half_lambda,32,30.96375653207352,-4.868680429019977,-56.0,-2.0,-86.96375653207352,2.868680429019977,0.36975125415762966
ss1_rippled,20,10.0,provisional_pcb_endpoint,32,30.96375653207352,-4.868680429019977,30.0,-4.0,-0.9637565320735213,0.8686804290199772,0.4114590885903387
ss1_rippled,21,10.5,ideal_half_lambda,32,37.874983651098205,-2.561500727803118,-60.0,-1.0,-97.8749836510982,1.5615007278031179,0.3925389694012866
ss1_rippled,21,10.5,provisional_pcb_endpoint,32,37.874983651098205,-2.561500727803118,-29.0,1.0,-66.8749836510982,3.561500727803118,0.226626083031006
ss1_rippled,22,11.0,ideal_half_lambda,32,71.56505117707799,-8.966184268707066,60.0,-5.0,-11.56505117707799,3.9661842687070656,0.6160891475776008
ss1_rippled,22,11.0,provisional_pcb_endpoint,32,71.56505117707799,-8.966184268707066,60.0,-5.0,-11.56505117707799,3.9661842687070656,0.39224920933998675
ss1_rippled,23,11.5,ideal_half_lambda,32,-45.0,-4.143320414673203,-53.0,-2.0,-8.0,2.1433204146732026,0.43074834612689694
ss1_rippled,23,11.5,provisional_pcb_endpoint,32,-45.0,-4.143320414673203,-47.0,0.0,-2.0,4.143320414673203,0.3418499714259237
ss1_rippled,24,12.0,ideal_half_lambda,32,-45.0,-19.45918550885976,-51.0,-16.0,-6.0,3.459185508859761,0.6964118986499857
ss1_rippled,24,12.0,provisional_pcb_endpoint,32,-45.0,-19.45918550885976,-45.0,-20.0,0.0,-0.5408144911402388,0.8906815672570514
ss1_rippled,25,12.5,ideal_half_lambda,32,30.96375653207352,-4.9350926582362105,-9.0,-3.0,-39.96375653207352,1.9350926582362105,0.4470046300564612
ss1_rippled,25,12.5,provisional_pcb_endpoint,32,30.96375653207352,-4.9350926582362105,-7.0,-4.0,-37.96375653207352,0.9350926582362105,0.40738412164676363
ss1_rippled,26,13.0,ideal_half_lambda,32,-6.34019174590991,-3.158544018161477,-10.0,-2.0,-3.6598082540900903,1.1585440181614768,0.3988818723680455
ss1_rippled,26,13.0,provisional_pcb_endpoint,32,-6.34019174590991,-3.158544018161477,-60.0,-3.0,-53.65980825409009,0.15854401816147679,0.24801623840597983
ss1_rippled,27,13.5,ideal_half_lambda,32,-78.69006752597979,-5.525888588305312,-60.0,-1.0,18.690067525979785,4.525888588305312,0.611687288180274
ss1_rippled,27,13.5,provisional_pcb_endpoint,32,-78.69006752597979,-5.525888588305312,31.0,-2.0,109.69006752597979,3.525888588305312,0.21584784999688447
ss1_rippled,28,14.0,ideal_half_lambda,32,-45.0,-19.697119643559624,-54.0,-17.0,-9.0,2.697119643559624,0.4496411894263951
ss1_rippled,28,14.0,provisional_pcb_endpoint,32,-45.0,-19.697119643559624,-43.0,-17.0,2.0,2.697119643559624,0.7062553333839479
ss1_rippled,29,14.5,ideal_half_lambda,32,71.56505117707799,-9.183331221082806,60.0,-4.0,-11.56505117707799,5.183331221082806,0.584860057683187
ss1_rippled,29,14.5,provisional_pcb_endpoint,32,71.56505117707799,-9.183331221082806,60.0,-7.0,-11.56505117707799,2.183331221082806,0.49905335767119224
ss1_rippled,30,15.0,ideal_half_lambda,32,-11.309932474020213,-5.614581869498954,15.0,-2.0,26.309932474020215,3.614581869498954,0.3724198217752058
ss1_rippled,30,15.0,provisional_pcb_endpoint,32,-11.309932474020213,-5.614581869498954,-10.0,-8.0,1.3099324740202132,-2.385418130501046,0.4521905947023927
ss1_rippled,31,15.5,ideal_half_lambda,32,18.43494882292201,-2.9841309279582653,60.0,-2.0,41.56505117707799,0.9841309279582653,0.45194301187980945
ss1_rippled,31,15.5,provisional_pcb_endpoint,32,18.43494882292201,-2.9841309279582653,41.0,-7.0,22.56505117707799,-4.015869072041735,0.24219446790361074
ss1_rippled,32,16.0,ideal_half_lambda,32,18.43494882292201,-3.0668031160974185,22.0,-2.0,3.56505117707799,1.0668031160974185,0.4246208874744754
ss1_rippled,32,16.0,provisional_pcb_endpoint,32,18.43494882292201,-3.0668031160974185,18.0,-3.0,-0.43494882292201,0.06680311609741851,0.4699901805045505
ss1_rippled,33,16.5,ideal_half_lambda,32,18.43494882292201,-3.00574844325368,-60.0,-3.0,-78.43494882292201,0.005748443253680069,0.5478774239761607
ss1_rippled,33,16.5,provisional_pcb_endpoint,32,18.43494882292201,-3.00574844325368,60.0,-6.0,41.56505117707799,-2.99425155674632,0.28594192936228957
ss1_rippled,34,17.0,ideal_half_lambda,32,-45.0,-19.162764945498903,-60.0,-12.0,-15.0,7.162764945498903,0.6353144636430351
ss1_rippled,34,17.0,provisional_pcb_endpoint,32,-45.0,-19.162764945498903,-44.0,-18.0,1.0,1.1627649454989033,0.6661332929246585
ss1_rippled,35,17.5,ideal_half_lambda,32,-21.037511025421818,-2.0892594358382754,-25.0,0.0,-3.962488974578182,2.0892594358382754,0.4179772688581949
ss1_rippled,35,17.5,provisional_pcb_endpoint,32,-21.037511025421818,-2.0892594358382754,39.0,-6.0,60.03751102542182,-3.9107405641617246,0.3345680305812257
ss1_rippled,36,18.0,ideal_half_lambda,32,-78.69006752597979,-5.576236149368422,-16.0,-3.0,62.690067525979785,2.5762361493684223,0.5078108938202639
ss1_rippled,36,18.0,provisional_pcb_endpoint,32,-78.69006752597979,-5.576236149368422,-60.0,3.0,18.690067525979785,8.576236149368423,0.25191148412652614
ss1_rippled,37,18.5,ideal_half_lambda,32,-11.309932474020213,-5.626055753708498,60.0,-4.0,71.30993247402021,1.6260557537084983,0.47773496678489347
ss1_rippled,37,18.5,provisional_pcb_endpoint,32,-11.309932474020213,-5.626055753708498,-11.0,-5.0,0.3099324740202132,0.6260557537084983,0.25837043266507204
ss1_rippled,38,19.0,ideal_half_lambda,32,-45.0,-19.968414350049283,-53.0,-15.0,-8.0,4.968414350049283,0.6952657145866197
ss1_rippled,38,19.0,provisional_pcb_endpoint,32,-45.0,-19.968414350049283,-45.0,-20.0,0.0,-0.031585649950717,0.9042703536273465
ss1_rippled,39,19.5,ideal_half_lambda,32,-45.0,-3.9475889752757958,-60.0,-2.0,-15.0,1.9475889752757958,0.45075847854097867
ss1_rippled,39,19.5,provisional_pcb_endpoint,32,-45.0,-3.9475889752757958,-42.0,-3.0,3.0,0.9475889752757958,0.4048418414887166
ss1_rippled,40,20.0,ideal_half_lambda,32,71.56505117707799,-9.13796053647073,60.0,-6.0,-11.56505117707799,3.1379605364707306,0.6422194099370688
ss1_rippled,40,20.0,provisional_pcb_endpoint,32,71.56505117707799,-9.13796053647073,60.0,-7.0,-11.56505117707799,2.1379605364707306,0.49865707500996426
ss2_normal,0,0.0,ideal_half_lambda,32,-60.94539590092286,-2.9061833769527796,26.0,-3.0,86.94539590092286,-0.09381662304722038,0.48203737412767794
ss2_normal,0,0.0,provisional_pcb_endpoint,32,-60.94539590092286,-2.9061833769527796,40.0,-1.0,100.94539590092286,1.9061833769527796,0.2806289437392453
ss2_normal,1,0.5,ideal_half_lambda,32,-45.0,-4.427342809297369,-60.0,-2.0,-15.0,2.427342809297369,0.6072360168471926
ss2_normal,1,0.5,provisional_pcb_endpoint,32,-45.0,-4.427342809297369,-40.0,-8.0,5.0,-3.572657190702631,0.4827099483253078
ss2_normal,2,1.0,ideal_half_lambda,32,71.56505117707799,-9.265358768354012,60.0,-6.0,-11.56505117707799,3.2653587683540124,0.43012325512686417
ss2_normal,2,1.0,provisional_pcb_endpoint,32,71.56505117707799,-9.265358768354012,-31.0,-11.0,-102.56505117707799,-1.7346412316459876,0.25201330921841036
ss2_normal,3,1.5,ideal_half_lambda,32,65.55604521958347,-2.2291950690845606,-60.0,-1.0,-125.55604521958347,1.2291950690845606,0.5006922357512793
ss2_normal,3,1.5,provisional_pcb_endpoint,32,65.55604521958347,-2.2291950690845606,-48.0,-7.0,-113.55604521958347,-4.770804930915439,0.38410562520634023
ss2_normal,4,2.0,ideal_half_lambda,32,-45.0,-19.01464666803818,-57.0,-14.0,-12.0,5.0146466680381785,0.6733294598902512
ss2_normal,4,2.0,provisional_pcb_endpoint,32,-45.0,-19.01464666803818,-44.0,-19.0,1.0,0.01464666803817849,0.6134163075220355
ss2_normal,5,2.5,ideal_half_lambda,32,71.56505117707799,-8.595587263791701,60.0,-5.0,-11.56505117707799,3.5955872637917015,0.6691439250923317
