case_id,scenario_id,detector,valid_cells,detection_count,stored_point_count,detections_per_frame,mean_azimuth_deg,std_azimuth_deg,mean_elevation_deg,std_elevation_deg,geometry_status
ss3_nominal,pfa1e2_train2,ca_cfar_local_peak,137924,5,5,0.12195121951219512,3.662630889739418,4.708968343085297,6.562136608982134,16.03729474615514,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train2,ca_threshold_only,137924,312,256,7.609756097560975,-0.1576174771646777,7.910663629763609,-4.204726712813267,26.489775354414967,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train2,os_cfar_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train2,fixed_energy_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train2,ca_cfar_local_peak,137924,4,4,0.0975609756097561,2.030617744590454,3.794818051043988,2.752619245969585,15.777560514013205,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train2,ca_threshold_only,137924,37,37,0.9024390243902439,0.10926958054889119,7.995067574982052,-1.2179050811809895,21.481665756683224,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train2,os_cfar_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train2,fixed_energy_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train2,ca_cfar_local_peak,137924,3,3,0.07317073170731707,0.029288657802901907,1.7831394410472032,5.041446172455011,17.633877610067675,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train2,ca_threshold_only,137924,23,23,0.5609756097560976,-1.6465037800260935,6.589395478591241,-2.9433630327790987,19.317422431399848,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train2,os_cfar_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train2,fixed_energy_local_peak,137924,9,9,0.21951219512195122,3.272419236177432,6.652482707671755,6.299735782203721,15.82010818849654,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train4,ca_cfar_local_peak,119556,2,2,0.04878048780487805,12.381777350118426,2.1910938797831534,20.05212253877957,1.7480835222527542,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train4,ca_threshold_only,119556,924,256,22.536585365853657,0.49360157830868406,7.54712497310659,-2.033003826552621,22.65956219574083,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train4,os_cfar_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e2_train4,fixed_energy_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train4,ca_cfar_local_peak,119556,2,2,0.04878048780487805,12.381777350118426,2.1910938797831534,20.05212253877957,1.7480835222527542,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train4,ca_threshold_only,119556,23,23,0.5609756097560976,-1.5090628371825314,11.319701154640182,-15.592253372467503,25.66405654927558,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train4,os_cfar_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e3_train4,fixed_energy_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train4,ca_cfar_local_peak,119556,0,0,0.0,nan,nan,nan,nan,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train4,ca_threshold_only,119556,4,4,0.0975609756097561,-7.090105989859513,23.35932416185186,17.556768747813855,36.18626657279502,candidate_mapping_not_phase_center_calibrated
ss3_nominal,pfa1e4_train4,os_cfar_local_peak,119556,5,5,0.12195121951219512,4.265860429447014,8.119042414229321,9.137429011191031,15.27197490550923,candidate_mapping_not_phase_center_calibrated
