actual_model,assumed_model,truth_azimuth_deg,truth_elevation_deg,estimated_azimuth_deg,estimated_elevation_deg,score,azimuth_error_deg,elevation_error_deg
pcb_centroid_candidate,cfg_candidate,60.0,-20.0,30.0,3.0,0.43707655676701274,-30.0,23.0
pcb_centroid_candidate,cfg_candidate,-60.0,-10.0,-23.0,-20.0,0.9792587637565858,37.0,-10.0
pcb_centroid_candidate,cfg_candidate,-40.0,-10.0,23.0,20.0,0.5411606754657226,63.0,30.0
pcb_centroid_candidate,cfg_candidate,-20.0,-10.0,-34.0,20.0,0.4895696018335177,-14.0,30.0
pcb_centroid_candidate,cfg_candidate,0.0,-10.0,0.0,-13.0,0.9999460043547109,0.0,-3.0
pcb_centroid_candidate,cfg_candidate,20.0,-10.0,35.0,20.0,0.48546896780150567,15.0,30.0
pcb_centroid_candidate,cfg_candidate,40.0,-10.0,-22.0,20.0,0.5055704420439934,-62.0,30.0
pcb_centroid_candidate,cfg_candidate,60.0,-10.0,22.0,-6.0,0.9803581958902353,-38.0,4.0
pcb_centroid_candidate,cfg_candidate,-60.0,0.0,60.0,16.0,0.4373565134619094,120.0,16.0
pcb_centroid_candidate,cfg_candidate,-40.0,0.0,39.0,20.0,0.8420907625080173,79.0,20.0
pcb_centroid_candidate,cfg_candidate,-20.0,0.0,17.0,20.0,0.7034368856964198,37.0,20.0
pcb_centroid_candidate,cfg_candidate,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,cfg_candidate,20.0,0.0,-17.0,-20.0,0.7034368856964176,-37.0,-20.0
pcb_centroid_candidate,cfg_candidate,40.0,0.0,-39.0,-20.0,0.8420907625080185,-79.0,-20.0
pcb_centroid_candidate,cfg_candidate,60.0,0.0,-60.0,-16.0,0.43735651346190957,-120.0,-16.0
pcb_centroid_candidate,cfg_candidate,-60.0,10.0,-22.0,6.0,0.9803581958902347,38.0,-4.0
pcb_centroid_candidate,cfg_candidate,-40.0,10.0,22.0,-20.0,0.5055704420439937,62.0,-30.0
pcb_centroid_candidate,cfg_candidate,-20.0,10.0,-35.0,-20.0,0.48546896780150567,-15.0,-30.0
pcb_centroid_candidate,cfg_candidate,0.0,10.0,0.0,13.0,0.9999460043547105,0.0,3.0
pcb_centroid_candidate,cfg_candidate,20.0,10.0,34.0,-20.0,0.4895696018335174,14.0,-30.0
pcb_centroid_candidate,cfg_candidate,40.0,10.0,-23.0,-20.0,0.5411606754657208,-63.0,-30.0
pcb_centroid_candidate,cfg_candidate,60.0,10.0,23.0,20.0,0.9792587637565863,-37.0,10.0
pcb_centroid_candidate,cfg_candidate,-60.0,20.0,-30.0,-3.0,0.43707655676701157,30.0,-23.0
pcb_centroid_candidate,cfg_candidate,-40.0,20.0,35.0,3.0,0.8630436589625812,75.0,-17.0
pcb_centroid_candidate,cfg_candidate,-20.0,20.0,32.0,-20.0,0.5169004176643723,52.0,-40.0
pcb_centroid_candidate,cfg_candidate,0.0,20.0,-1.0,-20.0,0.8954912306712973,-1.0,-40.0
pcb_centroid_candidate,cfg_candidate,20.0,20.0,-33.0,-20.0,0.5365280231745865,-53.0,-40.0
pcb_centroid_candidate,cfg_candidate,40.0,20.0,-36.0,13.0,0.8623918090283671,-76.0,-7.0
pcb_centroid_candidate,cfg_candidate,60.0,20.0,4.0,-20.0,0.5343097123652941,-56.0,-40.0
pcb_centroid_candidate,pcb_centroid_candidate,-60.0,-20.0,-60.0,-20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-40.0,-20.0,-40.0,-20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-20.0,-20.0,-20.0,-20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,0.0,-20.0,0.0,-20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,20.0,-20.0,20.0,-20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,40.0,-20.0,40.0,-20.0,1.0000000000000004,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,60.0,-20.0,60.0,-20.0,1.0000000000000004,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-60.0,-10.0,-60.0,-10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-40.0,-10.0,-40.0,-10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-20.0,-10.0,-20.0,-10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,0.0,-10.0,0.0,-10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,20.0,-10.0,20.0,-10.0,0.9999999999999998,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,40.0,-10.0,40.0,-10.0,0.9999999999999996,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,60.0,-10.0,60.0,-10.0,1.0000000000000004,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-60.0,0.0,-60.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-40.0,0.0,-40.0,0.0,0.9999999999999998,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-20.0,0.0,-20.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,20.0,0.0,20.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,40.0,0.0,40.0,0.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,60.0,0.0,60.0,0.0,0.9999999999999996,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-60.0,10.0,-60.0,10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-40.0,10.0,-40.0,10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-20.0,10.0,-20.0,10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,0.0,10.0,0.0,10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,20.0,10.0,20.0,10.0,1.0000000000000004,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,40.0,10.0,40.0,10.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,60.0,10.0,60.0,10.0,1.0000000000000004,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-60.0,20.0,-60.0,20.0,0.9999999999999998,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-40.0,20.0,-40.0,20.0,0.9999999999999998,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,-20.0,20.0,-20.0,20.0,0.9999999999999998,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,0.0,20.0,0.0,20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,20.0,20.0,20.0,20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,40.0,20.0,40.0,20.0,1.0,0.0,0.0
pcb_centroid_candidate,pcb_centroid_candidate,60.0,20.0,60.0,20.0,0.9999999999999996,0.0,0.0
