actual_model,assumed_model,truth_azimuth_deg,truth_elevation_deg,estimated_azimuth_deg,estimated_elevation_deg,azimuth_error_deg,elevation_error_deg
ideal_half_lambda,ideal_half_lambda,0.0,20.0,-1.9362072473925628e-13,19.999999999999403,-1.9362072473925628e-13,-5.968558980384842e-13
ideal_half_lambda,ideal_half_lambda,20.0,20.0,19.999999999999755,19.999999999999464,-2.4513724383723456e-13,-5.364597654988756e-13
ideal_half_lambda,ideal_half_lambda,40.0,20.0,39.999999999999496,19.99999999999942,-5.044853423896711e-13,-5.790923296444817e-13
ideal_half_lambda,ideal_half_lambda,60.0,20.0,59.99999999999926,19.9999999999994,-7.389644451905042e-13,-6.004086117172847e-13
ideal_half_lambda,cfg_candidate,-60.0,-20.0,-18.090594814144982,2.78620482215705,41.90940518585502,22.78620482215705
ideal_half_lambda,cfg_candidate,-40.0,-20.0,-14.030203551778929,2.921724482088893,25.96979644822107,22.921724482088894
ideal_half_lambda,cfg_candidate,-20.0,-20.0,-8.666096372772214,3.104335637924215,11.333903627227786,23.104335637924216
ideal_half_lambda,cfg_candidate,0.0,-20.0,-2.6535291666376204,3.3120318490555483,-2.6535291666376204,23.312031849055547
ideal_half_lambda,cfg_candidate,20.0,-20.0,3.3322834512431534,3.519771639863485,-16.667716548756847,23.519771639863485
ideal_half_lambda,cfg_candidate,40.0,-20.0,8.626544337958306,3.7024931471771754,-31.373455662041692,23.702493147177176
ideal_half_lambda,cfg_candidate,60.0,-20.0,12.60361701063775,3.838138300912063,-47.39638298936225,23.838138300912064
ideal_half_lambda,cfg_candidate,-60.0,-10.0,-17.465434874352873,1.1304094612698175,42.53456512564713,11.130409461269817
ideal_half_lambda,cfg_candidate,-40.0,-10.0,-13.22801559525655,1.2722905236920548,26.77198440474345,11.272290523692055
ideal_half_lambda,cfg_candidate,-20.0,-10.0,-7.628505349801286,1.4634588607304977,12.371494650198713,11.463458860730498
ideal_half_lambda,cfg_candidate,0.0,-10.0,-1.3452033960330996,1.6808673940593264,-1.3452033960330996,11.680867394059327
ideal_half_lambda,cfg_candidate,20.0,-10.0,4.923258730199295,1.8983001386231693,-15.076741269800705,11.898300138623169
ideal_half_lambda,cfg_candidate,40.0,-10.0,10.483917389721295,2.0895297830032202,-29.516082610278705,12.08952978300322
ideal_half_lambda,cfg_candidate,60.0,-10.0,14.674779586301492,2.2314805656423267,-45.32522041369851,12.231480565642327
ideal_half_lambda,cfg_candidate,-60.0,0.0,-16.31311865080343,-0.5587881440491972,43.68688134919657,-0.5587881440491972
ideal_half_lambda,cfg_candidate,-40.0,0.0,-12.033122450880052,-0.41474480618875276,27.96687754911995,-0.41474480618875276
ideal_half_lambda,cfg_candidate,-20.0,0.0,-6.368713987021639,-0.22067972040648465,13.63128601297836,-0.22067972040648465
ideal_half_lambda,cfg_candidate,0.0,0.0,1.128166159041065e-16,1.4485727629312557e-16,1.128166159041065e-16,1.4485727629312557e-16
ideal_half_lambda,cfg_candidate,20.0,0.0,6.368713987021646,0.22067972040634354,-13.631286012978354,0.22067972040634354
ideal_half_lambda,cfg_candidate,40.0,0.0,12.03312245088006,0.41474480618882015,-27.966877549119943,0.41474480618882015
ideal_half_lambda,cfg_candidate,60.0,0.0,16.313118650803414,0.5587881440491816,-43.68688134919658,0.5587881440491816
ideal_half_lambda,cfg_candidate,-60.0,10.0,-14.6747795863015,-2.2314805656423817,45.3252204136985,-12.231480565642382
ideal_half_lambda,cfg_candidate,-40.0,10.0,-10.483917389721297,-2.089529783003149,29.5160826102787,-12.08952978300315
ideal_half_lambda,cfg_candidate,-20.0,10.0,-4.923258730199285,-1.8983001386232277,15.076741269800715,-11.898300138623227
ideal_half_lambda,cfg_candidate,0.0,10.0,1.345203396033107,-1.6808673940593342,1.345203396033107,-11.680867394059334
ideal_half_lambda,cfg_candidate,20.0,10.0,7.628505349801286,-1.4634588607305448,-12.371494650198713,-11.463458860730544
ideal_half_lambda,cfg_candidate,40.0,10.0,13.228015595256538,-1.272290523691969,-26.771984404743463,-11.27229052369197
ideal_half_lambda,cfg_candidate,60.0,10.0,17.465434874352873,-1.130409461269906,-42.53456512564713,-11.130409461269906
ideal_half_lambda,cfg_candidate,-60.0,20.0,-12.603617010637745,-3.838138300912021,47.39638298936225,-23.83813830091202
ideal_half_lambda,cfg_candidate,-40.0,20.0,-8.626544337958302,-3.702493147177231,31.3734556620417,-23.70249314717723
ideal_half_lambda,cfg_candidate,-20.0,20.0,-3.3322834512431605,-3.519771639863441,16.66771654875684,-23.519771639863443
ideal_half_lambda,cfg_candidate,0.0,20.0,2.653529166637618,-3.31203184905555,2.653529166637618,-23.31203184905555
ideal_half_lambda,cfg_candidate,20.0,20.0,8.666096372772223,-3.1043356379241502,-11.333903627227777,-23.10433563792415
ideal_half_lambda,cfg_candidate,40.0,20.0,14.030203551778923,-2.9217244820889774,-25.969796448221075,-22.921724482088976
ideal_half_lambda,cfg_candidate,60.0,20.0,18.09059481414499,-2.786204822156966,-41.90940518585501,-22.786204822156968
ideal_half_lambda,pcb_centroid_candidate,-60.0,-20.0,-0.017719754873859937,-0.0028487474502301995,59.98228024512614,19.99715125254977
ideal_half_lambda,pcb_centroid_candidate,-40.0,-20.0,-0.013815160565787339,-0.0029433162559364535,39.986184839434216,19.997056683744063
ideal_half_lambda,pcb_centroid_candidate,-20.0,-20.0,-0.008554514982603732,-0.0030707284632055195,19.991445485017397,19.996929271536793
ideal_half_lambda,pcb_centroid_candidate,0.0,-20.0,-0.002572329632091343,-0.0032156162794458763,-0.002572329632091343,19.996784383720556
ideal_half_lambda,pcb_centroid_candidate,20.0,-20.0,0.0034098556920611153,-0.003360504095706788,-19.996590144307937,19.996639495904294
ideal_half_lambda,pcb_centroid_candidate,40.0,-20.0,0.008670501208499047,-0.003487916303027885,-39.9913294987915,19.996512083696974
ideal_half_lambda,pcb_centroid_candidate,60.0,-20.0,0.012575095440671239,-0.0035824851087934355,-59.987424904559326,19.996417514891206
ideal_half_lambda,pcb_centroid_candidate,-60.0,-10.0,-0.017180666944881327,-0.0012481287788471082,59.98281933305512,9.998751871221152
ideal_half_lambda,pcb_centroid_candidate,-40.0,-10.0,-0.013088611045608602,-0.0013472378820767877,39.98691138895439,9.998652762117922
ideal_half_lambda,pcb_centroid_candidate,-20.0,-10.0,-0.007575399147972029,-0.0014807672156447575,19.99242460085203,9.998519232784355
ideal_half_lambda,pcb_centroid_candidate,0.0,-10.0,-0.0013060059796316326,-0.001632611171245047,-0.0013060059796316326,9.998367388828754
ideal_half_lambda,pcb_centroid_candidate,20.0,-10.0,0.0049633871740095694,-0.0017844551268566718,-19.99503661282599,9.998215544873144
ideal_half_lambda,pcb_centroid_candidate,40.0,-10.0,0.010476599034426402,-0.0019179844604538538,-39.989523400965574,9.998082015539547
ideal_half_lambda,pcb_centroid_candidate,60.0,-10.0,0.014568654891374452,-0.0020170935637164058,-59.98543134510862,9.997982906436283
ideal_half_lambda,pcb_centroid_candidate,-60.0,0.0,-0.016119553146875045,0.00039041365292125086,59.98388044685313,0.00039041365292125086
ideal_half_lambda,pcb_centroid_candidate,-40.0,0.0,-0.011964370709822267,0.00028977563204596524,39.98803562929018,0.00028977563204596524
ideal_half_lambda,pcb_centroid_candidate,-20.0,0.0,-0.0063661086523021096,0.00015418639331371382,19.9936338913477,0.00015418639331371382
ideal_half_lambda,pcb_centroid_candidate,0.0,0.0,1.6718038827459723e-20,4.927118241262775e-19,1.6718038827459723e-20,4.927118241262775e-19
ideal_half_lambda,pcb_centroid_candidate,20.0,0.0,0.006366108652302119,-0.00015418639331356849,-19.9936338913477,-0.00015418639331356849
ideal_half_lambda,pcb_centroid_candidate,40.0,0.0,0.011964370709822272,-0.00028977563204602927,-39.98803562929018,-0.00028977563204602927
ideal_half_lambda,pcb_centroid_candidate,60.0,0.0,0.01611955314687503,-0.00039041365292123703,-59.98388044685313,-0.00039041365292123703
ideal_half_lambda,pcb_centroid_candidate,-60.0,10.0,-0.014568654891374452,0.002017093563716477,59.98543134510862,-9.997982906436283
ideal_half_lambda,pcb_centroid_candidate,-40.0,10.0,-0.010476599034426399,0.001917984460453779,39.989523400965574,-9.998082015539547
ideal_half_lambda,pcb_centroid_candidate,-20.0,10.0,-0.004963387174009558,0.0017844551268567307,19.99503661282599,-9.998215544873144
ideal_half_lambda,pcb_centroid_candidate,0.0,10.0,0.0013060059796316398,0.0016326111712450589,0.0013060059796316398,-9.998367388828754
ideal_half_lambda,pcb_centroid_candidate,20.0,10.0,0.007575399147972028,0.001480767215644802,-19.99242460085203,-9.998519232784355
ideal_half_lambda,pcb_centroid_candidate,40.0,10.0,0.013088611045608583,0.001347237882076699,-39.98691138895439,-9.998652762117922
ideal_half_lambda,pcb_centroid_candidate,60.0,10.0,0.017180666944881327,0.00124812877884721,-59.98281933305512,-9.998751871221152
ideal_half_lambda,pcb_centroid_candidate,-60.0,20.0,-0.012575095440671239,0.0035824851087934003,59.987424904559326,-19.996417514891206
ideal_half_lambda,pcb_centroid_candidate,-40.0,20.0,-0.008670501208499036,0.00348791630302794,39.9913294987915,-19.99651208369697
ideal_half_lambda,pcb_centroid_candidate,-20.0,20.0,-0.003409855692061123,0.0033605040957067484,19.996590144307937,-19.996639495904294
ideal_half_lambda,pcb_centroid_candidate,0.0,20.0,0.0025723296320913414,0.0032156162794458763,0.0025723296320913414,-19.996784383720556
ideal_half_lambda,pcb_centroid_candidate,20.0,20.0,0.008554514982603739,0.003070728463205464,-19.991445485017397,-19.996929271536793
ideal_half_lambda,pcb_centroid_candidate,40.0,20.0,0.013815160565787323,0.002943316255936528,-39.986184839434216,-19.997056683744063
ideal_half_lambda,pcb_centroid_candidate,60.0,20.0,0.01771975487385995,0.0028487474502301344,-59.98228024512614,-19.99715125254977
cfg_candidate,ideal_half_lambda,-60.0,-20.0,47.6366750271382,-54.46865223719364,107.63667502713821,-34.46865223719364
cfg_candidate,ideal_half_lambda,-40.0,-20.0,-16.412410263598932,-37.15855414405035,23.587589736401068,-17.15855414405035
cfg_candidate,ideal_half_lambda,-20.0,-20.0,32.56167332145276,-18.747237251036978,52.56167332145276,1.252762748963022
cfg_candidate,ideal_half_lambda,0.0,-20.0,-3.1369767272186495,2.258591001794856e-15,-3.1369767272186495,20.000000000000004
cfg_candidate,ideal_half_lambda,20.0,-20.0,-26.26862057704005,18.747237251036967,-46.26862057704005,38.747237251036964
cfg_candidate,ideal_half_lambda,40.0,-20.0,23.33908529233741,37.15855414405039,-16.66091470766259,57.15855414405039
cfg_candidate,ideal_half_lambda,60.0,-20.0,-68.00472220457691,54.468652237193574,-128.00472220457692,74.46865223719357
cfg_candidate,ideal_half_lambda,-60.0,-10.0,42.80064736682241,-58.525051110811695,102.8006473668224,-48.525051110811695
cfg_candidate,ideal_half_lambda,-40.0,-10.0,-20.70037367502245,-39.273450207348205,19.29962632497755,-29.273450207348205
cfg_candidate,ideal_half_lambda,-20.0,-10.0,-18.805875651702046,-19.683498079413067,1.1941243482979544,-9.683498079413067
cfg_candidate,ideal_half_lambda,0.0,-10.0,-1.592094108939551,2.0890981342954166e-16,-1.592094108939551,10.0
cfg_candidate,ideal_half_lambda,20.0,-10.0,15.268749425897095,19.683498079413187,-4.731250574102905,29.683498079413187
cfg_candidate,ideal_half_lambda,40.0,-10.0,32.68732440930446,39.27345020734825,-7.312675590695541,49.27345020734825
cfg_candidate,ideal_half_lambda,60.0,-10.0,-51.80167326242625,58.52505111081201,-111.80167326242625,68.525051110812
cfg_candidate,ideal_half_lambda,-60.0,0.0,44.16027676435674,-59.99999999999726,104.16027676435674,-59.99999999999726
cfg_candidate,ideal_half_lambda,-40.0,0.0,25.413980370637777,-39.99999999999864,65.41398037063777,-39.99999999999864
cfg_candidate,ideal_half_lambda,-20.0,0.0,-17.92765841991209,-19.999999999999385,2.0723415800879117,-19.999999999999385
cfg_candidate,ideal_half_lambda,0.0,0.0,-8.428177446126813e-17,-5.1734741533259134e-17,-8.428177446126813e-17,-5.1734741533259134e-17
cfg_candidate,ideal_half_lambda,20.0,0.0,17.92765841991207,19.999999999999435,-2.0723415800879295,19.999999999999435
cfg_candidate,ideal_half_lambda,40.0,0.0,-25.41398037063779,39.99999999999868,-65.41398037063779,39.99999999999868
cfg_candidate,ideal_half_lambda,60.0,0.0,-44.16027676435676,59.99999999999726,-104.16027676435675,59.99999999999726
cfg_candidate,ideal_half_lambda,-60.0,10.0,51.80167326242591,-58.52505111081186,111.80167326242591,-68.52505111081186
cfg_candidate,ideal_half_lambda,-40.0,10.0,-32.687324409304374,-39.27345020734826,7.312675590695626,-49.27345020734826
cfg_candidate,ideal_half_lambda,-20.0,10.0,-15.268749425897026,-19.6834980794131,4.731250574102974,-29.6834980794131
cfg_candidate,ideal_half_lambda,0.0,10.0,1.5920941089395153,-9.381233131364322e-16,1.5920941089395153,-10.000000000000002
cfg_candidate,ideal_half_lambda,20.0,10.0,18.805875651702102,19.6834980794131,-1.1941243482978976,9.683498079413098
cfg_candidate,ideal_half_lambda,40.0,10.0,20.700373675022377,39.27345020734817,-19.299626324977623,29.27345020734817
cfg_candidate,ideal_half_lambda,60.0,10.0,-42.80064736682262,58.52505111081183,-102.80064736682263,48.52505111081183
cfg_candidate,ideal_half_lambda,-60.0,20.0,68.00472220457726,-54.46865223719363,128.00472220457726,-74.46865223719362
cfg_candidate,ideal_half_lambda,-40.0,20.0,-23.339085292337423,-37.15855414405036,16.660914707662577,-57.15855414405036
cfg_candidate,ideal_half_lambda,-20.0,20.0,26.268620577040064,-18.747237251036957,46.26862057704007,-38.74723725103696
cfg_candidate,ideal_half_lambda,0.0,20.0,3.136976727218653,1.994497464063171e-15,3.136976727218653,-19.999999999999996
cfg_candidate,ideal_half_lambda,20.0,20.0,-32.561673321452815,18.747237251036996,-52.561673321452815,-1.2527627489630042
cfg_candidate,ideal_half_lambda,40.0,20.0,16.412410263598893,37.158554144050385,-23.587589736401107,17.158554144050385
cfg_candidate,ideal_half_lambda,60.0,20.0,-47.63667502713812,54.46865223719357,-107.63667502713812,34.46865223719357
cfg_candidate,cfg_candidate,-60.0,-20.0,2.972113606476195,-9.968180002048754,62.97211360647619,10.031819997951246
cfg_candidate,cfg_candidate,-40.0,-20.0,-10.631768197639726,21.557779702925966,29.368231802360274,41.55777970292597
cfg_candidate,cfg_candidate,-20.0,-20.0,6.856914997703822,21.557779702926002,26.85691499770382,41.557779702926
cfg_candidate,cfg_candidate,0.0,-20.0,-4.5751055661125764e-14,-20.0,-4.5751055661125764e-14,0.0
cfg_candidate,cfg_candidate,20.0,-20.0,-6.505208616696834,11.450449214344948,-26.505208616696834,31.45044921434495
cfg_candidate,cfg_candidate,40.0,-20.0,10.083016823685895,11.450449214345044,-29.916983176314105,31.450449214345042
cfg_candidate,cfg_candidate,60.0,-20.0,-3.405770329010038,-30.726400470414124,-63.40577032901004,-10.726400470414124
cfg_candidate,cfg_candidate,-60.0,-10.0,0.6873634198032101,-0.2709675765646117,60.68736341980321,9.729032423435388
cfg_candidate,cfg_candidate,-40.0,-10.0,-13.743196539069432,32.3989472870638,26.25680346093057,42.3989472870638
cfg_candidate,cfg_candidate,-20.0,-10.0,-6.929772247160059,-1.5616053819031568,13.07022775283994,8.438394618096844
cfg_candidate,cfg_candidate,0.0,-10.0,-2.260109849394398e-14,-10.000000000000417,-2.260109849394398e-14,-4.1744385725905886e-13
cfg_candidate,cfg_candidate,20.0,-10.0,7.313812961244968,-18.6656205559459,-12.686187038755033,-8.6656205559459
cfg_candidate,cfg_candidate,40.0,-10.0,12.452307219971695,21.524088439256072,-27.547692780028306,31.524088439256072
cfg_candidate,cfg_candidate,60.0,-10.0,-0.7316261613833684,-20.033352858885195,-60.73162616138337,-10.033352858885195
cfg_candidate,cfg_candidate,-60.0,0.0,-0.0674634505576458,9.724968674992517,59.932536549442354,9.724968674992517
cfg_candidate,cfg_candidate,-40.0,0.0,0.3358999255041091,1.290554608867977,40.33589992550411,1.290554608867977
cfg_candidate,cfg_candidate,-20.0,0.0,-7.306324694816565,8.418149779354954,12.693675305183435,8.418149779354954
cfg_candidate,cfg_candidate,0.0,0.0,1.128166159041065e-16,1.4485727629312557e-16,1.128166159041065e-16,1.4485727629312557e-16
cfg_candidate,cfg_candidate,20.0,0.0,7.306324694816563,-8.418149779354964,-12.693675305183437,-8.418149779354964
cfg_candidate,cfg_candidate,40.0,0.0,-0.3358999255041071,-1.2905546088679625,-40.33589992550411,-1.2905546088679625
cfg_candidate,cfg_candidate,60.0,0.0,0.06746345055765025,-9.724968674992557,-59.93253654944235,-9.724968674992557
cfg_candidate,cfg_candidate,-60.0,10.0,0.7316261613833693,20.033352858885173,60.73162616138337,10.033352858885173
cfg_candidate,cfg_candidate,-40.0,10.0,-12.45230721997167,-21.52408843925603,27.547692780028328,-31.52408843925603
cfg_candidate,cfg_candidate,-20.0,10.0,-7.313812961244942,18.66562055594591,12.686187038755058,8.66562055594591
cfg_candidate,cfg_candidate,0.0,10.0,2.2903859471582398e-14,10.000000000000181,2.2903859471582398e-14,1.8118839761882555e-13
cfg_candidate,cfg_candidate,20.0,10.0,6.9297722471600744,1.561605381903157,-13.070227752839926,-8.438394618096844
cfg_candidate,cfg_candidate,40.0,10.0,13.74319653906942,-32.39894728706385,-26.25680346093058,-42.39894728706385
cfg_candidate,cfg_candidate,60.0,10.0,-0.6873634198031966,0.27096757656454545,-60.6873634198032,-9.729032423435454
cfg_candidate,cfg_candidate,-60.0,20.0,3.4057703290100485,30.726400470414035,63.405770329010046,10.726400470414035
cfg_candidate,cfg_candidate,-40.0,20.0,-10.083016823685892,-11.450449214344989,29.91698317631411,-31.45044921434499
cfg_candidate,cfg_candidate,-20.0,20.0,6.505208616696835,-11.450449214344923,26.505208616696834,-31.45044921434492
cfg_candidate,cfg_candidate,0.0,20.0,4.611970851792406e-14,20.000000000000018,4.611970851792406e-14,1.7763568394002505e-14
cfg_candidate,cfg_candidate,20.0,20.0,-6.856914997703823,-21.557779702926037,-26.856914997703825,-41.55777970292604
cfg_candidate,cfg_candidate,40.0,20.0,10.631768197639708,-21.55777970292592,-29.36823180236029,-41.55777970292592
cfg_candidate,cfg_candidate,60.0,20.0,-2.9721136064762153,9.968180002048749,-62.97211360647621,-10.031819997951251
cfg_candidate,pcb_centroid_candidate,-60.0,-20.0,0.0031216542558154597,0.010122382259866919,60.003121654255814,20.010122382259866
cfg_candidate,pcb_centroid_candidate,-40.0,-20.0,-0.009706055961591435,-0.020840138203869568,39.990293944038406,19.97915986179613
cfg_candidate,pcb_centroid_candidate,-20.0,-20.0,0.0064479823724449435,-0.020757219295592894,20.006447982372446,19.979242780704407
cfg_candidate,pcb_centroid_candidate,0.0,-20.0,1.9844609499201645e-18,0.019469586766690104,1.9844609499201645e-18,20.01946958676669
cfg_candidate,pcb_centroid_candidate,20.0,-20.0,-0.006447982078285004,-0.011460186403733958,-20.006447982078285,19.988539813596265
cfg_candidate,pcb_centroid_candidate,40.0,-20.0,0.009706055510898216,-0.011377267499273865,-39.9902939444891,19.988622732500726
cfg_candidate,pcb_centroid_candidate,60.0,-20.0,-0.0031216546019206064,0.02881679179168663,-60.00312165460192,20.028816791791687
cfg_candidate,pcb_centroid_candidate,-60.0,-10.0,0.0008885074149834087,0.0005263011133942305,60.000888507414984,10.000526301113394
cfg_candidate,pcb_centroid_candidate,-40.0,-10.0,-0.011363559237932655,-0.030433265477778398,39.988636440762065,9.969566734522221
cfg_candidate,pcb_centroid_candidate,-20.0,-10.0,-0.006842794263265386,0.0015793221629509145,19.993157205736736,10.00157932216295
cfg_candidate,pcb_centroid_candidate,0.0,-10.0,1.3837153004193482e-18,0.009884968121460067,1.3837153004193482e-18,10.00988496812146
cfg_candidate,pcb_centroid_candidate,20.0,-10.0,0.006842794605533946,0.018190614287687847,-19.993157205394468,10.018190614287688
cfg_candidate,pcb_centroid_candidate,40.0,-10.0,0.01136355839480654,-0.020953378228312895,-39.988636441605195,9.979046621771687
cfg_candidate,pcb_centroid_candidate,60.0,-10.0,-0.0008885074650599987,0.019243635393254323,-60.00088850746506,10.019243635393254
cfg_candidate,pcb_centroid_candidate,-60.0,0.0,0.00013650878724233615,-0.009362527020365104,60.00013650878724,-0.009362527020365104
cfg_candidate,pcb_centroid_candidate,-40.0,0.0,0.0004871262373759847,-0.001090205504932816,40.000487126237374,-0.001090205504932816
cfg_candidate,pcb_centroid_candidate,-20.0,0.0,-0.007139781791077992,-0.00830717037959809,19.99286021820892,-0.00830717037959809
cfg_candidate,pcb_centroid_candidate,0.0,0.0,1.6718038827459723e-20,4.927118241262775e-19,1.6718038827459723e-20,4.927118241262775e-19
cfg_candidate,pcb_centroid_candidate,20.0,0.0,0.0071397817910779865,0.008307170379598099,-19.99286021820892,0.008307170379598099
cfg_candidate,pcb_centroid_candidate,40.0,0.0,-0.0004871262373759831,0.001090205504932804,-40.000487126237374,0.001090205504932804
cfg_candidate,pcb_centroid_candidate,60.0,0.0,-0.00013650878724233488,0.009362527020365134,-60.00013650878724,0.009362527020365134
cfg_candidate,pcb_centroid_candidate,-60.0,10.0,0.0008885074650599994,-0.0192436353932543,60.00088850746506,-10.019243635393254
cfg_candidate,pcb_centroid_candidate,-40.0,10.0,-0.011363558394806524,0.02095337822831284,39.988636441605195,-9.979046621771687
cfg_candidate,pcb_centroid_candidate,-20.0,10.0,-0.006842794605533928,-0.018190614287687867,19.993157205394468,-10.018190614287688
cfg_candidate,pcb_centroid_candidate,0.0,10.0,-1.2807068953148895e-18,-0.009884968121459833,-1.2807068953148895e-18,-10.00988496812146
cfg_candidate,pcb_centroid_candidate,20.0,10.0,0.006842794263265401,-0.0015793221629509145,-19.993157205736736,-10.00157932216295
cfg_candidate,pcb_centroid_candidate,40.0,10.0,0.011363559237932641,0.030433265477778446,-39.988636440762065,-9.969566734522221
cfg_candidate,pcb_centroid_candidate,60.0,10.0,-0.0008885074149833935,-0.0005263011133941674,-60.000888507414984,-10.000526301113394
cfg_candidate,pcb_centroid_candidate,-60.0,20.0,0.0031216546019206194,-0.028816791791686554,60.00312165460192,-20.028816791791687
cfg_candidate,pcb_centroid_candidate,-40.0,20.0,-0.009706055510898216,0.011377267499273818,39.9902939444891,-19.988622732500726
cfg_candidate,pcb_centroid_candidate,-20.0,20.0,0.00644798207828501,0.011460186403733922,20.006447982078285,-19.988539813596265
cfg_candidate,pcb_centroid_candidate,0.0,20.0,-2.0521199525360554e-18,-0.019469586766690125,-2.0521199525360554e-18,-20.01946958676669
cfg_candidate,pcb_centroid_candidate,20.0,20.0,-0.0064479823724449435,0.020757219295592926,-20.006447982372446,-19.979242780704407
cfg_candidate,pcb_centroid_candidate,40.0,20.0,0.009706055961591423,0.020840138203869506,-39.990293944038406,-19.97915986179613
cfg_candidate,pcb_centroid_candidate,60.0,20.0,-0.003121654255815477,-0.010122382259866919,-60.003121654255814,-20.010122382259866
pcb_centroid_candidate,ideal_half_lambda,-60.0,-20.0,-3.0595916623207,-15.878556970372296,56.9404083376793,4.121443029627704
pcb_centroid_candidate,ideal_half_lambda,-40.0,-20.0,18.735782256799062,27.938995837372076,58.73578225679906,47.938995837372076
pcb_centroid_candidate,ideal_half_lambda,-20.0,-20.0,3.7500266485073634,18.472977694144447,23.750026648507365,38.47297769414445
