case_id,frame,time_s,target_hs_m,wind_direction_deg,grid_points,three_db_points,six_db_points,three_db_fraction,six_db_fraction,three_db_near_m,three_db_far_m,six_db_near_m,six_db_far_m,surface_min_m,surface_max_m
ss0_flat,0,0.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,1,0.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,2,1.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,3,1.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,4,2.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,5,2.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,6,3.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,7,3.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,8,4.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,9,4.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,10,5.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,11,5.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,12,6.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,13,6.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,14,7.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,15,7.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,16,8.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,17,8.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,18,9.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,19,9.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,20,10.0,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
ss0_flat,21,10.5,,0.0,9999,403,5717,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707,6.0,111.80339887498948,0.0,0.0
