case_id,frames,mean_three_db_fraction,mean_six_db_fraction,three_db_near_min_m,three_db_far_max_m
ss0_flat,41,0.04030403040304031,0.5717571757175718,7.280109889280518,28.635642126552707
ss1_rippled,41,0.04030159113472323,0.5717571757175718,7.0,29.410882339705484
ss2_normal,41,0.040674799187235794,0.5717669327908401,6.082762530298219,36.138621999185304
ss3_nominal,41,0.04309699262609187,0.571701072546279,4.123105625617661,45.18849411078001
ss3_upper,41,0.04333604092116528,0.5716474086433033,4.0,50.44799302251776
