model,azimuth_deg,elevation_deg,power_linear
ideal_v04,-58.0,-18.0,0.015049785725391188
ideal_v04,-58.0,-17.0,0.017405957099894245
ideal_v04,-58.0,-16.0,0.0198128819414936
ideal_v04,-58.0,-15.0,0.022237105958823573
ideal_v04,-58.0,-14.0,0.02464602966925899
ideal_v04,-58.0,-13.0,0.027008633340032902
ideal_v04,-58.0,-12.0,0.029296053238146852
ideal_v04,-58.0,-11.0,0.0314820019171411
ideal_v04,-58.0,-10.0,0.03354303442382362
ideal_v04,-58.0,-9.0,0.03545867030897434
ideal_v04,-58.0,-8.0,0.03721138786290784
ideal_v04,-58.0,-7.0,0.03878651189563452
ideal_v04,-58.0,-6.0,0.04017201959376031
ideal_v04,-58.0,-5.0,0.041358290570059346
ideal_v04,-58.0,-4.0,0.042337827315936535
ideal_v04,-58.0,-3.0,0.04310497106473578
ideal_v04,-58.0,-2.0,0.04365563579519904
ideal_v04,-58.0,-1.0,0.04398707997347322
ideal_v04,-58.0,0.0,0.04409773185933035
ideal_v04,-58.0,1.0,0.04398707997347315
ideal_v04,-58.0,2.0,0.04365563579519904
ideal_v04,-58.0,3.0,0.04310497106473577
ideal_v04,-58.0,4.0,0.04233782731593655
ideal_v04,-58.0,5.0,0.04135829057005936
ideal_v04,-58.0,6.0,0.04017201959376031
ideal_v04,-58.0,7.0,0.038786511895634486
ideal_v04,-58.0,8.0,0.03721138786290781
ideal_v04,-58.0,9.0,0.035458670308974316
ideal_v04,-58.0,10.0,0.03354303442382362
ideal_v04,-58.0,11.0,0.031482001917141074
ideal_v04,-58.0,12.0,0.029296053238146814
ideal_v04,-58.0,13.0,0.027008633340032902
ideal_v04,-58.0,14.0,0.02464602966925898
ideal_v04,-58.0,15.0,0.02223710595882358
ideal_v04,-58.0,16.0,0.019812881941493613
ideal_v04,-58.0,17.0,0.017405957099894245
ideal_v04,-58.0,18.0,0.015049785725391174
ideal_v04,-58.0,19.0,0.012777820421904867
ideal_v04,-58.0,20.0,0.010622551198327756
ideal_v04,-57.0,-20.0,0.011052285519613694
ideal_v04,-57.0,-19.0,0.013344536231678597
ideal_v04,-57.0,-18.0,0.015774911357426473
ideal_v04,-57.0,-17.0,0.01830994521253426
ideal_v04,-57.0,-16.0,0.020914501050789822
ideal_v04,-57.0,-15.0,0.023552774965409126
ideal_v04,-57.0,-14.0,0.02618921937455994
ideal_v04,-57.0,-13.0,0.02878935481173086
ideal_v04,-57.0,-12.0,0.03132044817090707
ideal_v04,-57.0,-11.0,0.03375204517541708
ideal_v04,-57.0,-10.0,0.03605635406117216
ideal_v04,-57.0,-9.0,0.03820848580301225
ideal_v04,-57.0,-8.0,0.040186563299176456
ideal_v04,-57.0,-7.0,0.041971717521625984
ideal_v04,-57.0,-6.0,0.04354799261886188
ideal_v04,-57.0,-5.0,0.044902184311313494
ideal_v04,-57.0,-4.0,0.046023636724543925
ideal_v04,-57.0,-3.0,0.046904022205596
ideal_v04,-57.0,-2.0,0.04753712684834431
ideal_v04,-57.0,-1.0,0.04791866162133045
ideal_v04,-57.0,0.0,0.04804611535648346
ideal_v04,-57.0,1.0,0.047918661621330384
ideal_v04,-57.0,2.0,0.04753712684834438
ideal_v04,-57.0,3.0,0.04690402220559599
ideal_v04,-57.0,4.0,0.04602363672454396
ideal_v04,-57.0,5.0,0.04490218431131349
ideal_v04,-57.0,6.0,0.043547992618861914
ideal_v04,-57.0,7.0,0.04197171752162595
ideal_v04,-57.0,8.0,0.04018656329917642
ideal_v04,-57.0,9.0,0.038208485803012227
ideal_v04,-57.0,10.0,0.03605635406117213
ideal_v04,-57.0,11.0,0.03375204517541705
ideal_v04,-57.0,12.0,0.03132044817090709
