actual_model,assumed_model,truth_azimuth_deg,truth_elevation_deg,estimated_azimuth_deg,estimated_elevation_deg,azimuth_error_deg,elevation_error_deg,normalized_beam_peak
pcb_copper_centroid,rf_endpoint_candidate,60.0,20.0,60.0,20.0,0.0,0.0,0.9867918254841566
pcb_copper_centroid,cfg_candidate,-60.0,-20.0,-4.0,22.0,56.0,42.0,0.7345332871106764
pcb_copper_centroid,cfg_candidate,-40.0,-20.0,36.0,-12.0,76.0,8.0,0.9280146723215871
pcb_copper_centroid,cfg_candidate,-20.0,-20.0,36.0,30.0,56.0,50.0,0.7643838915666661
pcb_copper_centroid,cfg_candidate,0.0,-20.0,0.0,30.0,0.0,50.0,0.9999675039127225
pcb_copper_centroid,cfg_candidate,20.0,-20.0,-36.0,30.0,-56.0,50.0,0.764905953663158
pcb_copper_centroid,cfg_candidate,40.0,-20.0,-34.0,-4.0,-74.0,16.0,0.9248468821034331
pcb_copper_centroid,cfg_candidate,60.0,-20.0,6.0,-40.0,-54.0,-20.0,0.7384051354206275
pcb_copper_centroid,cfg_candidate,-60.0,-10.0,-24.0,-22.0,36.0,-12.0,0.9862742140802809
pcb_copper_centroid,cfg_candidate,-40.0,-10.0,22.0,20.0,62.0,30.0,0.730478584826627
pcb_copper_centroid,cfg_candidate,-20.0,-10.0,-36.0,24.0,-16.0,34.0,0.7038975994432245
pcb_copper_centroid,cfg_candidate,0.0,-10.0,0.0,-12.0,0.0,-2.0,0.9995578742805329
pcb_copper_centroid,cfg_candidate,20.0,-10.0,36.0,24.0,16.0,34.0,0.7039261437193373
pcb_copper_centroid,cfg_candidate,40.0,-10.0,-24.0,28.0,-64.0,38.0,0.7349998158201403
pcb_copper_centroid,cfg_candidate,60.0,-10.0,22.0,-6.0,-38.0,4.0,0.990130393377678
pcb_copper_centroid,cfg_candidate,-60.0,0.0,80.0,28.0,140.0,28.0,0.8911509574360679
pcb_copper_centroid,cfg_candidate,-40.0,0.0,42.0,30.0,82.0,30.0,0.9781563308136917
pcb_copper_centroid,cfg_candidate,-20.0,0.0,20.0,-40.0,40.0,-40.0,0.9561259469797372
pcb_copper_centroid,cfg_candidate,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pcb_copper_centroid,cfg_candidate,20.0,0.0,-20.0,40.0,-40.0,40.0,0.9561259469797376
pcb_copper_centroid,cfg_candidate,40.0,0.0,-42.0,-30.0,-82.0,-30.0,0.9781563308136921
pcb_copper_centroid,cfg_candidate,60.0,0.0,-80.0,-28.0,-140.0,-28.0,0.8911509574360662
pcb_copper_centroid,cfg_candidate,-60.0,10.0,-22.0,6.0,38.0,-4.0,0.9901303933776776
pcb_copper_centroid,cfg_candidate,-40.0,10.0,24.0,-28.0,64.0,-38.0,0.73499981582014
pcb_copper_centroid,cfg_candidate,-20.0,10.0,-36.0,-24.0,-16.0,-34.0,0.7039261437193379
pcb_copper_centroid,cfg_candidate,0.0,10.0,0.0,12.0,0.0,2.0,0.9995578742805329
pcb_copper_centroid,cfg_candidate,20.0,10.0,36.0,-24.0,16.0,-34.0,0.7038975994432246
pcb_copper_centroid,cfg_candidate,40.0,10.0,-22.0,-20.0,-62.0,-30.0,0.7304785848266254
pcb_copper_centroid,cfg_candidate,60.0,10.0,24.0,22.0,-36.0,12.0,0.9862742140802806
pcb_copper_centroid,cfg_candidate,-60.0,20.0,-6.0,40.0,54.0,20.0,0.7384051354206269
pcb_copper_centroid,cfg_candidate,-40.0,20.0,34.0,4.0,74.0,-16.0,0.924846882103433
pcb_copper_centroid,cfg_candidate,-20.0,20.0,36.0,-30.0,56.0,-50.0,0.7649059536631617
pcb_copper_centroid,cfg_candidate,0.0,20.0,0.0,-30.0,0.0,-50.0,0.9999675039127225
pcb_copper_centroid,cfg_candidate,20.0,20.0,-36.0,-30.0,-56.0,-50.0,0.7643838915666635
pcb_copper_centroid,cfg_candidate,40.0,20.0,-36.0,12.0,-76.0,-8.0,0.9280146723215881
pcb_copper_centroid,cfg_candidate,60.0,20.0,4.0,-22.0,-56.0,-42.0,0.7345332871106761
rf_endpoint_candidate,ideal_half_lambda,-60.0,-20.0,-6.0,-16.0,54.0,4.0,0.6966915454896782
rf_endpoint_candidate,ideal_half_lambda,-40.0,-20.0,-18.0,28.0,22.0,48.0,0.8547068846197285
rf_endpoint_candidate,ideal_half_lambda,-20.0,-20.0,10.0,18.0,30.0,38.0,0.8193985094753004
rf_endpoint_candidate,ideal_half_lambda,0.0,-20.0,-18.0,0.0,-18.0,20.0,0.6805414625727805
rf_endpoint_candidate,ideal_half_lambda,20.0,-20.0,40.0,-18.0,20.0,2.0,0.8000505582852229
rf_endpoint_candidate,ideal_half_lambda,40.0,-20.0,-80.0,-26.0,-120.0,-6.0,0.6840895509165856
rf_endpoint_candidate,ideal_half_lambda,60.0,-20.0,-20.0,16.0,-80.0,36.0,0.8540917112618127
rf_endpoint_candidate,ideal_half_lambda,-60.0,-10.0,-34.0,-24.0,26.0,-14.0,0.8667163016467174
rf_endpoint_candidate,ideal_half_lambda,-40.0,-10.0,28.0,10.0,68.0,20.0,0.9210743355943977
rf_endpoint_candidate,ideal_half_lambda,-20.0,-10.0,-6.0,-40.0,14.0,-30.0,0.8417002057033119
rf_endpoint_candidate,ideal_half_lambda,0.0,-10.0,56.0,0.0,56.0,10.0,0.9798287938485811
rf_endpoint_candidate,ideal_half_lambda,20.0,-10.0,-20.0,40.0,-40.0,50.0,0.888593177305123
rf_endpoint_candidate,ideal_half_lambda,40.0,-10.0,-56.0,-10.0,-96.0,0.0,0.9972701925246911
rf_endpoint_candidate,ideal_half_lambda,60.0,-10.0,10.0,24.0,-50.0,34.0,0.6730203438902732
rf_endpoint_candidate,ideal_half_lambda,-60.0,0.0,80.0,40.0,140.0,40.0,0.676801492397793
rf_endpoint_candidate,ideal_half_lambda,-40.0,0.0,80.0,34.0,120.0,34.0,0.7493277494239664
rf_endpoint_candidate,ideal_half_lambda,-20.0,0.0,20.0,10.0,40.0,10.0,0.9840094777525769
rf_endpoint_candidate,ideal_half_lambda,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rf_endpoint_candidate,ideal_half_lambda,20.0,0.0,-20.0,-10.0,-40.0,-10.0,0.9840094777525769
rf_endpoint_candidate,ideal_half_lambda,40.0,0.0,-80.0,-34.0,-120.0,-34.0,0.7493277494239662
rf_endpoint_candidate,ideal_half_lambda,60.0,0.0,-80.0,-40.0,-140.0,-40.0,0.6768014923977956
rf_endpoint_candidate,ideal_half_lambda,-60.0,10.0,-10.0,-24.0,50.0,-34.0,0.6730203438902749
rf_endpoint_candidate,ideal_half_lambda,-40.0,10.0,56.0,10.0,96.0,0.0,0.9972701925246916
rf_endpoint_candidate,ideal_half_lambda,-20.0,10.0,20.0,-40.0,40.0,-50.0,0.8885931773051228
rf_endpoint_candidate,ideal_half_lambda,0.0,10.0,-56.0,0.0,-56.0,-10.0,0.9798287938485829
rf_endpoint_candidate,ideal_half_lambda,20.0,10.0,6.0,40.0,-14.0,30.0,0.8417002057033125
rf_endpoint_candidate,ideal_half_lambda,40.0,10.0,-28.0,-10.0,-68.0,-20.0,0.9210743355943982
rf_endpoint_candidate,ideal_half_lambda,60.0,10.0,34.0,24.0,-26.0,14.0,0.8667163016467153
rf_endpoint_candidate,ideal_half_lambda,-60.0,20.0,20.0,-16.0,80.0,-36.0,0.8540917112618123
rf_endpoint_candidate,ideal_half_lambda,-40.0,20.0,80.0,26.0,120.0,6.0,0.6840895509165856
rf_endpoint_candidate,ideal_half_lambda,-20.0,20.0,-40.0,18.0,-20.0,-2.0,0.8000505582852215
rf_endpoint_candidate,ideal_half_lambda,0.0,20.0,18.0,0.0,18.0,-20.0,0.6805414625727876
rf_endpoint_candidate,ideal_half_lambda,20.0,20.0,-10.0,-18.0,-30.0,-38.0,0.8193985094753004
rf_endpoint_candidate,ideal_half_lambda,40.0,20.0,18.0,-28.0,-22.0,-48.0,0.8547068846197281
rf_endpoint_candidate,ideal_half_lambda,60.0,20.0,6.0,16.0,-54.0,-4.0,0.6966915454896763
rf_endpoint_candidate,pcb_copper_centroid,-60.0,-20.0,-60.0,-20.0,0.0,0.0,0.986791825484126
rf_endpoint_candidate,pcb_copper_centroid,-40.0,-20.0,-70.0,16.0,-30.0,36.0,0.9009419618266473
rf_endpoint_candidate,pcb_copper_centroid,-20.0,-20.0,48.0,10.0,68.0,30.0,0.9670576107935789
rf_endpoint_candidate,pcb_copper_centroid,0.0,-20.0,-16.0,38.0,-16.0,58.0,0.9912238804753241
rf_endpoint_candidate,pcb_copper_centroid,20.0,-20.0,-78.0,38.0,-98.0,58.0,0.9821985247501324
rf_endpoint_candidate,pcb_copper_centroid,40.0,-20.0,40.0,-20.0,0.0,0.0,0.991569956361944
rf_endpoint_candidate,pcb_copper_centroid,60.0,-20.0,14.0,26.0,-46.0,46.0,0.9141627474868477
rf_endpoint_candidate,pcb_copper_centroid,-60.0,-10.0,56.0,-18.0,116.0,-8.0,0.849232719157096
rf_endpoint_candidate,pcb_copper_centroid,-40.0,-10.0,-42.0,-32.0,-2.0,-22.0,0.8007737928570123
rf_endpoint_candidate,pcb_copper_centroid,-20.0,-10.0,-64.0,-2.0,-44.0,8.0,0.9128311156345849
rf_endpoint_candidate,pcb_copper_centroid,0.0,-10.0,-66.0,18.0,-66.0,28.0,0.8369672688545873
rf_endpoint_candidate,pcb_copper_centroid,20.0,-10.0,42.0,-8.0,22.0,2.0,0.9655934259352731
rf_endpoint_candidate,pcb_copper_centroid,40.0,-10.0,28.0,26.0,-12.0,36.0,0.8497444286925298
rf_endpoint_candidate,pcb_copper_centroid,60.0,-10.0,-44.0,-2.0,-104.0,8.0,0.9174737541677513
rf_endpoint_candidate,pcb_copper_centroid,-60.0,0.0,-40.0,-8.0,20.0,-8.0,0.9769646970606015
rf_endpoint_candidate,pcb_copper_centroid,-40.0,0.0,-10.0,-2.0,30.0,-2.0,0.9486089102947284
rf_endpoint_candidate,pcb_copper_centroid,-20.0,0.0,56.0,22.0,76.0,22.0,0.9270371465914395
rf_endpoint_candidate,pcb_copper_centroid,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rf_endpoint_candidate,pcb_copper_centroid,20.0,0.0,-56.0,-22.0,-76.0,-22.0,0.9270371465914404
rf_endpoint_candidate,pcb_copper_centroid,40.0,0.0,10.0,2.0,-30.0,2.0,0.9486089102947297
rf_endpoint_candidate,pcb_copper_centroid,60.0,0.0,40.0,8.0,-20.0,8.0,0.9769646970606016
rf_endpoint_candidate,pcb_copper_centroid,-60.0,10.0,44.0,2.0,104.0,-8.0,0.9174737541677499
rf_endpoint_candidate,pcb_copper_centroid,-40.0,10.0,-28.0,-26.0,12.0,-36.0,0.8497444286925292
rf_endpoint_candidate,pcb_copper_centroid,-20.0,10.0,-42.0,8.0,-22.0,-2.0,0.9655934259352731
rf_endpoint_candidate,pcb_copper_centroid,0.0,10.0,66.0,-18.0,66.0,-28.0,0.8369672688545844
rf_endpoint_candidate,pcb_copper_centroid,20.0,10.0,64.0,2.0,44.0,-8.0,0.912831115634585
rf_endpoint_candidate,pcb_copper_centroid,40.0,10.0,42.0,32.0,2.0,22.0,0.8007737928570136
rf_endpoint_candidate,pcb_copper_centroid,60.0,10.0,-56.0,18.0,-116.0,8.0,0.8492327191570982
rf_endpoint_candidate,pcb_copper_centroid,-60.0,20.0,-14.0,-26.0,46.0,-46.0,0.9141627474868472
rf_endpoint_candidate,pcb_copper_centroid,-40.0,20.0,-40.0,20.0,0.0,0.0,0.9915699563619438
rf_endpoint_candidate,pcb_copper_centroid,-20.0,20.0,78.0,-38.0,98.0,-58.0,0.9821985247501321
rf_endpoint_candidate,pcb_copper_centroid,0.0,20.0,16.0,-38.0,16.0,-58.0,0.9912238804753242
rf_endpoint_candidate,pcb_copper_centroid,20.0,20.0,-48.0,-10.0,-68.0,-30.0,0.9670576107935798
rf_endpoint_candidate,pcb_copper_centroid,40.0,20.0,70.0,-16.0,30.0,-36.0,0.9009419618266468
rf_endpoint_candidate,pcb_copper_centroid,60.0,20.0,60.0,20.0,0.0,0.0,0.9867918254841256
rf_endpoint_candidate,rf_endpoint_candidate,-60.0,-20.0,-60.0,-20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-40.0,-20.0,-40.0,-20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-20.0,-20.0,-20.0,-20.0,0.0,0.0,1.0000000000000002
rf_endpoint_candidate,rf_endpoint_candidate,0.0,-20.0,0.0,-20.0,0.0,0.0,1.0000000000000002
rf_endpoint_candidate,rf_endpoint_candidate,20.0,-20.0,20.0,-20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,40.0,-20.0,40.0,-20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,60.0,-20.0,60.0,-20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-60.0,-10.0,-60.0,-10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-40.0,-10.0,-40.0,-10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,-20.0,-10.0,-20.0,-10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,0.0,-10.0,0.0,-10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,20.0,-10.0,20.0,-10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,40.0,-10.0,40.0,-10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,60.0,-10.0,60.0,-10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,-60.0,0.0,-60.0,0.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-40.0,0.0,-40.0,0.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,-20.0,0.0,-20.0,0.0,0.0,0.0,1.0000000000000002
rf_endpoint_candidate,rf_endpoint_candidate,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,20.0,0.0,20.0,0.0,0.0,0.0,1.0000000000000002
rf_endpoint_candidate,rf_endpoint_candidate,40.0,0.0,40.0,0.0,0.0,0.0,1.0000000000000002
rf_endpoint_candidate,rf_endpoint_candidate,60.0,0.0,60.0,0.0,0.0,0.0,0.9999999999999997
rf_endpoint_candidate,rf_endpoint_candidate,-60.0,10.0,-60.0,10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-40.0,10.0,-40.0,10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,-20.0,10.0,-20.0,10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,0.0,10.0,0.0,10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,20.0,10.0,20.0,10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,40.0,10.0,40.0,10.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,60.0,10.0,60.0,10.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-60.0,20.0,-60.0,20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-40.0,20.0,-40.0,20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,rf_endpoint_candidate,-20.0,20.0,-20.0,20.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,0.0,20.0,0.0,20.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,20.0,20.0,20.0,20.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,40.0,20.0,40.0,20.0,0.0,0.0,1.0
rf_endpoint_candidate,rf_endpoint_candidate,60.0,20.0,60.0,20.0,0.0,0.0,0.9999999999999998
rf_endpoint_candidate,cfg_candidate,-60.0,-20.0,-6.0,28.0,54.0,48.0,0.7652092997981864
rf_endpoint_candidate,cfg_candidate,-40.0,-20.0,28.0,32.0,68.0,52.0,0.9133254835888901
rf_endpoint_candidate,cfg_candidate,-20.0,-20.0,6.0,-18.0,26.0,2.0,0.695358611014571
rf_endpoint_candidate,cfg_candidate,0.0,-20.0,-6.0,-22.0,-6.0,-2.0,0.9375165628778523
rf_endpoint_candidate,cfg_candidate,20.0,-20.0,-18.0,-24.0,-38.0,-4.0,0.9901438940800443
rf_endpoint_candidate,cfg_candidate,40.0,-20.0,-34.0,-4.0,-74.0,16.0,0.9106468697088955
rf_endpoint_candidate,cfg_candidate,60.0,-20.0,24.0,-30.0,-36.0,-10.0,0.9199880855941067
rf_endpoint_candidate,cfg_candidate,-60.0,-10.0,-26.0,0.0,34.0,10.0,0.8944251201285296
rf_endpoint_candidate,cfg_candidate,-40.0,-10.0,10.0,0.0,50.0,10.0,0.7857432990583332
rf_endpoint_candidate,cfg_candidate,-20.0,-10.0,-46.0,38.0,-26.0,48.0,0.7315418733259031
rf_endpoint_candidate,cfg_candidate,0.0,-10.0,4.0,-32.0,4.0,-22.0,0.8247971723485779
rf_endpoint_candidate,cfg_candidate,20.0,-10.0,62.0,10.0,42.0,20.0,0.8535659383236194
rf_endpoint_candidate,cfg_candidate,40.0,-10.0,-16.0,2.0,-56.0,12.0,0.7639833100349245
rf_endpoint_candidate,cfg_candidate,60.0,-10.0,18.0,6.0,-42.0,16.0,0.8872806309822417
rf_endpoint_candidate,cfg_candidate,-60.0,0.0,80.0,-32.0,140.0,-32.0,0.9429545128661527
rf_endpoint_candidate,cfg_candidate,-40.0,0.0,66.0,-26.0,106.0,-26.0,0.7340132680552239
rf_endpoint_candidate,cfg_candidate,-20.0,0.0,8.0,-4.0,28.0,-4.0,0.9222560572088561
rf_endpoint_candidate,cfg_candidate,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rf_endpoint_candidate,cfg_candidate,20.0,0.0,-8.0,4.0,-28.0,4.0,0.9222560572088565
rf_endpoint_candidate,cfg_candidate,40.0,0.0,-66.0,26.0,-106.0,26.0,0.7340132680552259
rf_endpoint_candidate,cfg_candidate,60.0,0.0,-80.0,32.0,-140.0,32.0,0.9429545128661541
rf_endpoint_candidate,cfg_candidate,-60.0,10.0,-18.0,-6.0,42.0,-16.0,0.8872806309822403
rf_endpoint_candidate,cfg_candidate,-40.0,10.0,16.0,-2.0,56.0,-12.0,0.763983310034928
rf_endpoint_candidate,cfg_candidate,-20.0,10.0,-62.0,-10.0,-42.0,-20.0,0.8535659383236204
rf_endpoint_candidate,cfg_candidate,0.0,10.0,-4.0,32.0,-4.0,22.0,0.8247971723485751
rf_endpoint_candidate,cfg_candidate,20.0,10.0,46.0,-38.0,26.0,-48.0,0.7315418733259049
rf_endpoint_candidate,cfg_candidate,40.0,10.0,-10.0,0.0,-50.0,-10.0,0.7857432990583341
rf_endpoint_candidate,cfg_candidate,60.0,10.0,26.0,0.0,-34.0,-10.0,0.8944251201285321
rf_endpoint_candidate,cfg_candidate,-60.0,20.0,-24.0,30.0,36.0,10.0,0.9199880855941073
rf_endpoint_candidate,cfg_candidate,-40.0,20.0,34.0,4.0,74.0,-16.0,0.9106468697088949
rf_endpoint_candidate,cfg_candidate,-20.0,20.0,18.0,24.0,38.0,4.0,0.9901438940800441
rf_endpoint_candidate,cfg_candidate,0.0,20.0,6.0,22.0,6.0,2.0,0.9375165628778521
rf_endpoint_candidate,cfg_candidate,20.0,20.0,-6.0,18.0,-26.0,-2.0,0.6953586110145741
rf_endpoint_candidate,cfg_candidate,40.0,20.0,-28.0,-32.0,-68.0,-52.0,0.9133254835888895
rf_endpoint_candidate,cfg_candidate,60.0,20.0,6.0,-28.0,-54.0,-48.0,0.7652092997981877
cfg_candidate,ideal_half_lambda,-60.0,-20.0,-80.0,-40.0,-20.0,-20.0,0.6316373862054852
cfg_candidate,ideal_half_lambda,-40.0,-20.0,-16.0,-38.0,24.0,-18.0,0.8378916894055124
cfg_candidate,ideal_half_lambda,-20.0,-20.0,32.0,-18.0,52.0,2.0,0.7553180893358615
cfg_candidate,ideal_half_lambda,0.0,-20.0,-2.0,0.0,-2.0,20.0,0.7659448600376019
cfg_candidate,ideal_half_lambda,20.0,-20.0,-26.0,18.0,-46.0,38.0,0.8240742969577127
cfg_candidate,ideal_half_lambda,40.0,-20.0,24.0,38.0,-16.0,58.0,0.7986953766541385
cfg_candidate,ideal_half_lambda,60.0,-20.0,-44.0,40.0,-104.0,60.0,0.5631392447607562
cfg_candidate,ideal_half_lambda,-60.0,-10.0,28.0,-40.0,88.0,-30.0,0.6898829772123773
cfg_candidate,ideal_half_lambda,-40.0,-10.0,80.0,-34.0,120.0,-24.0,0.7091662746500756
cfg_candidate,ideal_half_lambda,-20.0,-10.0,-74.0,-20.0,-54.0,-10.0,0.7322526233276986
cfg_candidate,ideal_half_lambda,0.0,-10.0,-2.0,0.0,-2.0,10.0,0.9346076425350036
cfg_candidate,ideal_half_lambda,20.0,-10.0,66.0,20.0,46.0,30.0,0.8241258615497754
cfg_candidate,ideal_half_lambda,40.0,-10.0,30.0,40.0,-10.0,50.0,0.5787599546500263
cfg_candidate,ideal_half_lambda,60.0,-10.0,-32.0,40.0,-92.0,50.0,0.6611200351169664
cfg_candidate,ideal_half_lambda,-60.0,0.0,28.0,-40.0,88.0,-40.0,0.6980143779147726
cfg_candidate,ideal_half_lambda,-40.0,0.0,80.0,-34.0,120.0,-34.0,0.7263849758081827
cfg_candidate,ideal_half_lambda,-20.0,0.0,-72.0,-20.0,-52.0,-20.0,0.8345294678882178
cfg_candidate,ideal_half_lambda,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cfg_candidate,ideal_half_lambda,20.0,0.0,72.0,20.0,52.0,20.0,0.8345294678882188
cfg_candidate,ideal_half_lambda,40.0,0.0,-80.0,34.0,-120.0,34.0,0.7263849758081822
cfg_candidate,ideal_half_lambda,60.0,0.0,-28.0,40.0,-88.0,40.0,0.6980143779147745
cfg_candidate,ideal_half_lambda,-60.0,10.0,32.0,-40.0,92.0,-50.0,0.6611200351169655
cfg_candidate,ideal_half_lambda,-40.0,10.0,-30.0,-40.0,10.0,-50.0,0.5787599546500256
cfg_candidate,ideal_half_lambda,-20.0,10.0,-66.0,-20.0,-46.0,-30.0,0.8241258615497754
cfg_candidate,ideal_half_lambda,0.0,10.0,2.0,0.0,2.0,-10.0,0.9346076425350072
cfg_candidate,ideal_half_lambda,20.0,10.0,74.0,20.0,54.0,10.0,0.7322526233276998
cfg_candidate,ideal_half_lambda,40.0,10.0,-80.0,34.0,-120.0,24.0,0.7091662746500764
cfg_candidate,ideal_half_lambda,60.0,10.0,-28.0,40.0,-88.0,30.0,0.6898829772123772
cfg_candidate,ideal_half_lambda,-60.0,20.0,44.0,-40.0,104.0,-60.0,0.563139244760757
cfg_candidate,ideal_half_lambda,-40.0,20.0,-24.0,-38.0,16.0,-58.0,0.7986953766541395
cfg_candidate,ideal_half_lambda,-20.0,20.0,26.0,-18.0,46.0,-38.0,0.8240742969577138
cfg_candidate,ideal_half_lambda,0.0,20.0,2.0,0.0,2.0,-20.0,0.7659448600376009
cfg_candidate,ideal_half_lambda,20.0,20.0,-32.0,18.0,-52.0,-2.0,0.7553180893358616
cfg_candidate,ideal_half_lambda,40.0,20.0,16.0,38.0,-24.0,18.0,0.837891689405514
cfg_candidate,ideal_half_lambda,60.0,20.0,80.0,40.0,20.0,20.0,0.6316373862054879
cfg_candidate,pcb_copper_centroid,-60.0,-20.0,24.0,36.0,84.0,56.0,0.992282847563209
cfg_candidate,pcb_copper_centroid,-40.0,-20.0,-8.0,-34.0,32.0,-14.0,0.984929252785208
cfg_candidate,pcb_copper_centroid,-20.0,-20.0,-42.0,-36.0,-22.0,-16.0,0.9930694436277516
cfg_candidate,pcb_copper_centroid,0.0,-20.0,0.0,34.0,0.0,54.0,0.9997897275293756
cfg_candidate,pcb_copper_centroid,20.0,-20.0,-10.0,32.0,-30.0,52.0,0.9413417543190413
cfg_candidate,pcb_copper_centroid,40.0,-20.0,80.0,10.0,40.0,30.0,0.9769796148705749
cfg_candidate,pcb_copper_centroid,60.0,-20.0,-24.0,-14.0,-84.0,6.0,0.9940679628970778
cfg_candidate,pcb_copper_centroid,-60.0,-10.0,26.0,38.0,86.0,48.0,0.9799705152556462
cfg_candidate,pcb_copper_centroid,-40.0,-10.0,74.0,-38.0,114.0,-28.0,0.9778759339651991
cfg_candidate,pcb_copper_centroid,-20.0,-10.0,-72.0,-26.0,-52.0,-16.0,0.9634292652596719
cfg_candidate,pcb_copper_centroid,0.0,-10.0,0.0,6.0,0.0,16.0,0.9970728170321277
cfg_candidate,pcb_copper_centroid,20.0,-10.0,42.0,-36.0,22.0,-26.0,0.9941925364240931
cfg_candidate,pcb_copper_centroid,40.0,-10.0,-44.0,-26.0,-84.0,-16.0,0.9916232071525228
cfg_candidate,pcb_copper_centroid,60.0,-10.0,-36.0,-12.0,-96.0,-2.0,0.9982103958145464
cfg_candidate,pcb_copper_centroid,-60.0,0.0,36.0,-12.0,96.0,-12.0,0.9932339664592343
cfg_candidate,pcb_copper_centroid,-40.0,0.0,52.0,-16.0,92.0,-16.0,0.9744421504604387
cfg_candidate,pcb_copper_centroid,-20.0,0.0,68.0,30.0,88.0,30.0,0.9743005068922084
cfg_candidate,pcb_copper_centroid,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cfg_candidate,pcb_copper_centroid,20.0,0.0,-68.0,-30.0,-88.0,-30.0,0.9743005068922077
cfg_candidate,pcb_copper_centroid,40.0,0.0,-52.0,16.0,-92.0,16.0,0.9744421504604383
cfg_candidate,pcb_copper_centroid,60.0,0.0,-36.0,12.0,-96.0,12.0,0.9932339664592343
cfg_candidate,pcb_copper_centroid,-60.0,10.0,36.0,12.0,96.0,2.0,0.9982103958145462
cfg_candidate,pcb_copper_centroid,-40.0,10.0,44.0,26.0,84.0,16.0,0.9916232071525228
cfg_candidate,pcb_copper_centroid,-20.0,10.0,-42.0,36.0,-22.0,26.0,0.9941925364240932
cfg_candidate,pcb_copper_centroid,0.0,10.0,0.0,-6.0,0.0,-16.0,0.9970728170321271
cfg_candidate,pcb_copper_centroid,20.0,10.0,72.0,26.0,52.0,16.0,0.9634292652596713
cfg_candidate,pcb_copper_centroid,40.0,10.0,-74.0,38.0,-114.0,28.0,0.9778759339651983
cfg_candidate,pcb_copper_centroid,60.0,10.0,-26.0,-38.0,-86.0,-48.0,0.9799705152556456
cfg_candidate,pcb_copper_centroid,-60.0,20.0,24.0,14.0,84.0,-6.0,0.9940679628970783
cfg_candidate,pcb_copper_centroid,-40.0,20.0,-80.0,-10.0,-40.0,-30.0,0.9769796148705744
cfg_candidate,pcb_copper_centroid,-20.0,20.0,10.0,-32.0,30.0,-52.0,0.9413417543190413
cfg_candidate,pcb_copper_centroid,0.0,20.0,0.0,-34.0,0.0,-54.0,0.9997897275293756
cfg_candidate,pcb_copper_centroid,20.0,20.0,42.0,36.0,22.0,16.0,0.993069443627752
cfg_candidate,pcb_copper_centroid,40.0,20.0,8.0,34.0,-32.0,14.0,0.9849292527852083
cfg_candidate,pcb_copper_centroid,60.0,20.0,-24.0,-36.0,-84.0,-56.0,0.9922828475632084
cfg_candidate,rf_endpoint_candidate,-60.0,-20.0,4.0,26.0,64.0,46.0,0.9340176474126629
cfg_candidate,rf_endpoint_candidate,-40.0,-20.0,12.0,24.0,52.0,44.0,0.9456208695894934
cfg_candidate,rf_endpoint_candidate,-20.0,-20.0,-44.0,-4.0,-24.0,16.0,0.9429358521675639
