case_id,frame,time_s,range_m,velocity_mps,power_linear,estimated_azimuth_deg,estimated_elevation_deg,peak_score,doppler_min_hz,doppler_max_hz
ss1_rippled,9,4.5,3.5131928671875,0.0,746482.8382715331,-2.0,-5.0,0.49809873701172563,-12.837071610982155,11.22107477479937
ss1_rippled,10,5.0,3.5131928671875,0.0,538006.356841963,-8.0,2.0,0.2951449865080066,-12.835167202179024,9.555585451946397
ss1_rippled,11,5.5,3.5131928671875,0.0,864682.0011504778,-8.0,-17.0,0.5623997058912041,-11.231593004327582,9.854923368885622
ss1_rippled,12,6.0,3.5131928671875,0.0,753944.5423374666,-18.0,16.0,0.49747415720284494,-10.379532692212926,10.45951282801353
ss1_rippled,13,6.5,3.5131928671875,0.0,665949.4332156114,0.0,-5.0,0.4179118623949785,-9.099638703756654,8.063919728172207
ss1_rippled,14,7.0,3.5131928671875,0.0,617908.5159589128,59.0,-17.0,0.49608824668619483,-9.169255557784522,9.64307848036511
ss1_rippled,15,7.5,3.5131928671875,0.0,542687.9433588599,-42.0,-3.0,0.2986625253086886,-12.15928729664262,8.491296870681474
ss1_rippled,16,8.0,3.5131928671875,0.0,521103.69019201334,-31.0,-6.0,0.6305729724226127,-7.286775684465899,9.451287513997162
ss1_rippled,17,8.5,3.5131928671875,0.0,695563.5678184216,-23.0,14.0,0.5960283090710499,-12.130155648410947,8.71607577660588
ss1_rippled,18,9.0,3.5131928671875,0.0,789165.8346582057,-2.0,-5.0,0.7109954565346899,-11.36210943563806,15.235201256746093
ss1_rippled,19,9.5,3.5131928671875,0.0,640657.8059741298,2.0,6.0,0.46141172654289525,-16.637341561191402,9.00433963733626
ss1_rippled,20,10.0,3.5131928671875,0.0,472833.26701027976,17.0,-20.0,0.4160406772543195,-7.766058141377209,14.185681969139747
ss1_rippled,21,10.5,3.5131928671875,0.0,673127.2715987569,-25.0,13.0,0.5666681663722225,-8.962583225596925,12.82266492822303
ss1_rippled,22,11.0,3.5131928671875,0.0,420870.7818304453,-9.0,-17.0,0.3571409447755261,-16.88239753436136,7.815867666291831
ss1_rippled,23,11.5,3.5131928671875,0.0,1040637.7843683016,0.0,-11.0,0.676229122164101,-7.11509191096896,13.85407123220214
ss1_rippled,24,12.0,3.5131928671875,0.0,568248.7548569592,-45.0,-2.0,0.40485619696438235,-8.646691545625684,9.456984342881311
ss1_rippled,25,12.5,3.5131928671875,0.0,402661.21801400004,-35.0,-12.0,0.43806664957500874,-15.682880851316117,6.602715888252188
ss1_rippled,26,13.0,1.75659643359375,0.0,396173.0214553292,13.0,-17.0,0.6186866250399173,-9.703476012105051,9.43471486364877
ss1_rippled,27,13.5,1.75659643359375,0.0,395344.7502592733,39.0,13.0,0.3923065322877149,-9.396326462546236,12.572263834901653
ss1_rippled,28,14.0,3.5131928671875,0.0,829166.7569905765,47.0,4.0,0.4528371469529437,-9.992025449317788,9.703068871636477
ss1_rippled,29,14.5,3.5131928671875,0.0,892877.3328645343,29.0,-10.0,0.41122433436298156,-12.50480910011497,10.29231805152454
ss1_rippled,30,15.0,3.5131928671875,0.0,612284.0699574162,4.0,4.0,0.2923986120245613,-11.926574504057024,8.054804655443155
ss1_rippled,31,15.5,3.5131928671875,0.0,420621.9753397198,-53.0,-8.0,0.36956025442620005,-10.355898936757342,9.340045024816332
ss1_rippled,32,16.0,3.5131928671875,0.0,981193.7523464041,0.0,-5.0,0.520965248296637,-9.229591233292382,11.533287303401616
ss1_rippled,33,16.5,3.5131928671875,0.0,580914.7427286557,20.0,-14.0,0.39722304870213954,-10.701552411906503,12.771628237609546
ss1_rippled,34,17.0,3.5131928671875,0.0,1183632.7949840808,52.0,-3.0,0.5220354776158465,-13.773030791082789,8.634473845357812
ss1_rippled,35,17.5,3.5131928671875,0.0,427321.2320736984,-30.0,9.0,0.4196880276235847,-18.576468952468023,13.76191544749347
ss1_rippled,36,18.0,3.5131928671875,0.0,679108.828772085,-30.0,17.0,0.3995361861204749,-14.16584408958967,17.820469244944075
ss1_rippled,37,18.5,3.5131928671875,0.0,746086.0460284674,-59.0,-17.0,0.49131407681566613,-18.609592360789012,13.414651201755062
ss1_rippled,38,19.0,3.5131928671875,0.0,397379.89788832597,13.0,15.0,0.5783102821089234,-19.491521208606095,23.872411688851088
ss1_rippled,39,19.5,3.5131928671875,0.0,609767.1722370512,-55.0,-19.0,0.5018971933944366,-16.982421188882963,15.564252572434512
ss1_rippled,40,20.0,3.5131928671875,0.0,743943.8847795506,4.0,20.0,0.4595768424079036,-16.598275271748786,12.299480001088735
ss2_normal,0,0.0,3.5131928671875,0.0,1111939.9895802243,-30.0,-9.0,0.5533978868233999,0.0,0.0
ss2_normal,1,0.5,3.5131928671875,0.0,510613.41552093124,59.0,11.0,0.29107576035646576,-39.170995172282524,102.43999193751577
ss2_normal,2,1.0,3.5131928671875,0.0,258685.36403823976,-6.0,5.0,0.42030269210408044,-70.67837617432492,67.36358194012527
ss2_normal,3,1.5,3.5131928671875,0.0,467015.3577085283,37.0,17.0,0.32838453463063993,-127.27819068802599,37.50611427143702
ss2_normal,4,2.0,3.5131928671875,0.0,619065.3869927835,0.0,-14.0,0.4565517644999655,-55.890407308518405,67.34377923015565
ss2_normal,5,2.5,3.5131928671875,0.0,540420.5586889492,29.0,18.0,0.300866446242084,-47.29994422934344,65.00220381573483
ss2_normal,6,3.0,3.5131928671875,0.0,404921.1587153359,3.0,-20.0,0.41345436694079074,-60.435704442415506,31.832464123104273
ss2_normal,7,3.5,3.5131928671875,0.0,621200.8927301783,-31.0,6.0,0.41866438906382647,-67.19529801918902,34.08828728227128
ss2_normal,8,4.0,3.5131928671875,0.0,693237.4363766535,-4.0,20.0,0.35119867784576303,-38.070323961084476,64.09556179596223
ss2_normal,9,4.5,3.5131928671875,0.0,583194.1193270765,-52.0,-18.0,0.3071399670699884,-29.824842947935565,45.106944201041216
ss2_normal,10,5.0,3.5131928671875,0.0,443156.02648989065,23.0,-18.0,0.41733402453171403,-54.124598540168826,58.630888721001895
ss2_normal,11,5.5,3.5131928671875,0.0,324007.2621962769,40.0,15.0,0.4861277810699312,-55.92337249610627,48.26303128060405
ss2_normal,12,6.0,3.5131928671875,0.0,465090.6774120906,-44.0,5.0,0.42165568886924315,-67.12801375829643,35.62124969740961
ss2_normal,13,6.5,3.5131928671875,0.0,1373138.244503277,0.0,-11.0,0.6912363277389268,-63.539187070429676,39.135741912767905
ss2_normal,14,7.0,3.5131928671875,0.0,578623.1499492356,10.0,15.0,0.3968261026022357,-57.29984987200548,30.956492909729338
ss2_normal,15,7.5,3.5131928671875,0.0,297761.90892117075,19.0,-6.0,0.29242008468204456,-45.16612231262199,73.29411302975534
ss2_normal,16,8.0,1.75659643359375,0.0,502550.2159759716,-14.0,-5.0,0.6846602495299691,-39.06986938811671,40.43589503807624
ss2_normal,17,8.5,3.5131928671875,0.0,512021.54868660297,10.0,-8.0,0.29196735029622156,-87.10255944435974,29.050165501337222
ss2_normal,18,9.0,3.5131928671875,0.0,1022772.9673717045,-1.0,20.0,0.6513045725473465,-74.91890825012912,28.935026511076114
ss2_normal,19,9.5,3.5131928671875,0.0,454752.8083722413,45.0,-1.0,0.5540556442520407,-43.70239195282596,61.20595040438847
ss2_normal,20,10.0,3.5131928671875,0.0,305922.00741943537,47.0,15.0,0.4796750806604493,-49.28220306528498,92.30879740435095
ss2_normal,21,10.5,3.5131928671875,0.0,553860.0735899552,35.0,16.0,0.36845732773652207,-60.17810251861814,48.39667270439917
ss2_normal,22,11.0,3.5131928671875,0.0,926175.133337579,-59.0,17.0,0.40537468616503697,-148.41210685380938,33.91873922878957
ss2_normal,23,11.5,3.5131928671875,0.0,722971.303884522,3.0,-7.0,0.45727013595715243,-61.68450681880366,73.29796121598422
ss2_normal,24,12.0,3.5131928671875,0.0,251673.80247922946,30.0,-9.0,0.4705310217487798,-49.33804141082795,96.07242711885375
ss2_normal,25,12.5,3.5131928671875,0.0,504978.67387320695,2.0,-20.0,0.402787084919993,-81.27887734174489,42.93216139606617
ss2_normal,26,13.0,3.5131928671875,0.0,764323.3485997564,-4.0,20.0,0.5097004678650398,-115.98358552234285,44.59339276888537
ss2_normal,27,13.5,3.5131928671875,0.0,379516.20644292486,46.0,-14.0,0.2514950144040162,-66.53172416888968,46.43072575468609
ss2_normal,28,14.0,3.5131928671875,0.0,354164.89322426857,17.0,-5.0,0.24431732196321845,-57.371538832800155,74.54315491436012
ss2_normal,29,14.5,1.75659643359375,0.0,530502.3880964384,-45.0,-1.0,0.7185332979053485,-37.88847932786629,43.29890349242069
ss2_normal,30,15.0,3.5131928671875,0.0,785925.7961246506,20.0,14.0,0.4400782045740371,-85.30561497548291,38.156063334391504
ss2_normal,31,15.5,3.5131928671875,0.0,579340.3876801273,-30.0,3.0,0.33888787257719016,-74.74021685184336,28.553617454766968
ss2_normal,32,16.0,3.5131928671875,0.0,228751.70029418156,-21.0,-20.0,0.5204962834706112,-47.44337181292604,65.4724099159275
ss2_normal,33,16.5,3.5131928671875,0.0,597805.0635147938,-3.0,-20.0,0.45957834379746215,-49.276605397635144,75.12046105011461
ss2_normal,34,17.0,3.5131928671875,0.0,1270040.446252842,59.0,-17.0,0.7591037575131919,-81.37720548043956,33.68142776206668
ss2_normal,35,17.5,3.5131928671875,0.0,533611.4994444059,-26.0,-11.0,0.4608692659335286,-114.40065304418704,49.18256917017702
ss2_normal,36,18.0,3.5131928671875,0.0,439319.13262669265,53.0,17.0,0.510712765603975,-55.514997787362105,73.85104085044624
ss2_normal,37,18.5,1.75659643359375,0.0,986218.1086222738,-4.0,-4.0,0.7223831228888656,-83.4193262939931,58.546039116180324
ss2_normal,38,19.0,3.5131928671875,0.0,362879.8306026188,12.0,10.0,0.4677628994650522,-96.28129976881475,90.27513944308373
ss2_normal,39,19.5,3.5131928671875,0.0,298175.2093809587,-56.0,3.0,0.3012695880124788,-66.82582791275745,57.82487381542825
ss2_normal,40,20.0,3.5131928671875,0.0,689304.9875619055,4.0,20.0,0.3828478803921738,-64.1295142734527,64.11146068203395
ss3_nominal,0,0.0,3.5131928671875,0.0,918758.5431702894,-32.0,19.0,0.41046751152981265,0.0,0.0
ss3_nominal,1,0.5,1.75659643359375,0.30417254261363635,362238.9171055788,52.0,3.0,0.553007621407159,-124.44528143182296,164.7838024473997
ss3_nominal,2,1.0,3.5131928671875,-0.30417254261363635,255699.87865967845,34.0,-2.0,0.4617900180822004,-170.22800432781315,88.65072767186001
ss3_nominal,3,1.5,3.5131928671875,-0.30417254261363635,730909.6406592287,53.0,-10.0,0.4847236940642823,-280.06467855677346,72.86570762837785
ss3_nominal,4,2.0,3.5131928671875,0.0,532400.9578615811,-30.0,3.0,0.36230989842622896,-85.3257659635634,158.61060438866605
ss3_nominal,5,2.5,1.75659643359375,0.30417254261363635,258885.00310645995,0.0,17.0,0.5567618865098998,-113.54753261028202,149.46930378024896
ss3_nominal,6,3.0,3.5131928671875,0.0,136494.81531090816,27.0,-17.0,0.42427933087432146,-172.15550269193898,59.05880058819315
ss3_nominal,7,3.5,3.5131928671875,-0.30417254261363635,649953.532443586,-23.0,2.0,0.427124278422339,-225.83332806173595,62.788144763267965
ss3_nominal,8,4.0,3.5131928671875,0.0,841526.6922477076,-1.0,-8.0,0.33117097125124534,-186.76183039339742,131.14138288263968
ss3_nominal,9,4.5,3.5131928671875,0.0,604387.3241287889,17.0,-12.0,0.4314615538870548,-118.39586221879715,114.96844723794462
ss3_nominal,10,5.0,1.75659643359375,0.30417254261363635,258767.33269387047,-14.0,-1.0,0.7262124614147726,-131.67520989956344,165.88865902573522
ss3_nominal,11,5.5,7.026385734375,0.0,56950.82985143142,-53.0,7.0,0.3264575695750475,-140.8474975172751,87.59701354785062
ss3_nominal,12,6.0,1.75659643359375,-0.6083450852272727,541542.2587753028,0.0,-12.0,0.5388631233586507,-324.85929688017035,71.22621231768836
ss3_nominal,13,6.5,3.5131928671875,0.0,716103.6118682923,-58.0,19.0,0.3807204742456854,-287.7345883696054,73.17335925383364
ss3_nominal,14,7.0,3.5131928671875,0.0,607774.6714028548,-46.0,-10.0,0.41866915957443507,-170.95190281842525,139.06158645891526
ss3_nominal,15,7.5,1.75659643359375,0.30417254261363635,81903.80997108165,-52.0,3.0,0.5550892030832405,-138.18178058663386,213.2102294423613
ss3_nominal,16,8.0,3.5131928671875,0.0,215614.55103215866,4.0,-20.0,0.4321991292861676,-104.25082337628733,74.42033822140239
ss3_nominal,17,8.5,3.5131928671875,-0.6083450852272727,758273.7744415181,48.0,8.0,0.42854919026646127,-369.9902991598976,66.45157422101464
ss3_nominal,18,9.0,3.5131928671875,-0.30417254261363635,735241.7299832972,13.0,-17.0,0.3693396890422583,-274.0293376693332,81.20742249938078
ss3_nominal,19,9.5,3.5131928671875,0.0,375794.427504919,18.0,-12.0,0.48894011461704306,-138.11040505747758,204.26287592035422
ss3_nominal,20,10.0,3.5131928671875,0.30417254261363635,59772.872053639694,31.0,-14.0,0.40672339821023407,-100.64386928296597,187.4031473178185
ss3_nominal,21,10.5,3.5131928671875,-0.30417254261363635,436629.5502311041,57.0,6.0,0.40165606887885086,-186.66398166658817,108.29910484833606
ss3_nominal,22,11.0,3.5131928671875,-0.30417254261363635,951069.5653098981,59.0,-17.0,0.34118399929306936,-446.76367965076054,52.06431017502227
ss3_nominal,23,11.5,3.5131928671875,0.0,685309.8348094379,-55.0,-15.0,0.3802333031918399,-183.0094801762421,169.6565762163835
ss3_nominal,24,12.0,7.026385734375,-0.30417254261363635,153218.2727601168,59.0,-17.0,0.4792097304668225,-178.85345979289295,204.75811168829915
ss3_nominal,25,12.5,3.5131928671875,0.0,247176.0609125999,-22.0,-20.0,0.3016952665108315,-123.0147240880164,98.67528855192701
ss3_nominal,26,13.0,3.5131928671875,-0.30417254261363635,1279215.8360748575,59.0,-17.0,0.48881535763292244,-254.44365810695788,98.39272264009546
ss3_nominal,27,13.5,3.5131928671875,0.0,560719.3435469972,17.0,20.0,0.3558086657070691,-164.96769710583612,75.28700803842499
ss3_nominal,28,14.0,3.5131928671875,0.0,278468.06652806327,-49.0,1.0,0.3803771799712834,-164.83731021423137,136.64267297300478
ss3_nominal,29,14.5,3.5131928671875,0.0,213503.80736713432,-19.0,-11.0,0.3875637120420309,-125.84847985839656,82.07805423088867
ss3_nominal,30,15.0,3.5131928671875,0.0,381440.846318805,-29.0,-10.0,0.3746960166227443,-315.88286881186514,82.28065828247284
ss3_nominal,31,15.5,3.5131928671875,-0.30417254261363635,584976.3303378886,41.0,-8.0,0.43592313707110414,-262.17134944097637,70.07557341920376
ss3_nominal,32,16.0,3.5131928671875,0.0,278565.44736752263,21.0,-13.0,0.572494124632561,-120.83360839775064,161.89584287229093
ss3_nominal,33,16.5,3.5131928671875,0.30417254261363635,530706.3501581849,-43.0,14.0,0.453694150781039,-116.56530935836479,144.59480879062352
ss3_nominal,34,17.0,1.75659643359375,0.0,836790.2138988115,59.0,17.0,0.5235534601037387,-187.55911117755298,78.51027833042008
ss3_nominal,35,17.5,3.5131928671875,-0.30417254261363635,288562.63906677574,27.0,8.0,0.4017109844121948,-318.72329326679403,73.08234913474479
ss3_nominal,36,18.0,3.5131928671875,-0.30417254261363635,303164.8124820371,-19.0,-3.0,0.3880559913795739,-244.697639242845,85.38800181555328
ss3_nominal,37,18.5,3.5131928671875,0.0,903053.0171674549,29.0,-2.0,0.664494239767533,-226.58073001885765,103.84114589567098
ss3_nominal,38,19.0,3.5131928671875,0.0,294222.10305156466,49.0,-7.0,0.41725242130099066,-110.10303088760791,235.38016593000955
ss3_nominal,39,19.5,3.5131928671875,0.0,338905.96121626196,-46.0,0.0,0.39384319743812934,-183.7912045532664,117.63915751466354
ss3_nominal,40,20.0,1.75659643359375,0.0,892358.0972451884,0.0,0.0,0.5947923250019307,-225.43902822339362,86.13114457607799
ss3_upper,0,0.0,3.5131928671875,0.0,2058310.002957529,-23.0,5.0,0.4864506766005003,0.0,0.0
ss3_upper,1,0.5,1.75659643359375,0.30417254261363635,446267.3857664641,-3.0,-12.0,0.5616137180148302,-149.87177229372253,180.32603214500676
ss3_upper,2,1.0,3.5131928671875,-0.30417254261363635,150978.95524242317,18.0,-12.0,0.312215564926013,-208.61359619147473,100.71240113071329
ss3_upper,3,1.5,3.5131928671875,-0.30417254261363635,588587.9614172975,37.0,-8.0,0.502691702016368,-339.5165854512365,85.25981182390933
ss3_upper,4,2.0,3.5131928671875,0.30417254261363635,735028.8640183323,29.0,18.0,0.5799752125956158,-106.25945120956425,183.1755721810448
ss3_upper,5,2.5,1.75659643359375,0.30417254261363635,181820.64039445674,-5.0,-18.0,0.42198920441866183,-140.17645473646425,165.70421640932156
ss3_upper,6,3.0,3.5131928671875,-0.30417254261363635,63010.26458234655,-7.0,-7.0,0.41703488080591405,-210.93426546686533,64.96756158451396
ss3_upper,7,3.5,3.5131928671875,-0.30417254261363635,365093.65754663385,13.0,-17.0,0.6573136498900859,-270.2155717776195,68.98564033087604
ss3_upper,8,4.0,3.5131928671875,-0.30417254261363635,842578.4029511672,8.0,-17.0,0.6180081793692213,-228.26789393000337,147.21818456847075
ss3_upper,9,4.5,3.5131928671875,0.0,548200.2882741641,14.0,0.0,0.30646524150815735,-146.80369249461057,133.83203574547778
ss3_upper,10,5.0,3.5131928671875,0.30417254261363635,198433.85924312632,41.0,7.0,0.5720178349055512,-160.28949016732776,183.83337752778186
ss3_upper,11,5.5,7.026385734375,0.0,61736.96459452666,36.0,-10.0,0.36181635934863854,-170.78730486508556,84.56024462704416
ss3_upper,12,6.0,3.5131928671875,-0.30417254261363635,388058.4994537756,58.0,1.0,0.297402815956656,-393.0034432633838,81.06343927205725
ss3_upper,13,6.5,3.5131928671875,-0.6083450852272727,914664.0830155474,-31.0,-9.0,0.4464455432037318,-351.38467079278433,80.91765696747548
ss3_upper,14,7.0,3.5131928671875,0.0,570206.7113991871,-9.0,2.0,0.3559125516482806,-213.13532195280268,167.55991447220808
ss3_upper,15,7.5,3.5131928671875,0.30417254261363635,37497.68302581913,32.0,14.0,0.35858049676162396,-170.72591322789637,229.58266671852903
ss3_upper,16,8.0,3.5131928671875,0.0,121005.19429449848,3.0,7.0,0.35278244626271155,-125.40050891346678,77.65375110867653
ss3_upper,17,8.5,3.5131928671875,-0.6083450852272727,868595.001276022,-2.0,20.0,0.3148722305565338,-448.9462230967249,76.21041256910041
ss3_upper,18,9.0,3.5131928671875,-0.30417254261363635,549802.2158864056,49.0,-20.0,0.3932577140228773,-338.80414662166675,95.38182804955787
ss3_upper,19,9.5,3.5131928671875,0.30417254261363635,399210.1492319476,8.0,1.0,0.3942222660270508,-168.95485323225125,237.69066165332862
ss3_upper,20,10.0,3.5131928671875,0.30417254261363635,83842.57128300954,-60.0,10.0,0.5388108503126069,-124.506937935532,194.51657866997053
ss3_upper,21,10.5,1.75659643359375,-0.30417254261363635,208155.25609101614,52.0,-3.0,0.5164149202481154,-224.81412190672557,122.29710631843946
ss3_upper,22,11.0,3.5131928671875,-0.6083450852272727,1057434.6690267066,-26.0,7.0,0.5191455355325717,-544.1249499999733,59.0901111879836
ss3_upper,23,11.5,3.5131928671875,0.0,773631.4493743996,-3.0,12.0,0.4162405178348176,-223.74101159019295,198.2155748640189
ss3_upper,24,12.0,7.026385734375,-0.30417254261363635,97490.95929043042,14.0,-8.0,0.2640444478328071,-221.6562985548359,221.27195041193954
ss3_upper,25,12.5,1.75659643359375,-0.30417254261363635,258402.69608906156,19.0,-18.0,0.7327450044924154,-147.3913611624658,116.10234958403274
ss3_upper,26,13.0,3.5131928671875,-0.30417254261363635,684193.2865949462,58.0,2.0,0.3319384981901695,-305.22397750114874,109.77895670050711
ss3_upper,27,13.5,3.5131928671875,-0.30417254261363635,529681.8077499797,-58.0,11.0,0.5093247961603281,-201.23577689760958,85.60629070185456
ss3_upper,28,14.0,3.5131928671875,0.0,296867.539102064,-29.0,18.0,0.37783436775687135,-203.71955443515185,157.77622455709255
ss3_upper,29,14.5,3.5131928671875,0.0,217230.32807656997,29.0,10.0,0.5060821855104918,-156.88975404447268,91.32234346533753
ss3_upper,30,15.0,3.5131928671875,0.0,560578.9096802875,-2.0,-20.0,0.6098483829232774,-394.75204276509515,93.64802773564908
ss3_upper,31,15.5,3.5131928671875,-0.30417254261363635,484440.1751434177,44.0,1.0,0.30716012282603844,-325.5322796768189,84.55853483563169
ss3_upper,32,16.0,3.5131928671875,0.0,506823.94543396507,37.0,-7.0,0.32819260894939983,-148.0384506764798,192.52071639206534
ss3_upper,33,16.5,3.5131928671875,0.30417254261363635,384404.9536006748,18.0,-16.0,0.4045553967641036,-143.01315795627275,162.1318511836991
ss3_upper,34,17.0,1.75659643359375,0.0,543916.7098289994,57.0,14.0,0.561382828417808,-232.52827280720217,85.11083590704236
ss3_upper,35,17.5,5.26978930078125,0.0,225951.42021086597,-23.0,12.0,0.3075384744742388,-391.2092347741285,84.93399790058864
ss3_upper,36,18.0,3.5131928671875,-0.30417254261363635,361244.453848703,45.0,-1.0,0.4422988581510833,-296.6832789530086,99.6604017520396
ss3_upper,37,18.5,3.5131928671875,0.0,910803.6666591202,26.0,14.0,0.6125099129357634,-275.19916313928024,120.57623230719202
ss3_upper,38,19.0,5.26978930078125,0.0,183825.0157212547,-34.0,3.0,0.2784352478862169,-133.13674845026048,271.4369618266111
