source_file,frame_num,packet_length,declared_detected_count,tlv_count,tlv_types,decoded_point_count
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,239,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,240,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,241,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,242,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,243,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,244,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,245,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,246,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,247,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,248,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,249,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,250,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,251,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,252,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,253,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,254,33312,6,6,"[1, 7, 2, 5, 6, 9]",6
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,255,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,256,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,257,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,258,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,259,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,260,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,261,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,262,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,263,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,264,33568,20,6,"[1, 7, 2, 5, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,265,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,266,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,267,33568,20,6,"[1, 7, 2, 5, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,268,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,269,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,270,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,271,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,272,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,273,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,274,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,275,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,276,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,277,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,278,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,279,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,280,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,281,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,282,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,283,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,284,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,285,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,286,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,287,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,288,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,289,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,290,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,291,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,292,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,293,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,294,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,295,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,296,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,297,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,298,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,299,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,300,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,301,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,302,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,303,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,304,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,305,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,306,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,307,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,308,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,309,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,310,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,311,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,312,33312,6,6,"[1, 7, 2, 5, 6, 9]",6
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,313,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,314,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,315,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,316,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,317,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,318,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,319,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,320,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,321,33312,6,6,"[1, 7, 2, 5, 6, 9]",6
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,322,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,323,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,324,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,325,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,326,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,327,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,328,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,329,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,330,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,331,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,332,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,333,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,334,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,335,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,336,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,337,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,338,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,339,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,340,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,341,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,342,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,343,33312,6,6,"[1, 7, 2, 5, 6, 9]",6
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,344,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,345,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,346,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,347,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,348,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,349,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,350,33664,24,6,"[1, 7, 2, 5, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,351,33632,22,6,"[1, 7, 2, 5, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,352,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,353,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,354,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,355,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,356,33344,8,6,"[1, 7, 2, 5, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,357,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,358,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,359,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,360,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,361,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,362,33568,20,6,"[1, 7, 2, 5, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,363,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,364,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,365,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,366,33568,20,6,"[1, 7, 2, 5, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,367,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,368,33632,22,6,"[1, 7, 2, 5, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,369,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,370,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,371,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,372,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,373,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,374,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,375,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,376,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,377,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,378,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,379,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,380,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,381,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,382,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,383,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,384,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,385,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,386,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,387,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,388,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,389,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,390,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,391,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,392,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,393,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,394,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,395,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,396,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,397,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,398,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,399,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,400,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,401,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,402,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,403,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,404,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,405,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,406,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,407,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,408,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,409,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,410,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,411,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,412,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,413,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,414,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,415,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,416,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,417,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,418,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,419,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,420,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,421,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,422,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,423,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,424,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,425,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,426,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,427,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,428,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,429,33536,18,6,"[1, 7, 2, 5, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,430,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,431,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,432,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,433,33504,16,6,"[1, 7, 2, 5, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,434,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,435,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,436,33472,14,6,"[1, 7, 2, 5, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,437,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,438,33376,10,6,"[1, 7, 2, 5, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,439,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_03.bin,440,33408,12,6,"[1, 7, 2, 5, 6, 9]",12
