source_file,frame_num,packet_length,declared_detected_count,tlv_count,tlv_types,decoded_point_count
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,4,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,5,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,6,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,7,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,8,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,9,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,10,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,11,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,12,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,13,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,14,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,15,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,16,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,17,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,18,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,19,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,20,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,21,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,22,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,23,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,24,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,25,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,26,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,27,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,28,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,29,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,30,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,31,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,32,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,33,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,34,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,35,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,36,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,37,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,38,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,39,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,40,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,41,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,42,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,43,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,44,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,45,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,46,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,47,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,48,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,49,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,50,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,51,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,52,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,53,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,54,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,55,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,56,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,57,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,58,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,59,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,60,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,61,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,62,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,63,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,64,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,65,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,66,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,67,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,68,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,69,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,70,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,71,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,72,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,73,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,74,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,75,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,76,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,77,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,78,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,79,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,80,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,81,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,82,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,83,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,84,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,85,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,86,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,87,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,88,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,89,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,90,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,91,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,92,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,93,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,94,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,95,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,96,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,97,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,98,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,99,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,100,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,101,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,102,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,103,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,104,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,105,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,106,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,107,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,108,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,109,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,110,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,111,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,112,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,113,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,114,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,115,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,116,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,117,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,118,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,119,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,120,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,121,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,122,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,123,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,124,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,125,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,126,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,127,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,128,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,129,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,130,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,131,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,132,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,133,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,134,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,135,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,136,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,137,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,138,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,139,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,140,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,141,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,142,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,143,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,144,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,145,448,15,4,"[1, 7, 6, 9]",15
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,146,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,147,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,148,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,149,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,150,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,151,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,152,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,153,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,154,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,155,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,156,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,157,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,158,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,159,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,160,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,161,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,162,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,163,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,164,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,165,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,166,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,167,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,168,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,169,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,170,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,171,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,172,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,173,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,174,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,175,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,176,448,16,4,"[1, 7, 6, 9]",16
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,177,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,178,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,179,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,180,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,181,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,182,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,183,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,184,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,185,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,186,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,187,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,188,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,189,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,190,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,191,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,192,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,193,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,194,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,195,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,196,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,197,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,198,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,199,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,200,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,201,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,202,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,203,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,204,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,205,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,206,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,207,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,208,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,209,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,210,352,10,4,"[1, 7, 6, 9]",10
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,211,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,212,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,213,288,8,4,"[1, 7, 6, 9]",8
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,214,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,215,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,216,384,12,4,"[1, 7, 6, 9]",12
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,217,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,218,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,219,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,220,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,221,416,14,4,"[1, 7, 6, 9]",14
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,222,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,223,512,18,4,"[1, 7, 6, 9]",18
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,224,544,20,4,"[1, 7, 6, 9]",20
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,225,672,26,4,"[1, 7, 6, 9]",26
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,226,576,22,4,"[1, 7, 6, 9]",22
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,227,608,24,4,"[1, 7, 6, 9]",24
D:\hp-laptop\USV\awr2944_config_and_process_with_trace\record\record_01.bin,228,576,22,4,"[1, 7, 6, 9]",22
