case,azimuth_rmse_deg,elevation_rmse_deg,azimuth_max_abs_error_deg,elevation_max_abs_error_deg
no_calibration,39.01932975394601,20.778744030891822,63.69085618775387,42.51364663420502
ideal_inverse_correction,38.3208206295213,22.612536471379276,63.405770329010046,42.39894728706385
wrong_half_phase_correction,38.321043830597354,22.612599788984195,63.54821645807357,42.45627870633175
