case_id,rows,unweighted_scatter_3db_sum,pattern_weighted_scatter_3db_sum,unweighted_scatter_6db_sum,pattern_weighted_scatter_6db_sum,mean_pattern_gain_dBi
ss0_flat,1968,0.0,0.0,0.13551605919269175,0.01337621844268737,-13.339256389082985
ss1_rippled,1968,0.0,0.0,0.13816120014528704,0.01346284325311646,-13.349688384504208
ss2_normal,1968,0.0366202800959308,0.004397312974438041,0.20513633814311047,0.02014919174330117,-13.198196393699963
ss3_nominal,1968,0.14976361432883664,0.02173667528468828,0.36104837701345965,0.04094617648116922,-12.836243755274324
ss3_upper,1968,0.1891346567474816,0.029544322652979134,0.4227225480121645,0.05110536522839098,-12.731970539181978
