case_id,frame,time_s,x_m,y_m,z_m,slant_range_m,azimuth_deg,elevation_deg,mask_3db,mask_6db
ss1_rippled,20,10.0,32.0,25.0,0.001768131661389636,40.620148533245995,52.00126755749534,1.4081738615412192,0,0
ss1_rippled,20,10.0,33.0,25.0,-0.005572065334883536,41.4126934064736,52.85331330197822,1.391377709733621,0,0
ss1_rippled,20,10.0,34.0,25.0,-0.01083398893676836,42.21399987389479,53.67317404787977,1.3721054082638724,0,0
ss1_rippled,20,10.0,35.0,25.0,0.016491298841271384,43.02286937624285,54.46232220802562,1.3099034930248308,0,0
ss1_rippled,20,10.0,36.0,25.0,0.010315738852427252,43.84038634566036,55.22216863363612,1.293545822383624,0,0
ss1_rippled,20,10.0,37.0,25.0,-0.031213714138140575,44.66613260317292,55.95406264339834,1.3229138100866462,0,0
ss1_rippled,20,10.0,38.0,25.0,0.004600032751853166,45.49715179101651,56.659292653523,1.2536338127267594,0,0
ss1_rippled,20,10.0,39.0,25.0,-0.005352876087334875,46.33584718558038,57.33908727832619,1.2432490329263213,0,0
ss1_rippled,20,10.0,40.0,25.0,0.019924501706224323,47.18008634988236,57.9946167919165,1.1902951732635518,0,0
ss1_rippled,20,10.0,41.0,25.0,0.010338907488947295,48.031025692546166,58.626994859891546,1.1806413862820169,0,0
ss1_rippled,20,10.0,42.0,25.0,-0.01884064671316815,48.88801526205983,59.23728046576109,1.1941473822722515,0,0
ss1_rippled,20,10.0,43.0,25.0,-0.00603535007951309,49.7494935363729,59.82647997035567,1.1587154921484208,0,0
ss1_rippled,20,10.0,44.0,25.0,0.0024515908389875227,50.61615456382102,60.39554925399509,1.1292642593509838,0,0
ss1_rippled,20,10.0,45.0,25.0,0.011651533932801016,51.487637668574166,60.94539590092286,1.0999081850313557,0,0
ss1_rippled,20,10.0,46.0,25.0,-0.02251359627690675,52.36454462758719,61.476881393687975,1.1188760966222464,0,0
ss1_rippled,20,10.0,47.0,25.0,0.00299864988896611,53.244661814045955,61.99082329198616,1.072920857518992,0,0
ss1_rippled,20,10.0,48.0,25.0,-0.0015223038880204458,54.12950255567832,62.487997376148556,1.0601663223403197,0,0
ss1_rippled,20,10.0,49.0,25.0,0.008794927549705945,55.01801966170403,62.96913974015701,1.0322970601148234,0,0
ss1_rippled,20,10.0,50.0,25.0,0.008794927549705945,55.91048638221323,63.43494882292201,1.0158173591372994,0,0
ss1_rippled,20,10.0,-50.0,26.0,0.0007983692137858012,56.364868525518325,-62.52556837372287,1.0157574534580693,0,0
ss1_rippled,20,10.0,-49.0,26.0,-0.005307419286523783,55.47982194462481,-62.049030972109826,1.0382698208130863,0,0
ss1_rippled,20,10.0,-48.0,26.0,0.008941003848540342,54.598371751672715,-61.55707137563666,1.0400789367078442,0,0
ss1_rippled,20,10.0,-47.0,26.0,-0.009766751797374849,53.721686765151325,-61.0490047925332,1.0770097498307638,0,0
ss1_rippled,20,10.0,-46.0,26.0,-0.002207442010773302,52.84888286195671,-60.52411099675425,1.0866019444132722,0,0
ss1_rippled,20,10.0,-45.0,26.0,-0.007001448397461068,51.98090083787577,-59.981632572390915,1.1100335225009097,0,0
ss1_rippled,20,10.0,-44.0,26.0,0.0068811621208859294,51.11737752492933,-59.42077312751099,1.1132241315379354,0,0
ss1_rippled,20,10.0,-43.0,26.0,0.014238782420390783,50.2590462024309,-58.840695491655616,1.1238490086132555,0,0
ss1_rippled,20,10.0,-42.0,26.0,0.0021918514582794876,49.40643299309611,-58.240519915187214,1.157219400538294,0,0
ss1_rippled,20,10.0,-41.0,26.0,-0.03022314765511773,48.55987396744317,-57.61932229343077,1.215651162527838,0,0
ss1_rippled,20,10.0,-40.0,26.0,-7.479426905350565e-05,47.71792272924433,-56.97613244420336,1.2008959570699944,0,0
ss1_rippled,20,10.0,-39.0,26.0,0.020389712052316086,46.882402202918875,-56.309932474020215,1.1972854946875537,0,0
ss1_rippled,20,10.0,-38.0,26.0,-0.0072992846945129485,46.05447482980287,-55.619655276155136,1.2532680149897208,0,0
ss1_rippled,20,10.0,-37.0,26.0,0.005103444173955046,45.232618973002154,-54.904183212973884,1.260328767725288,0,0
ss1_rippled,20,10.0,-36.0,26.0,0.002807027661411167,44.418401522613145,-54.16234704572171,1.2863981404862856,0,0
ss1_rippled,20,10.0,-35.0,26.0,0.0033313113603215747,43.61184871654622,-53.3929251873925,1.3095037919742845,0,0
ss1_rippled,20,10.0,-34.0,26.0,-0.011791065108235776,42.81382628496819,-52.59464336859145,1.3541596305500145,0,0
ss1_rippled,20,10.0,-33.0,26.0,0.007276311776443733,42.0236302610943,-51.76617482255306,1.3536233947572538,0,0
ss1_rippled,20,10.0,-32.0,26.0,0.006103424910789776,41.243033719671665,-50.906141113770495,1.3808778630842176,0,0
ss1_rippled,20,10.0,-31.0,26.0,-0.018148057726663724,40.47266516387885,-50.01311375503581,1.4415097462487234,0,0
ss1_rippled,20,10.0,-30.0,26.0,0.008240500869144634,39.71125264838817,-49.08561677997488,1.431068989542968,0,0
ss1_rippled,20,10.0,-29.0,26.0,0.03283571324154562,38.96069053235044,-48.12213046211571,1.42246258844922,0,0
ss1_rippled,20,10.0,-28.0,26.0,-0.01276422003885605,38.22336577756322,-47.12109639666146,1.5182835401231425,0,0
ss1_rippled,20,10.0,-27.0,26.0,-0.013955241836783214,37.4970412863795,-46.08092418666069,1.5495206106287942,0,0
ss1_rippled,20,10.0,-26.0,26.0,4.961348750467339e-05,36.78314696672223,-45.0,1.5577785143909704,0,0
ss1_rippled,20,10.0,-25.0,26.0,0.015929032071001603,36.08279916622213,-43.87669728592458,1.56279741076114,0,0
ss1_rippled,20,10.0,-24.0,26.0,-0.031792210317404784,35.39865244843752,-42.70938995736147,1.6702814668442203,0,0
ss1_rippled,20,10.0,-23.0,26.0,-0.0008919477174095774,34.72753640399799,-41.49646835521554,1.6515662385628043,0,0
ss1_rippled,20,10.0,-22.0,26.0,-0.0012850895194028759,34.0734878142889,-40.23635830927382,1.6839388452307964,0,0
ss1_rippled,20,10.0,-21.0,26.0,0.005857145988924021,33.436332334964334,-38.927543592792304,1.703792892947747,0,0
ss1_rippled,20,10.0,-20.0,26.0,0.011795540749208917,32.817320854287956,-37.568592028827496,1.725567581863976,0,0
ss1_rippled,20,10.0,-19.0,26.0,-0.004792147859077797,32.21815648451039,-36.15818543980833,1.78718127432869,0,0
ss1_rippled,20,10.0,-18.0,26.0,0.006446108145734482,31.638380953140107,-34.69515353123397,1.7995802484882215,0,0
ss1_rippled,20,10.0,-17.0,26.0,-0.0047688083357936995,31.080694335201144,-33.17851165939275,1.8525662137059309,0,0
ss1_rippled,20,10.0,-16.0,26.0,0.0028060797254369106,30.544956960431822,-31.6075022462489,1.870854069910344,0,0
ss1_rippled,20,10.0,-15.0,26.0,0.002286388758291923,30.03323879387731,-29.981639368849336,1.903734029824976,0,1
ss1_rippled,20,10.0,-14.0,26.0,-0.01379397776325571,29.54704347695974,-28.30075576600638,1.9662718321913493,0,1
ss1_rippled,20,10.0,-13.0,26.0,-0.005986927864766024,29.08628559474439,-26.56505117707799,1.982044169437924,0,1
ss1_rippled,20,10.0,-12.0,26.0,0.010341207892111603,28.65273851702131,-24.77514056883192,1.9793763316697253,0,1
ss1_rippled,20,10.0,-11.0,26.0,0.01235257660740313,28.24845920458201,-22.932100437589785,2.0036336792115907,1,1
ss1_rippled,20,10.0,-10.0,26.0,-0.0040953091501572435,27.874866948379456,-21.037511025421818,2.0643281368194337,1,1
ss1_rippled,20,10.0,-9.0,26.0,-0.01907940909678386,27.53249939329964,-19.093492000485615,2.121212781825586,1,1
ss1_rippled,20,10.0,-8.0,26.0,-0.0034924123846574663,27.221443698336678,-17.102728969052375,2.112632636976555,1,1
ss1_rippled,20,10.0,-7.0,26.0,0.0009234592328547288,26.944352913631295,-15.068488159492212,2.1249719535098452,1,1
ss1_rippled,20,10.0,-6.0,26.0,0.0030845652715440035,26.701944505672238,-12.994616791916505,2.1396316265699444,1,1
ss1_rippled,20,10.0,-5.0,26.0,-0.00039245171810390375,26.495297414021504,-10.885527054658738,2.1638516519324704,1,1
ss1_rippled,20,10.0,-4.0,26.0,0.017665238806496147,26.324228033943353,-8.74616226255521,2.1385890927596263,1,1
ss1_rippled,20,10.0,-3.0,26.0,-0.010768080255500337,26.192015044896095,-6.581944655178011,2.211633162022921,1,1
ss1_rippled,20,10.0,-2.0,26.0,0.0037138248429193607,26.09583465120074,-4.398705354995532,2.187968687403692,1,1
ss1_rippled,20,10.0,-1.0,26.0,0.013942349883726649,26.037901407167073,-2.2025981617658053,2.1703152519432694,1,1
ss1_rippled,20,10.0,0.0,26.0,-0.01502751289103562,26.01980554984848,0.0,2.2356643956025963,1,1
ss1_rippled,20,10.0,1.0,26.0,0.018083436408272077,26.0377449126812,2.2025981617658053,2.1612093718495973,1,1
ss1_rippled,20,10.0,2.0,26.0,-0.005780774435703793,26.096198860489714,4.398705354995532,2.2087994559400723,1,1
ss1_rippled,20,10.0,3.0,26.0,-0.004886909276545073,26.1917887457202,6.581944655178011,2.198777404969943,1,1
ss1_rippled,20,10.0,4.0,26.0,7.470398787914775e-05,26.324890324512367,8.74616226255521,2.176847998202242,1,1
ss1_rippled,20,10.0,5.0,26.0,0.0001459699472125573,26.495277090104434,10.885527054658738,2.1626881505498496,1,1
ss1_rippled,20,10.0,6.0,26.0,0.003503199026425492,26.701928879284182,12.994616791916505,2.1387339676547628,1,1
ss1_rippled,20,10.0,7.0,26.0,-0.006476259751224,26.944628304384583,15.068488159492212,2.140696093912021,1,1
ss1_rippled,20,10.0,8.0,26.0,0.003419472510944145,27.22118977465479,17.102728969052375,2.0980942328649976,1,1
ss1_rippled,20,10.0,9.0,26.0,-0.0154953338683512,27.532366966410795,19.093492000485615,2.1137593119180744,1,1
ss1_rippled,20,10.0,10.0,26.0,0.009113965368021663,27.87439425590498,21.037511025421818,2.0371941110175573,1,1
ss1_rippled,20,10.0,11.0,26.0,0.011591485608342778,28.2484858247539,22.932100437589785,2.005176439462624,1,1
ss1_rippled,20,10.0,12.0,26.0,-0.007754501487671133,28.653369245784496,24.77514056883192,2.015539241404547,1,1
ss1_rippled,20,10.0,13.0,26.0,0.0016443341980343811,29.086022657548746,26.56505117707799,1.9670205436529231,0,1
ss1_rippled,20,10.0,14.0,26.0,0.0008818875094525047,29.546543571164236,28.30075576600638,1.937829585798169,0,1
ss1_rippled,20,10.0,15.0,26.0,0.015740377013438438,30.032794858378427,29.981639368849336,1.8780810294302437,0,1
ss1_rippled,20,10.0,16.0,26.0,-0.0018635807749983716,30.545109766286373,31.6075022462489,1.8796086372914935,0,0
ss1_rippled,20,10.0,17.0,26.0,-0.010527754411490429,31.080881041927302,33.17851165939275,1.8631769438649937,0,0
ss1_rippled,20,10.0,18.0,26.0,-0.00819266950159847,31.638844044288923,34.69515353123397,1.8260769981946983,0,0
ss1_rippled,20,10.0,19.0,26.0,0.003867222721630686,32.21788758609056,36.15818543980833,1.771789078033866,0,0
ss1_rippled,20,10.0,20.0,26.0,0.018734034417880154,32.81711265323642,37.568592028827496,1.7134590782258694,0,0
ss1_rippled,20,10.0,21.0,26.0,-0.01777789402754525,33.43704340759768,38.927543592792304,1.7442746258306439,0,0
ss1_rippled,20,10.0,22.0,26.0,-0.015444100741088748,34.07390683091286,40.23635830927382,1.7077371511541077,0,0
ss1_rippled,20,10.0,23.0,26.0,0.015729219453611148,34.727061335066026,41.49646835521554,1.6241545568378029,0,0
ss1_rippled,20,10.0,24.0,26.0,0.006957067160952052,35.397544184116235,42.70938995736147,1.607587084180158,0,0
ss1_rippled,20,10.0,25.0,26.0,-0.006303895997085697,36.08341235985171,43.87669728592458,1.5980872880714811,0,0
ss1_rippled,20,10.0,26.0,26.0,-0.013981367810250863,36.78353107321626,45.0,1.579625762191542,0,0
ss1_rippled,20,10.0,27.0,26.0,0.011353278318290663,37.49636545507167,46.08092418666069,1.5108624305376988,0,0
ss1_rippled,20,10.0,28.0,26.0,0.002713589632885082,38.22295880991296,47.12109639666146,1.4950906246489002,0,0
ss1_rippled,20,10.0,29.0,26.0,-0.004825644148087131,38.96164363287485,48.12213046211571,1.4778291488068604,0,0
ss1_rippled,20,10.0,30.0,26.0,0.001981227834556914,39.71140946213814,49.08561677997488,1.4400970768187595,0,0
ss1_rippled,20,10.0,31.0,26.0,-0.006969920949497481,40.4723855044609,50.01311375503581,1.4256901356220228,0,0
ss1_rippled,20,10.0,32.0,26.0,0.012991961362751,41.242868290994686,50.906141113770495,1.3713108891322467,0,0
ss1_rippled,20,10.0,33.0,26.0,-0.0018109890236215867,42.02384591226425,51.76617482255306,1.3660096644664097,0,0
ss1_rippled,20,10.0,34.0,26.0,-0.017384644327511953,42.813958839548036,52.59464336859145,1.3616431472417476,0,0
ss1_rippled,20,10.0,35.0,26.0,0.0005796690273239005,43.611911687037534,53.3929251873925,1.3131178577508904,0,0
ss1_rippled,20,10.0,36.0,26.0,0.012731340521566072,44.41817982995238,54.16234704572171,1.273599823736802,0,0
ss1_rippled,20,10.0,37.0,26.0,-0.0027515141534527497,45.23279242539794,54.904183212973884,1.2702761324626233,0,0
ss1_rippled,20,10.0,38.0,26.0,-0.008428213909255838,46.05449953547002,55.619655276155136,1.2546721645662169,0,0
ss1_rippled,20,10.0,39.0,26.0,-0.0018907001106900664,46.882873045228024,56.309932474020215,1.2245085473582114,0,0
ss1_rippled,20,10.0,40.0,26.0,0.020577115923979216,47.71749437246105,56.97613244420336,1.1761040553220177,0,0
ss1_rippled,20,10.0,41.0,26.0,-0.0023946502621316314,48.559291541731476,57.61932229343077,1.1828233222510454,0,0
ss1_rippled,20,10.0,42.0,26.0,-0.0023168990431310012,49.40652425708681,58.240519915187214,1.1624470438469028,0,0
ss1_rippled,20,10.0,43.0,26.0,-0.008159332004646464,50.25949049919536,58.840695491655616,1.1493779304062532,0,0
ss1_rippled,20,10.0,44.0,26.0,-0.0018310155474263112,51.117547529040486,59.42077312751099,1.122987448071818,0,0
ss1_rippled,20,10.0,45.0,26.0,0.010859132609232314,51.98055790057993,59.981632572390915,1.090350319233721,0,0
ss1_rippled,20,10.0,46.0,26.0,-0.029164555810268153,52.84940093967893,60.52411099675425,1.115821786861384,0,0
ss1_rippled,20,10.0,47.0,26.0,0.015980111761913437,53.72120898807516,61.0490047925332,1.049554558713371,0,0
ss1_rippled,20,10.0,48.0,26.0,0.023203270244777995,54.5981147279946,61.55707137563666,1.0251144448094796,0,0
ss1_rippled,20,10.0,49.0,26.0,-0.0026522223774830093,55.47977389534891,62.049030972109826,1.035528162217009,0,0
ss1_rippled,20,10.0,50.0,26.0,-0.0026522223774830093,56.36492980106548,62.52556837372287,1.019264479335492,0,0
ss1_rippled,20,10.0,-50.0,27.0,-0.010608354854353706,56.833276601361824,-61.63095370672142,1.0188862736735542,0,0
ss1_rippled,20,10.0,-49.0,27.0,0.01582680292598655,55.955058724675105,-61.14433878028348,1.0078066149687057,0,0
ss1_rippled,20,10.0,-48.0,27.0,-0.005212136019577974,55.081852287649156,-60.64224645720873,1.0456730825989495,0,0
ss1_rippled,20,10.0,-47.0,27.0,-0.0029151140293525264,54.21259852401422,-60.124007308310574,1.0600134096113822,0,0
ss1_rippled,20,10.0,-46.0,27.0,0.015660390776567792,53.34762341910168,-59.58891873287464,1.0572487073306813,0,0
ss1_rippled,20,10.0,-45.0,27.0,-0.01261242032443282,52.488335693883414,-59.03624346792648,1.105426886766587,0,0
ss1_rippled,20,10.0,-44.0,27.0,0.0018575169695214829,51.63328663194345,-58.46520809481171,1.1076752599667057,0,0
ss1_rippled,20,10.0,-43.0,27.0,-0.006616174325385952,50.7839864142469,-57.87500155961248,1.135764239735071,0,0
ss1_rippled,20,10.0,-42.0,27.0,0.014515683654626655,49.93967540280736,-57.264773727892404,1.1307193511189453,0,0
ss1_rippled,20,10.0,-41.0,27.0,-0.014362098869627856,49.10222938388463,-56.63363399894044,1.1837100366466637,0,0
ss1_rippled,20,10.0,-40.0,27.0,-0.0013412039117626242,48.27010134862627,-55.98065001017354,1.1886600390106656,0,0
ss1_rippled,20,10.0,-39.0,27.0,0.021192489488376317,47.444262710496766,-55.30484646876604,1.182134891569349,0,0
ss1_rippled,20,10.0,-38.0,27.0,-0.0059481354061344735,46.62630085746807,-54.60520415501294,1.2362347810039418,0,0
ss1_rippled,20,10.0,-37.0,27.0,-0.020011096675957362,45.81528590587798,-53.880659150520245,1.275713089975375,0,0
ss1_rippled,20,10.0,-36.0,27.0,0.0073254933500904815,45.01094758696103,-53.13010235415598,1.263707482318793,0,0
ss1_rippled,20,10.0,-35.0,27.0,0.001768787743512776,44.215341970328836,-52.35237935989236,1.2936526710513596,0,0
ss1_rippled,20,10.0,-34.0,27.0,-0.018113588589484014,43.42852237043382,-51.54629078329403,1.343332748477293,0,0
ss1_rippled,20,10.0,-33.0,27.0,0.015390256398329544,42.649378147250815,-50.71059313749964,1.3228562194825728,0,0
ss1_rippled,20,10.0,-32.0,27.0,0.005595396290207458,41.88064995336007,-49.84400037508068,1.3605457841574817,0,0
ss1_rippled,20,10.0,-31.0,27.0,0.008266185977553636,41.121570202971036,-48.94518622903756,1.3819431359951495,0,0
ss1_rippled,20,10.0,-30.0,27.0,-0.004556441846897058,40.373371591246325,-48.01278750418334,1.4257611555461103,0,0
ss1_rippled,20,10.0,-29.0,27.0,-0.006428098107921066,39.6360050650499,-47.04540848888723,1.4549973064932442,0,0
ss1_rippled,20,10.0,-28.0,27.0,-0.01982783398243245,38.910667545172814,-46.041626676009976,1.501863789428327,0,0
ss1_rippled,20,10.0,-27.0,27.0,0.012386301425669276,38.196536241099295,-45.0,1.4816108783471773,0,0
ss1_rippled,20,10.0,-26.0,27.0,0.010781724093605283,37.496380529290924,-43.91907581333932,1.5117354817354267,0,0
ss1_rippled,20,10.0,-25.0,27.0,0.018467893825854228,36.80982756378316,-42.797401838234194,1.5279700378710186,0,0
ss1_rippled,20,10.0,-24.0,27.0,-0.01640965793105696,36.13907979726013,-41.6335393365702,1.6116532098371823,0,0
ss1_rippled,20,10.0,-23.0,27.0,-0.014774626357428614,35.482809465180445,-40.426078740099136,1.6388282907099012,0,0
ss1_rippled,20,10.0,-22.0,27.0,0.012844777994689988,34.8421364935093,-39.17365797044423,1.6235341249353161,0,0
ss1_rippled,20,10.0,-21.0,27.0,0.0006918821930962712,34.21985705280364,-37.874983651098205,1.6734224966664006,0,0
ss1_rippled,20,10.0,-20.0,27.0,-0.0055462896898069766,33.61563807725072,-36.52885536698517,1.7141472622104836,0,0
ss1_rippled,20,10.0,-19.0,27.0,-0.005437824352557506,33.03045420848219,-35.134193056915635,1.7443370144365078,0,0
ss1_rippled,20,10.0,-18.0,27.0,0.009359076248171729,32.4650792304564,-33.690067525979785,1.7485974833185849,0,0
ss1_rippled,20,10.0,-17.0,27.0,-0.0053881041991476536,31.921948644154934,-32.19573393471325,1.8048404086606276,0,0
ss1_rippled,20,10.0,-16.0,27.0,0.017521262356274814,31.400083829026983,-30.650667957052864,1.7930230532365508,0,0
ss1_rippled,20,10.0,-15.0,27.0,-0.013129876226048748,30.90350193984659,-29.054604099077146,1.8787019409173573,0,1
ss1_rippled,20,10.0,-14.0,27.0,-0.014494139151023228,30.430727864419737,-27.407575437818405,1.910470402710037,0,1
ss1_rippled,20,10.0,-13.0,27.0,0.012041724213337216,29.982929502546867,-25.709953780811265,1.8882773886804793,0,1
ss1_rippled,20,10.0,-12.0,27.0,0.005000955004564675,29.56332226086138,-23.962488974578186,1.9287417656841868,0,1
ss1_rippled,20,10.0,-11.0,27.0,0.006192778066962734,29.17169266248303,-22.16634582208246,1.9523028753428369,0,1
ss1_rippled,20,10.0,-10.0,27.0,-0.02144902851194097,28.81047306306941,-20.323136829662943,2.0317953817456234,1,1
ss1_rippled,20,10.0,-9.0,27.0,0.002787334615881235,28.47796399147949,-18.43494882292201,2.006736158552029,1,1
ss1_rippled,20,10.0,-8.0,27.0,0.00020000367969733634,28.17799851005465,-16.504361381755018,2.0333717653360344,1,1
ss1_rippled,20,10.0,-7.0,27.0,-0.006513961036927829,27.91080561993441,-14.534455080540122,2.066637180037558,1,1
ss1_rippled,20,10.0,-6.0,27.0,0.00808136424109895,27.676414192954365,-12.528807709151511,2.0539122225069675,1,1
ss1_rippled,20,10.0,-5.0,27.0,0.009221153865178513,27.476929281161464,-10.491477012331599,2.066451990964477,1,1
ss1_rippled,20,10.0,-4.0,27.0,0.009052658183315148,27.312670624350407,-8.426969021480673,2.0792387912332453,1,1
ss1_rippled,20,10.0,-3.0,27.0,-0.008971067745005208,27.184885922430247,-6.34019174590991,2.127029876984443,1,1
ss1_rippled,20,10.0,-2.0,27.0,-0.01228912232221161,27.092890751397714,-4.23639479905884,2.1412775188984776,1,1
ss1_rippled,20,10.0,-1.0,27.0,0.006869653874700468,27.036758457411178,-2.1210963966614536,2.1050963413829997,1,1
ss1_rippled,20,10.0,0.0,27.0,-0.017648751930975964,27.019171137958818,0.0,2.158495998096608,1,1
ss1_rippled,20,10.0,1.0,27.0,0.006501735812070979,27.036771974496965,2.1210963966614536,2.1058754997034845,1,1
ss1_rippled,20,10.0,2.0,27.0,0.01599654860380394,27.091848641101617,4.23639479905884,2.081498718359522,1,1
ss1_rippled,20,10.0,3.0,27.0,0.01699217829535053,27.18393467431697,6.34019174590991,2.0723446479416863,1,1
ss1_rippled,20,10.0,4.0,27.0,0.002763201515941279,27.312899539086853,8.426969021480673,2.0924238456704347,1,1
ss1_rippled,20,10.0,5.0,27.0,-0.009050851086527997,27.477594210921716,10.491477012331599,2.104527668491883,1,1
ss1_rippled,20,10.0,6.0,27.0,-0.011650190198001877,27.677128393446594,12.528807709151511,2.094733241060385,1,1
ss1_rippled,20,10.0,7.0,27.0,-0.010399964484649051,27.910946026393134,14.534455080540122,2.0746092056400256,1,1
ss1_rippled,20,10.0,8.0,27.0,0.011213464699446727,28.177609884665372,16.504361381755018,2.0109913180334194,1,1
ss1_rippled,20,10.0,9.0,27.0,-0.006427154457803995,28.478288144079695,18.43494882292201,2.0252635207748524,1,1
ss1_rippled,20,10.0,10.0,27.0,0.003631707422987857,28.80959475199977,20.323136829662943,1.9819468134491007,0,1
ss1_rippled,20,10.0,11.0,27.0,-0.005125404733778557,29.172080437967416,22.16634582208246,1.9745195869896437,0,1
ss1_rippled,20,10.0,12.0,27.0,-0.010527169711200185,29.563848957142312,23.962488974578186,1.958818769601532,0,1
ss1_rippled,20,10.0,13.0,27.0,0.01176256999098166,29.982938702169786,25.709953780811265,1.8888105476764252,0,1
ss1_rippled,20,10.0,14.0,27.0,0.006429121818098118,30.430037513778572,27.407575437818405,1.8710965350853155,0,1
ss1_rippled,20,10.0,15.0,27.0,-0.01185916385775829,30.903460307342332,29.054604099077146,1.876347275147863,0,1
ss1_rippled,20,10.0,16.0,27.0,-0.006321094650107533,31.400838876462167,30.650667957052864,1.8365058948952862,0,0
ss1_rippled,20,10.0,17.0,27.0,0.003926886087623629,31.921656624433812,32.19573393471325,1.7881293440743216,0,0
ss1_rippled,20,10.0,18.0,27.0,-0.008529229682009247,32.46562999861735,33.690067525979785,1.7801523065573577,0,0
ss1_rippled,20,10.0,19.0,27.0,0.01882243804346394,33.02972463415472,35.134193056915635,1.7022728840076118,0,0
ss1_rippled,20,10.0,20.0,27.0,0.016003876824823224,33.61500034761897,36.52885536698517,1.6774320718741693,0,0
ss1_rippled,20,10.0,21.0,27.0,-0.008666503662325423,34.22013162037239,37.874983651098205,1.689084836745748,0,0
ss1_rippled,20,10.0,22.0,27.0,-0.028333280861040887,34.84332747222238,39.17365797044423,1.691219463168063,0,0
ss1_rippled,20,10.0,23.0,27.0,0.01116707836675773,35.482077032593594,40.426078740099136,1.5969552528513657,0,0
ss1_rippled,20,10.0,24.0,27.0,0.034739213033412396,36.13767740720002,41.6335393365702,1.5305894471687018,0,0
ss1_rippled,20,10.0,25.0,27.0,-0.018737675902761246,36.810838437236164,42.797401838234194,1.5858596320829719,0,0
ss1_rippled,20,10.0,26.0,27.0,-0.023808534294372862,37.49730902231378,43.91907581333932,1.5645709076191663,0,0
ss1_rippled,20,10.0,27.0,27.0,0.020918062944331742,38.19631659518322,45.0,1.4688172232241414,0,0
ss1_rippled,20,10.0,28.0,27.0,0.0015070227357548904,38.91011421501671,46.041626676009976,1.4704586546513012,0,0
ss1_rippled,20,10.0,29.0,27.0,-0.009140623037074672,39.63607403360055,47.04540848888723,1.4589171225808308,0,0
ss1_rippled,20,10.0,30.0,27.0,0.004308177294906857,40.3731519974079,48.01278750418334,1.4131847775043163,0,0
ss1_rippled,20,10.0,31.0,27.0,0.0009217719084981114,41.12174798456221,48.94518622903756,1.3921732832278686,0,0
ss1_rippled,20,10.0,32.0,27.0,-0.009182655663271502,41.88100344586423,49.84400037508068,1.3807573656465655,0,0
ss1_rippled,20,10.0,33.0,27.0,-0.005384037703376145,42.64986280239678,50.71059313749964,1.3507569466899694,0,0
ss1_rippled,20,10.0,34.0,27.0,-0.004583864556205945,43.42820729365796,51.54629078329403,1.3254875944889808,0,0
ss1_rippled,20,10.0,35.0,27.0,0.00915930374439273,44.21517573509525,52.35237935989236,1.2840781880603866,0,0
ss1_rippled,20,10.0,36.0,27.0,0.011424179977929164,45.01085738076906,53.13010235415598,1.258491400199542,0,0
ss1_rippled,20,10.0,37.0,27.0,0.0068106332010145505,45.814696606201835,53.880659150520245,1.2421781936901075,0,0
ss1_rippled,20,10.0,38.0,27.0,-0.02048511301536831,46.626616753372595,54.60520415501294,1.254093971036568,0,0
ss1_rippled,20,10.0,39.0,27.0,-0.018519845193896392,47.44509861592716,55.30484646876604,1.2300822081403355,0,0
ss1_rippled,20,10.0,40.0,27.0,0.01619835596666113,48.269740683732735,55.98065001017354,1.1678452074289905,0,0
ss1_rippled,20,10.0,41.0,27.0,0.0163976730121168,49.101603573993955,56.63363399894044,1.1478246685016427,0,0
ss1_rippled,20,10.0,42.0,27.0,0.0011582478149907182,49.93994077735684,57.264773727892404,1.1460412691783597,0,0
ss1_rippled,20,10.0,43.0,27.0,-0.009888450191897567,50.784051381135704,57.87500155961248,1.1394553741894897,0,0
ss1_rippled,20,10.0,44.0,27.0,-0.014541194089636143,51.63360624471726,58.46520809481171,1.1258688637048673,0,0
ss1_rippled,20,10.0,45.0,27.0,0.012322593596847453,52.48786056469743,59.03624346792648,1.0782128756185676,0,0
ss1_rippled,20,10.0,46.0,27.0,-0.004480841063194546,53.34799885431564,59.58891873287464,1.0788767190691069,0,0
ss1_rippled,20,10.0,47.0,27.0,0.012425253654427561,54.21231690196997,60.124007308310574,1.043803294076804,0,0
ss1_rippled,20,10.0,48.0,27.0,0.01740526394006237,55.08144417510612,60.64224645720873,1.0221503553375506,0,0
ss1_rippled,20,10.0,49.0,27.0,-0.025613660527276306,55.955802946438546,61.14433878028348,1.0502328952423097,0,0
ss1_rippled,20,10.0,50.0,27.0,-0.025613660527276306,56.83354540569029,61.63095370672142,1.0340112276760964,0,0
ss1_rippled,20,10.0,-50.0,28.0,-0.011436934752819638,57.315120209879886,-60.751173663453024,1.0111481161930997,0,0
ss1_rippled,20,10.0,-49.0,28.0,0.023454214092197802,56.444252512297254,-60.25511870305778,0.9913275708367104,0,0
ss1_rippled,20,10.0,-48.0,28.0,-0.004457986465390146,55.57885331532645,-59.743562836470744,1.0355437951195867,0,0
ss1_rippled,20,10.0,-47.0,28.0,0.0047929190209886315,54.71736869709682,-59.215853473673555,1.0421610387003524,0,0
ss1_rippled,20,10.0,-46.0,28.0,0.02063472420483876,53.86055287818194,-58.67130713219584,1.0418866227653583,0,0
ss1_rippled,20,10.0,-45.0,28.0,0.0016068366777065993,53.00940283486099,-58.10920819815429,1.0791877291273513,0,0
