net_id,channel,role,chip_component,chip_pad,chip_pad_x_mil,chip_pad_y_mil,region_center_x_mil,region_center_y_mil,region_min_x_mil,region_max_x_mil,region_min_y_mil,region_max_y_mil,local_x_mm,local_y_mm,region_width_mm,region_height_mm,layer,evidence
120,RX1,RX,727,M2,5522.5601,4591.2597,5487.692447222222,5323.867613888889,5457.5995,5516.6546,4948.7637,5728.5275,54.610577779444434,83.56262977277778,1.4999995399999895,19.80600051999999,TOP,ASCII_PcbDoc RF net + Pad + Region
119,RX2,RX,727,K2,5573.7412,4591.2597,5562.495647222222,5323.867613888889,5532.4027,5591.4578,4948.7637,5728.5275,56.51057905944444,83.56262977277778,1.4999995400000126,19.80600051999999,TOP,ASCII_PcbDoc RF net + Pad + Region
118,RX3,RX,727,H2,5624.9223,4591.2597,5637.298747222222,5323.867613888889,5607.2058,5666.2609,4948.7637,5728.5275,58.41057779944444,83.56262977277778,1.4999995400000126,19.80600051999999,TOP,ASCII_PcbDoc RF net + Pad + Region
117,RX4,RX,727,F2,5676.1034,4591.2597,5712.101947222222,5323.867613888889,5682.009,5741.0641,4948.7637,5728.5275,60.31057907944445,83.56262977277778,1.4999995399999895,19.80600051999999,TOP,ASCII_PcbDoc RF net + Pad + Region
110,TX1,TX,727,B3,5778.4656,4565.6692,5979.016500000001,5328.840950000001,5948.9235,6007.9787,4956.6373,5729.472,67.09020872000002,83.68895251000002,1.5000020799999945,19.630001379999985,TOP,ASCII_PcbDoc RF net + Pad + Region
109,TX2,TX,727,B5,5778.4656,4514.4881,6133.2685,5452.2661499999995,6103.1755,6162.2307,5080.0625,5852.8972,71.00820952000001,86.82395258999999,1.5000020799999945,19.630001380000007,TOP,ASCII_PcbDoc RF net + Pad + Region
108,TX3,TX,727,B7,5778.4656,4463.307,6287.5598,5328.840950000001,6257.4668,6316.522,4956.6373,5729.472,74.92720854,83.68895251000002,1.5000020799999945,19.630001379999985,TOP,ASCII_PcbDoc RF net + Pad + Region
107,TX4,TX,727,B9,5778.4656,4412.1259,6596.1031,5328.840950000001,6566.0101,6625.0653,4956.6373,5729.472,82.76420836000001,83.68895251000002,1.5000020799999945,19.630001379999985,TOP,ASCII_PcbDoc RF net + Pad + Region
